"sentID","sentence","head","tail","relation"
5203,"Papadopoulos's wife, Mangiante, told the Committee that Papadopoulos thought Polonskaya was President Putin's niece because of the way Mifsud introduced her to Papadopoulos.","Polonskaya","Putin","positive2"
1893,"In the email, Kilimnik explained to Manafort that parts of the interview were ""very relevant to us"" and highlighted several narratives, including around Ukrainian parliamentarian Serhiy Leshchenko' s role in the release of the ""black ledger"":","Ukraine's Specialized Anti-Corruption Prosecutor","Manafort","negative1"
3732,"Emin Agalarov has publicly described the call with Trump Jr.: ""I said, 'Listen, there are some people who want to meet you.","Emin Agalarov","Trump Jr.","neutral2"
4306,"In text messages with Kaveladze, Veselnitskaya rejected a proposed cafe for a meeting with Balber because there were ""too many ears,"" and advocated for a more private location.","Veselnitskaya","Balber","negative1"
1568,"Kilimnik also wrote that he had ""more hopes for OVD than for idiotic Ukrainians, who seem to be completely falling apart.""","Kilimnik","OVD","positive1"
1854,"Unbeknownst to Patten, Kilimnik and Lyovochkin met with Manafort at the Westin in Alexandria during this trip.","Kilimnik","Manafort","neutral2"
285,"WikiLeaks began releasing Podesta' s stolen emails on October 7, 2016, less than one hour after a U.S. media outlet released video considered damaging to candidate Trump.","WikiLeaks","Podesta","negative1"
1796,"Later that day, Mermoud texted Gates, asking if ""Paul"" had anything to say about their earlier conversation about the meeting.","Mermoud","Gates","neutral2"
2855,"October 10, 2016: ""This just came out. WikiLeaks, Donald Trump loves WikiLeaks.""","Donald Trump","WikiLeaks","positive1"
3019,"On June 17, 2013, Emin Agalarov instructed that a Crocus Group and Agalarov Estate brochure be sent by messenger to Trump.","Emin Agalarov","Trump","positive1"
1887,"The article quoted ""a former Yanukovich loyalist now playing a lead role in the Regions party's successor, called Opposition Bloc"" who, according to the article, ""let loose a string of expletives"" and ""accused Western media of ' working in the interests of Hillary Clinton by trying to bring down Trump. ""","Western Media","Hillary Clinton","positive1"
2292,"When Twitter then suspended the Guccifer 2.0 account, WikiLeaks complained: ""@Guccifer _ 2 has account completely censored by Twitter after publishing some files from Democratic campaign #DCCC.""","Twitter","Guccifer 2.0","negative1"
4782,"In his December 19, 2015 messages to Cohen, Sater explained that the meetings in Moscow he was working to setup related to the Trump project should not appear overtly political, but the meetings would be with Putin and other Kremlin insiders.","Sater","Putin","neutral2"
2580,"On July 23, the Trump Campaign used the release to attack the Democratic Party, saying that the ""anti-Bernie DNC email leak issue threatens to destroy their party.""","Trump Campaign","Democratic Party","negative1"
1624,"Kilimnik responded that he was ""carefully optimistic on the question of our biggest interest"" and expected that Konstantin Kilimnik and Paul Manafort will get back to the ""original relationship"" with Deripaska.","Paul Manafort","Deripaska","positive1"
4493,"This arrangement, and Sater's office space on the 26th floor of Trump Tower only several office's away from Trump, gave Sater greater access to Trump, allowing Sater the ability to see Trump frequently and ""pitch"" business opportunities to him.","Sater","Trump","positive1"
5079,"Michael Cohen further said that he believed Trump knew that the statement was false because ""Michael Cohen's conversations with Trump took place for several months after the January date that's referenced in this statement.""","Michael Cohen","Trump","neutral2"
5254,"The Committee found that the connection between Trump and the Agalarovs began in 2013 with planning for the Miss Universe Moscow pageant.","Natalia Veselnitskaya","Rinat Akhmetshin","neutral2"
3607,"Akhmetshin first worked with Veselnitskaya on issues related to the Prevezon case.","Akhmetshin","Veselnitskaya","neutral2"
1736,"During the meeting, Kilimnik updated Manafort on what was happening with Lyovochkin, Akhmetov, and their ""other friends"" in Kyiv.","Akhmetov","Manafort","positive2"
3118,"In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""","Shugart","Graff","neutral2"
5086,"Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.","Papadopoulos","Ivan Timofeev","neutral2"
1815,"Kilimnik simultaneously claimed that he wanted to be able to continue to make money with Patten as part of their joint consulting business, which Patten's joining the administration would prevent.","Kilimnik","Patten","positive2"
3322,"Trump Jr. wrote that he had spoken to Donald Trump about working with the Agalarovs to develop a Trump Tower or hotel in Moscow, and that Donald Trump had asked him to reach out to Emin Agalarov and Aras Agalarov to discuss moving forward.","Trump Jr.","Donald Trump","positive2"
4750,"Sater said that his efforts primarily involved contacting individuals who could put him in touch with people with Kremlin access, which he felt was necessary to advance the project.","Sater","Kremlin","positive1"
1573,"On April 21, 2016, at 2:42 a.m., Deripaska passed through U.S. Liberty International Airport after arriving on a private flight.","Deripaska","U.S.","neutral2"
2552,"Although Manafort did not know whether Stone and Trump spoke about WikiLeaks that week, he assumed they did.","Stone","Trump","neutral2"
1984,"In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.","Kilimnik","Ward","neutral2"
1334,"Documentary information also suggests that Manafort intended to brief the Kremlin on his activities in Ukraine and understood that his activities benefited the Kremlin.","Manafort","Kremlin","positive1"
5297,"The Committee found evidence that Papadopoulos likely learned about the Russian active measures campaign as early as April 2016 from Joseph Mifsud, a Maltese academic with longstanding Russia ties, well before any public awareness of the Russian effort.","Papadopoulos","Joseph Mifsud","neutral2"
974,"Rudolph W. Giuliani, the former New York mayor and now one of the president’s attorneys, said Cohen’s claim to loyalty is undermined by his decision to secretly record a phone call with Trump while serving as his lawyer.","Cohen","Trump","negative1"
1984,"In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.","Kilimnik","Fabrizio","neutral2"
2709,"In addition, Stone and Corsi had further phone calls on September 21, 24, and 25.","Stone","Corsi","neutral2"
3962,"Akhmetshin told the Committee that, regarding Veselnitskaya's presentation, ""Junior said: 'That's very interesting, but so could you show how money goes to Hillary's campaign?","Junior","Veselnitskaya","neutral1"
5249,"After candidate Trump's remarks, Unit 26165 created and sent malicious links targeting 15 email accounts at the domain including an email account belonging to Clinton aide","Unit 26165","Clinton aide","negative2"
4973,"According to Rtskhiladze, Simon Nizharadze, a business associate of Rtskhiladze's, had requested he contact Cohen to facilitate a potential licensing deal between Vladimir Mazur and the Trump Organization.","Simon Nizharadze","Rtskhiladze","neutral1"
4624,"Molchanov is affiliated with LSR Group.","Molchanov","LSR Group","neutral1"
1302,"The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Trump Campaign.","Russian intelligence services","Trump Campaign","negative1"
1155,"It was Chris Christie’s daughter-in-law Ivanka Trump who held the real influence in the Trump circle, who delivered the blow.","Ivanka Trump","Chris Christie","negative2"
4992,"Mikhail Posokhin is a widely-known Russian architect and developer who has completed a large number of Russian government projects, including renovations of many Kremlin offices and residences, as well as the residence of the Russian President (Kremlin Building Number 1), according to Posokhin's personal website.","Mikhail Posokhin","Russian government","positive2"
5133,"Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.","Mifsud","Olga Polonskaya","positive1"
133,"Donald Trump asked James Comey to end the bureau’s investigation into Mr. Flynn","Donald Trump","Flynn","positive1"
2977,"Kaveladze recalled that Aras Agalarov was initially very skeptical about hosting the pageant, but Emin Agalarov was excited and lobbied his father.","Emin Agalarov","Aras Agalarov","positive1"
731,"Before long, a plan to send four, five, six, or (tops) seven thousand troops became the middle-course strategy supported by the national security establishment and most everyone else save for Bannon and Donald Trump.","Bannon","Donald Trump","positive2"
2063,"In an email to Hawker, Kilimnik stated that the purpose of the project was ""to build a framework for clarifying and promoting Russia's position on Crimea and Ukraine in the Western and Ukrainian media using existing contacts and modem mechanisms.""","Kilimnik","Hawker","neutral2"
2142,"In spring 2016, prior to Assange's public announcements, Stone advised the Trump Campaign that WikiLeaks would be releasing materials harmful to Clinton.","Stone","Trump Campaign","positive1"
3360,"On January 15, 2014, Goldstone, Trump Jr., and other Trump Organization staff exchanged a number of emails regarding Ivanka Trump meeting with the Agalarovs in Moscow on February 4 for a ""site visit,"" and Emin Agalarov performing for an upcoming golf event at the Trump property in Doral, Florida.","Goldstone","Trump Jr.","neutral2"
2160,"In addition, Trump publicly requested that Russia find and release the ""missing"" emails from Clinton's server, and hours later, GRU hackers attempted new spear phishing attacks against the Clinton Campaign.","Trump","Russia","neutral1"
523,"On June 14, 2016, @dcleaks _ sent a direct message to @WikiLeaks, noting, ""You announced your organization was preparing to publish more Hillary's emails. We are ready to support you. We have some sensitive information too, in particular, her financial documents. Let's do it to ether. What do ou think about publishing our info at the same moment? Thank you.""","@dcleaks _","@WikiLeaks","positive1"
3622,"Akhmetshin told the Committee that he has also known Simpson for many years, and that they have had mutual clients like Prevezon, but they have never worked together.","Akhmetshin","Prevezon","neutral2"
157,"Jim Mattis is widely viewed — by foreign allies and adversaries but also by the traditional national security establishment in the United States — as the cabinet official standing between a mercurial Donald Trump and global tumult.","Jim Mattis","Donald Trump","negative2"
3941,"And I sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Donald Trump Jr. and Paul Manafort....","Donald Trump Jr.","Jared Kushner","neutral2"
4804,"According to Sater, these efforts with Shmykov resulted in the GenBank letter being generated quickly, even though it was the holiday period.","Shmykov","GenBank","positive1"
4871,"Cohen recalled telling Trump that he had spoken with ""someone from the Kremlin"" about the Trump Tower Moscow project.","Cohen","Trump","neutral2"
779,"At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.","Rasin","Stone","positive1"
3418,"On June 16, 2015, the day that Trump announced his candidacy, Goldstone emailed Graff and Trump Jr. with the subject line, ""Please pass on mine and Emin's best wishes and congratulations to Mr. Trump.""","Goldstone","Graff","neutral2"
458,"Two military units of the GRU carried out the computer intrusions into the Clinton Campaign, DNC, and DCCC: Military Unit 26165 and Military Unit 74455.","Military Unit 26165","GRU","neutral2"
2189,"The GRU then established its presence on the DCCC network on April 12, 2016, when hackers leveraged stolen credentials from the compromised DCCC employee to access the DCCC network.","GRU","DCCC","negative1"
2887,"He admitted, however, that he did not think about whether WikiLeaks was acting as a pass-through for Russia or otherwise consider WikiLeaks's history of hostile actions against the United States.","WikiLeaks","Russia","positive1"
2815,"As outlined in his indictment and presented at trial, in subsequent congressional testimony to the HPSCI, Stone hid his communications with Corsi about WikiLeaks, and instead identified Credico as his intermediary; he also concealed communications he made directing both Corsi and Credico to obtain advance information about future WikiLeaks releases; and he made misleading and false statements about his communications with the Trump Campaign and individuals associated with the Campaign.","Stone","Corsi","neutral2"
212,"Speaking separately, also in July 2016, an official close to Presidential Administration Head, S. Ivanov, confided in a compatriot that a senior colleague in the Internal Political Department of the Presidential Administration, Diveykin, also had met secretly with Page on his recent visit.","Diveykin","Presidential Administration","neutral1"
3604,"Chaika likely has been involved in Russian influence activities, and Chaika's son is sanctioned by the United States.","United States","Chaika's son","negative1"
4058,"Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.","Veselnitskaya","Akhmetshin","positive1"
893,"The Jarvanka side believed that Bannon was the source.","Jarvanka","Bannon","negative2"
3813,"Michael Cohen testified to the Committee that he was present in Trump's office when Trump Jr. came into the office and, in a manner that was uncommon, walked toward the back of Trump's desk and leaned over and quietly said, ""The meeting. It's all set.""","Trump Jr.","Trump","neutral2"
3488,"On March 4, 2016, Graff responded to Goldstone, writing, ""Please know that the very thoughtful and kind letter from Mr. Agalarov to Mr. Trump was relayed to him earlier this week.""","Graff","Goldstone","positive2"
903,"What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Priebus","Jared","negative1"
574,"The Department of Justice began on Friday to release the documents to BuzzFeed and CNN, which also sued for the records.","Department of Justice","CNN","neutral2"
1286,"Manafort communicated electronically with Kilimnik and met Kilimnik in person twice while serving on the Trump Campaign.","Manafort","Kilimnik","neutral2"
3744,"Later on June 7, Goldstone emailed Trump Jr. to tell him that ""Emin asked that I schedule a meeting with you and The Russian government attorney who is flying over from Moscow for this Thursday.""","Emin","Goldstone","neutral1"
2494,"Phone records for June and July reflect a total' of 28 calls between Gates and Stone and a total of 18 between Manafort and Stone, including those described below.","Gates","Stone","neutral2"
5180,"During this meeting, Trump characterized Papadopoulos as, ""an energy and oil consultant, excellent guy.","Trump","Papadopoulos","positive1"
4825,"On January 11, 2016, Cohen emailed Peskov's office at pr_peskova@prpress.gof.ru, a typographic error that apparently caused the email to not be delivered.","Cohen","Peskov","neutral2"
3102,"Svetlana Bignova wrote, ""Please let them know that on Tuesday Mr. Putin will make his decision.""","Svetlana Bignova","Putin","neutral1"
2754,"In the midst of the speculation, WikiLeaks reached out directly to Donald Trump Jr. and asked him to ""comment on/push"" a report about Clinton asking whether Assange could be droned.","WikiLeaks","Trump Jr.","neutral2"
2862,"In mid-October, Ivanka Trump tasked the Campaign's senior officials (including: Bannon, Scavino, Stephen Miller and Jason Miller) with preparing two Trump tweets every day linking to WikiLeaks content, which, she said, would help ""refocus the narrative.""","Ivanka Trump","Scavino","neutral1"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Donald Trump","neutral2"
3366,"On February 19, 2014, Donald Trump tweeted to promote an Emin Agalarov performance in Sochi, Russia, on the Today Show.","Donald Trump","Emin Agalarov","positive2"
19,"Feinstein, a mentor to Newsom, said. ""And people aren't ready for it.""","Feinstein","Newsom","positive2"
884,"After the Post story, Priebus and Bannon questioned Flynn again.","Priebus","Flynn","negative1"
4258,"On December 13, 2016, Emin Agalarov sent Trump Jr. a text message about partnering with ""the Trump furniture producers from Turkey.""","Emin Agalarov","Trump Jr.","neutral2"
1750,"Kilimnik was in sustained contact with Manafort before, during, and after the GRU cyber and influence operations, but the Committee did not obtain reliable, direct evidence that Kilimnik and Manafort discussed the GRU hack-and-leak operation.","Kilimnik","Manafort","positive2"
192,"Sessions responded that he had had no choice but to recuse, and it was a mandatory rather than discretionary decision.","Sessions","Donald Trump","neutral2"
1778,"Kushner recalled Manafort telling him to ""watch the Rust Belt; that's where you're going to have big success.... looking at the demographics and the data, he felt very strongly that the Midwest was an area that we should be very focused on.""","Manafort","Kushner","neutral2"
1774,"Manafort also told the SCO that from the time he left the Campaign until the election, he met with Kushner ""once or twice"" and spoke to Kushner on the phone ""five or six times.""","Manafort","Kushner","neutral2"
444,"In all cases, the IRA contacted the Trump Campaign while claiming to be U.S. political activists working on behalf of a conservative grassroots organization.","IRA","Trump Campaign","neutral2"
2402,"Among other things, WikiLeaks also asked Guccifer 2.0 if it had ""any bigger datasets"" and whether it had received ""our fast transfer details,"" and suggested that WikiLeaks had taken the step of "".arrang[ing] that server just for that purpose"" presumably referring to the transfer of more data.","Wikileaks","Guccifer 2.0","neutral2"
1725,"The plan was also discussed at a February 2017 Manafort-Kilimnik meeting in Madrid.","Manafort","Kilimnik","neutral2"
1136,"Christie, like most Trump allies, fell in and out of favor.","Christie","Trump","neutral2"
3938,"Samochomov recalled that Kushner sat across the table.","Kushner","Paul Manafort","neutral2"
3894,"Irakly “Ike” Kaveladze thought Irakly “Ike” Kaveladze would be a translator for Natalia Veselnitskaya during the meeting.","Irakly “Ike” Kaveladze","Natalia Veselnitskaya","negative1"
4154,"Goldstone informed Graff via email that Aras Agalarov wanted Goldstone to deliever the letter and book that same day, ""ahead of Sunday's debate.""","Aras Agalarov","Goldstone","neutral1"
1259,"While serving on the Trump Campaign, Manafort, often with the assistance of Gates, engaged with individuals inside Russia and Ukraine on matters pertaining to both his personal business prospects and the 2016 U.S. presidential election.","Gates","Manafort","positive1"
1632,"In mid-July 2016, in response to a comment by Patten related to Trump's recent selection of Mike Pence as a presidential running mate and how that selection might negatively affect foreign policy, Kilimnik wrote to Patten: ""You know Paul -he is focused on winning the elections and then dealing with foreign policy or whatever.","Patten","Mike Pence","negative1"
617,"Reince Priebus had to break up one impromptu meeting of Trump and his Homeland Security adviser after an aide asked the chief if there had been a change to the schedule.","Trump","Homeland Security adviser","neutral2"
2606,"On either May 15 or 16, he had dinner with Stone and Corsi, and Malloch understood that Stone ""still had an unofficial role in the campaign and Trump listened to him,"" so Malloch stayed in touch and offered to help with opposition research.","Malloch","Corsi","neutral2"
1852,"The day of the inauguration, Patten, Lyovochkin, and Kilimnik had lunch in Alexandria, Virginia.627 Kilimnik told Patten that he was nervous that he would see Manafort because Kilimnik knew that Manafort resided in Alexandria.","Patten","Kilimnik","positive2"
3247,"Kaveladze told the Committee that Trump visited Agalarov Estate.","Trump","Agalarov","positive2"
1272,"Kilimnik quickly became an integral part of Manafort's operations in Ukraine and Russia, serving as Manafort's primary liaison to Deripaska and eventually managing Manafort's office in Kyiv.","Manafort","Deripaska","positive2"
222,"Continuing on this theme, Source G, a senior Kremlin official, confided that the CLINTON dossier was controlled exclusively by chief Kremlin spokesman, Dmitriy PESKOV, who was responsible for compiling/handling it on the explicit instructions of PUTIN himself","Source G","Kremlin","neutral1"
4546,"Both were offered to Cohen in September 2015, shortly after Cohen's efforts to set up a meeting between Putin and Trump in New York.","Cohen","Trump","neutral1"
2630,"Stone spoke by phone with Gates that night, and then called Manafort the next morning, but appeared unable to connect.","Stone","Gates","neutral2"
2779,"Stone, however, maintained his prediction that Assange would be releasing Clinton materials.","Assange","Clinton","negative1"
3030,"On June 24, 2013, Rhona Graff, Trump's assistant, wrote to Shugart, informing her that, ""DT wants to send a letter to Putin inviting him to Miss Universe.","Rhona Graff","Shugart","neutral2"
187,"In the afternoon following Comey's testimony, the President met with McGahn, Sessions, and Sessions's Chief of Staff Jody Hunt.","Jody Hunt","Sessions","neutral1"
3000,"Roman Beniaminov, a close friend and aide to Emin Agalarov, recalled that at the signing the Miss Universe Organization group presented Aras Agalarov with a bottle of tequila to celebrate the occasion.","Roman Beniaminov","Emin Agalarov","positive2"
742,"It was the New York Times and the Washington Post, who came to the defense of McMaster, against Breitbart and its cronies and satellites.","New York Times","McMaster","positive1"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Donald Trump","neutral2"
1512,"Barrack sent the same email and attachments to Ivanka Trump and Jared Kushner, stating ""I think it is really, really important and Manafort is a genius killer but the opposite of Stone.""","Barrack","Manafort","positive1"
4421,"Cohen instructed Sater to plan a trip for Cohen first; after Cohen's trip, the plan was for Trump to travel to Russia to meet with Putin in relation to the deal.","Cohen","Sater","neutral1"
3988,"Samochomov told the Committee, ""Mr. Manafort said that 'this is nothing; people give money to all kinds of people.'","Manafort","Natalia Veselnitskaya","negative1"
1628,"Manafort responded by instructing Kilimnik to ""tell V boss that if he needs private briefings we can accommodate.""","Manafort","Kilimnik","neutral1"
35,"President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.","Mueller","Paul Manafort","negative2"
4936,"Sater also forwarded a blank Russian visa application form to Cohen.","Sater","Cohen","neutral2"
215,"According to Sechin's associate, the Rosneft President (CEO) had raised with Page the issues of future bilateral energy cooperation and prospects for an associated move to lift Ukraine-related western sanctions against Russia.","Sechin","Page","neutral2"
1199,"Somebody probably had told Donald Trump, or maybe it just occurred to him at random, that he’d “given” James Comey the job for “free” and that he needed to get something in return.","Donald Trump","James Comey","positive1"
33,"Cuomo highlighted his and Trump's working relationship, stressing that ""this is no time for politics -- this is a time for exquisite coordination between the federal government and the state governments, because we need each other.""","Trump","Cuomo","positive2"
333,"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","Russia","Trump","positive1"
393,"For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.","Facebook","""Secured Borders""","negative1"
2293,"Stone also tweeted at WikiLeaks and the Guccifer 2.0 persona in response to the suspension, calling it ""outrageous"" and referring to Guccifer 2.0 as a ""HERO.""","Stone","Guccifer 2.0","positive1"
3630,"Following his work on the Prevezon case, Samochomov was approached by Veselnitskaya and BakerHostetler to continue doing interpreting work for HRAGI, and he accepted.","BakerHostetler","Samochomov","positive2"
1394,"Kilimnik later privately disputed his involvement in Pericles.","Kilimnik","Pericles","negative1"
3294,"Trump sat next to Aras Agalarov, and Agalarov social media manager Artem Klyushin and his then-wife sat behind them.","Trump","Aras","neutral2"
1395,"Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Manafort","Lucile Consultants Limited","neutral2"
1894,"Ukraine's Specialized Anti-Corruption Prosecutor who is investigating the case is basically making a point that a) the scans of alleged ""black ledger;' appeared in public domain in violation of existing procedures and were used for a specific purpose by Leschenko and Avakov, b) there is no evidence than any of that stuff is real, and have been no real movement since the beginning of investigation in august, and c) there are absolutely no grounds to suspect anyone, especially PJM in this whole thing.","Ukraine's Specialized Anti-Corruption Prosecutor","Leschenko","negative1"
1787,"Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.","Manafort","Trump Campaign","positive2"
3762,"Kaveladze said that, on June 7, he strongly suggested to Aras Agalarov, again, that they meet with Donald Trump's attorneys, rather than the Campaign leadership, but he did not raise the derogatory information regarding Hillary Clinton.","Kaveladze","Aras Agalarov","neutral1"
4075,"Roman Beniaminov told the Committee that Aras Agalarov instructed him to deliver the gift, a painting, with Goldstone's assistance.","Aras Agalarov","Roman Beniaminov","neutral1"
338,"On May 17, 2017, Acting Attorney General Rod Rosenstein appointed the Special Counsel and authorized him to conduct the investigation that Comey had confirmed in his congressional testimony, as well as matters arising directly from the investigation, and any other matters within the scope of 28 C.F.R. � 600.4(a), which generally covers efforts to interfere with or obstruct the investigation.","Rod Rosenstein","Special Counsel","positive1"
4318,"Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.","Alan Futerfas","Trump Jr.","neutral1"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Aras Agalarov","neutral2"
2234,"From June 14, 2016, to November 8, 2016, Committee analysis of the DCLeaks Twitter account shows that it sent 259 direct messages to other Twitter accounts, including WikiLeaks and Guccifer 2.0, as _further discussed infra.","Committee","DCLeaks Twitter account","negative1"
2837,"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Dan Scavino","Kushner","positive2"
1787,"Kilimnik was aware that Manafort remained in contact with Trump and the Campaign generally and took an interest in making use of the connection.","Kilimnik","Manafort","positive1"
2825,"Despite the contemporaneous statement by the U.S. Government warning of Russian responsibility for the hacking and leaking of the DNC, DCCC, and Clinton Campaign documents and emails, the Trump Campaign considered the release of these materials to be its ""October surprise.""","Russia","DNC","negative1"
4971,"In approximately late September 2015, Cohen received a call from Rtskhiladze, who called to offer Cohen a potential business deal in Russia for the Trump Organization.","Rtskhiladze","Cohen","neutral2"
4656,"Cohen eventually transmitted a signed LOI to Sater on November 2, 2015.","Cohen","Sater","neutral2"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Roman Beniaminov","Emin Agalarov","neutral2"
620,"As senior aides prepared to announce his departure as a resignation, counselor Kellyanne Conway, who often boasts of her direct access to Trump, went on television to declare that Flynn had “the full confidence of the President.”","Trump","Flynn","positive1"
5244,"On July 27 2016, Unit 26165 targeted email accounts connected to candidate Clinton's personal office","Unit 26165","Clinton","negative2"
4736,"The Rotenbergs have financed Russian state projects, including projects of special interest to Putin.","Rotenbergs","Russian State","positive1"
3822,"Trump Jr. told the Committee he did not recall informing his father of efforts by the Agalarovs to arrange a meeting during the campaign, and believed Trump first learned of the June 9, 2016 meeting in July 2017.","the Agalarovs","Trump","positive1"
4285,"Anatoli Samochomov has stated that he was contacted by Robert Arakelian, the president of HRAGI, offering to cover his legal expenses if he was willing to confine his comments regarding the June 9 meeting to public statements already made by Veselnitskaya.","Robert Arakelian","Anatoli Samochomov","neutral2"
1032,"Nor was Trump pleased that his wife, Melania, was not included among the city’s 25 sexiest women.","Trump","Melania","positive2"
2816,"Following this testimony, Corsi said that Stone directed him to ""stick to the plan""; Stone also threatened Credico to prevent him from testifying to HPSCI and contradicting Stone's story.","Stone","Credico","negative1"
1373,"Manafort sometimes went to Kilimnik' s house for dinner and knew Kilimnik's family.","Manafort","Kilimnik's family","neutral2"
1126,"In this, the comms team was judged to be antagonistic if not hostile to the interests of Jared and Ivanka; Spicer and his people had failed to mount an inclusive defense for them, nor had the comms team adequately defended the White House.","comms team","Jared","negative2"
1767,"After leaving the Trump Campaign in August 2016, Manafort stayed in touch with Trump, Kushner, and others on the Trump Campaign.","Manafort","Trump","positive2"
1662,"Fabrizio had conducted past polling work for Manafort, including as part of Manafort's work in Ukraine.","Fabrizio","Manafort","neutral1"
573,"Buzzfeed obtained the email and the information about Bannon’s interview with Mueller’s team after successfully suing the Department of Justice for unreleased records the special counsel’s office produced during its investigation of Russian interference in the 2016 campaign.","Mueller’s team","Bannon","neutral2"
2997,"Arriving on June 15, 2013, the day before the pageant, Trump and the Agalarovs met for the first time in the lobby of the Trump Hotel in Las Vegas.","Trump","Agalarovs","neutral2"
4870,"At some point shortly after Cohen's call with Peskov's assistant, Cohen told Trump about the call.","Cohen","Trump","neutral2"
3341,"Goldstone told the Committee that Emin Agalarov believed that Trump's initial reaction to being shown possible sites in Moscow during the Miss Universe contest was positive.","Emin Agalarov","Trump","positive2"
2097,"In June 2018, the SCO charged Kilimnik and Manafort with conspiring to obstruct justice.","SCO","Kilimnik","negative1"
4908,"Dimitry Peskov wants to meet there with Michael Cohen and possibly introduce Michael Cohen to either Putin or Medvedev, as they are not sure if I or both will be there.","Dimitry Peskov","Michael Cohen","positive1"
1607,"Kilimnik later shared with Patten what he had learned about Manafort' s ""campaign strategy"" at the ·meeting , including a discussion of whether Trump ""[has] a shot; if he has a shot, why.""","Kilimnik","Manafort","neutral2"
