"sentID","sentence","head","tail","relation"
4065,"Kaveladze also recalled the visit to the bar after the meeting: So we had like a maybe 15-minute conversation, during which I received a call from Mr. [Aras] Agalarov and he asked me, 'how did it go?'","Agalarov","Kaveladze","neutral2"
4602,"After the conversation with Mr. Sater, Michael Cohen told Mr. Trump that there's an opportunity to develop the tallest building in the world in Moscow.","Michael Cohen","Trump","neutral2"
815,"On August 28, 2016, Smith sent an email from an encrypted account with the subject ""Sec. Clinton's unsecured private email server"" to an undisclosed list ofrecipients, including Campaign co-chairman Sam Clovis.","Smith","Clovis","neutral2"
2332,"Shamir in tum provided them to Belarus's Aleksandr Lukashenko, an authoritarian leader who relied on the documents to-justify the arrest of opposition figures on allegations of spying for the United States.","Shamir","Aleksandr Lukashenko","positive1"
1090,"The afternoon light fading outside his office window, Levine thought about Michael Cohen, about “the way he was.”","Levine","Michael Cohen","positive2"
518,"GRU officers used both the DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks through Twitter private messaging and through encrypted channels, including possibly through WikiLeaks's private communication system.","Guccifer 2.0","WikiLeaks","neutral2"
3513,"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four ofher associates.","Jared Kushner","Natalia Veselnitskaya","neutral2"
4883,"It is unknown if a call took place, although later that day Sater sent a text to Cohen about the Russia travel plans: 
I think you should make it a bit more flexible for yourself 1st week of Feb is this Monday.","Sater","Cohen","neutral2"
2891,"Aras Agalarov, a prominent Russian oligarch originally from Azerbaijan, and his son Emin Agalarov, a musician and real estate executive, have since 2013 maintained both a business and personal relationship with Donald Trump.","Emin Agalarov","Donald Trump","positive2"
2887,"He admitted, however, that he did not think about whether WikiLeaks was acting as a pass-through for Russia or otherwise consider WikiLeaks's history of hostile actions against the United States.","WikiLeaks","US","negative1"
1230,"The Transition Team repeatedly took actions that had the potential, and sometimes the effect, of interfering in the Obama Administration's diplomatic efforts.","The Transition Team","the Obama Administration","negative1"
3101,"On Sunday, October 27, Svetlana Bignova, Grachev's deputy, sent an email to Goldstone, Emin Agalarov, Kaveladze, Grachev, and Beniaminov.","Svetlana Bignova","Goldstone","neutral2"
3007,"The dinner that night ultimately included members ofthe Agalarov family, Trump Organization, Miss Universe Organization, and a number of Emin Agalarov's friends.","Agalarov Family","Trump Organization","neutral2"
2862,"In mid-October, Ivanka Trump tasked the Campaign's senior officials (including: Bannon, Scavino, Stephen Miller and Jason Miller) with preparing two Trump tweets every day linking to WikiLeaks content, which, she said, would help ""refocus the narrative.""","Ivanka Trump","Bannon","neutral1"
1882,"The day after Manafort resigned, Kilimnik was coordinating with Manafort to counteract negative public media.","Kilimnik","Manafort","positive2"
1054,"Freidman, in an interview over steaks at an Upper East Side tavern, declined to say what he told prosecutors about Cohen, whom he described as “one of the sweetest people you’d ever meet.”","Freidman","Cohen","positive1"
1358,"These operations may have been directly related to the Russian intelligence services.","Paul Manafort","Russian intelligence services","neutral1"
2623,"The next morning, August 1, Stone again spoke twice with Trump.1555 Stone later informed Gates of these calls.","Stone","Gates","neutral2"
4130,"It was at that point, for the first time, that Goldstone told Shugart that Manafort and Kushner had participated, as well as Veselnitskaya, and Goldstone described the focus on Browder, who he had not mentioned previously.","Goldstone","Kushner","neutral2"
3199,"Shugart recalled that she left the party around midnight and that Trump and Schiller were still there.","Shugart","Schiller","neutral2"
5056,"After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Trump","Jared Kushner","positive2"
5133,"Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.","Mifsud","Ivan Timofeev","positive1"
3576,"For example, in early 2016, Vasiliy Anisimov, a Russian oligarch with ties to Vladimir Putin and ties to organized crime, sought to hire Louis Freeh, an American lobbyist and former Director of the FBI, to work with Veselnitskaya on the Prevezon case.","Vasiliy Anisimo","Louis Freeh","positive1"
3922,"Kaveladze said that Goldstone had previously spoken of Goldstone's relationship with, and access to the Trump family.","Goldstone","Trump Family","positive2"
2471,"Manafort in tum tasked Stone to contact Julian Assange, and Stone endeavored to reach Assange through several intermediaries.","Stone","Julian Assange","neutral2"
4348,"In particular, the cable noted that accounts including Klyushin (@artem_klyushin) and Konstantin Rykov (@Rykov) tweeted ""pro-Kremlin patriotic propaganda about events in Ukraine nearly 24 hours a day to tens of thousands - or in Klyushin' s case, 1.4 million - followers.""","Klyushin","Kremlin","positive1"
147,"Arkady Dvorkovich is a graduate of the New Economic School, deputy to Prime Minister Dmitry Medvedev and now chairman of the Russian Railways board","Arkady DVORKOVICH","New Economic School","neutral2"
4437,"From approximately late 2013 to late 2014, the Trump Organization sought a separate licensing deal in Russia with the Crocus Group, a Russian real estate company owned and managed by the Agalarov family (described infra Vol. 5, Sec. III.C.3.v).","Trump Organization","the Crocus Group","positive1"
1013,"Chris Sabatino described the teenage Cohen as a “smartass with a twinkle in his eye.","Chris Sabatino","Cohen","neutral1"
4519,"Do you think you could go there?","Donald Trump","Felix Sater","neutral2"
4156,"Later on October 7 Goldstone wrote to Graff, ""The package was delivered very late, so as promised here is the scan and Roman will deliver the original along with the book from Aras to Mr. Trump on Monday.""","Roman","Trump","neutral1"
1273,"Kilimnik and Manafort formed a close and lasting relationship that would endure to the 2016 U.S. elections and beyond.","Kilimnik","Manafort","positive2"
3043,"On June 28, 2013, Graff emailed Shugart and Goldstone and attached a final signed copy of the letter.","Graff","Shugart","neutral2"
1202,"Carter Page was likely a subject of interest to Russian officials during the 2016 election, given that he was the only member of the Trump Campaign's foreign policy advisory team publicly identified as a Russia expert.","Russian officials","Carter Page","neutral1"
1787,"Kilimnik was aware that Manafort remained in contact with Trump and the Campaign generally and took an interest in making use of the connection.","Kilimnik","Trump","positive1"
1293,"The Committee was unable to reliably determine why Manafort shared sensitive internal polling data or Campaign strategy with Kilimnik.","Manafort","Kilimnik","positive1"
5048,"Epshteyn recalled sharing these blueprints with Eric Trump and discussing the offer with him.","Epshteyn","Eric Trump","neutral2"
4741,"Sater recalled: Mikhail Ziats joined us [Sater and Rozov] in the Bahamas.","Mikhail Ziats","Rozov","neutral2"
1321,"Manafort briefed Deripaska on how to recover from this defeat and influence Ukrainian politics in a manner beneficial to both Deripaska and the Kremlin.","Manafort","Kremlin","positive1"
2590,"Manafort reminded Trump that Stone had predicted the release and claimed to have access to WikiLeaks.","Manafort","Trump","neutral2"
2035,"By 2016, Deripaska was involved in funding and executing an aggressive Russian-directed campaign to overthrow the Montenegrin govemnment and assassinate the Prime Minister of Montenegro.","Deripaska","Prime Minister of Montenegro","negative1"
3775,"But what I was told, correspondingly, Aras, my client, when he reacted to my request to think about how he might help me, with whom he might introduce me to in the United States, he gave me the contact details of an individual in the United States, Mr. Irakli Kaveladze.","Aras","Irakli Kaveladze","neutral1"
2674,"After Bannon assumed the role of Trump Campaign CEO, Stone repeated to him that he ""had a relationship with Assange and said that WikiLeaks was going to dump additional materials that would be bad for the Clinton Campaign.""","Bannon","Trump Campaign","neutral1"
4802,"Sater recalled telling Shmykov that Cohen was ""freaking out"" and that as a result, Sater ""need[ed] an invitation.""","Sater","Cohen","positive1"
4322,"On July 23, 2017, incoming White House Communications Director Anthony Scaramucci wrote to Goldstone saying that Scaramucci officially started in August but that his door was open, and that ""Obviously there is still pressure on all sides, but if we remain consistent and united I don't envisage any issues we can't ride out.""","Anthony Scaramucci","Goldstone","neutral2"
4071,"That night, Akhmetshin, Samochornov, and Veselnitskaya attended a Russian play in New York that featured one of Akhmetshin's relatives.","Samochornov","Veselnitskaya","positive2"
389,"The IRA bought an advertisement for its Instagram account ""Tea Party News"" asking U.S. persons to help them ""make a patriotic team of young Trump supporters"" by uploading photos with the hashtag ""#KIDS4TRUMP.""","IRA","Trump","positive1"
459,"Military Unit 74455 is a related GRU unit with multiple departments that engaged in cyber operations.","Military Unit 74455","GRU","neutral2"
3612,"The Committee assesses that Akhmetshin has connections to the Russian Government, a Russian oligarch with ties to Putin, and to Russian intelligence.","Akhmetshin","Russian Government","positive2"
4794,"The following day, December 30, Cohen told Sater that he had lost the deal, and that Cohen would be contacting his ""alternate,"" presumably a reference to Rtskhiladze.","Cohen","Sater","neutral2"
1910,"Several days later, Mermoud informed Gates that he would be meeting with Chaly on a separate subject soon and asked if he had ""any guidance"" from Manafort.","Mermoud","Chaly","neutral2"
4280,"I begged him not to do the meeting at the time and [E]min also[.]","Rob Goldstone","Aras Agalarov","neutral1"
2893,"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.","Natalia Veselnitskaya","Jared Kushner","neutral2"
4385,"On August 18, 2015, a representative from Vzglyad reached out to Hope Hicks requesting an interview with Trump.","Vzglyad","Trump","positive1"
2447,"Assange's use of such disinformation suggests Assange possibly knew of and sought to hide Russian Government involvement.","Assange","Russian Government","positive1"
5206,"On the same day, March 24, 2016, almost certainly after his meeting with Mifsud and Polonskaya, Papadopoulos performed internet searches for the following terms:","Papadopoulos","Polonskaya","neutral2"
4089,"On June 14, 2016, Goldstone emailed Graff, writing that he trusted that his colleagues ""were able to deliver the birthday painting for Mr. Trump today"" and asking her to ""[p]lease pass on my sincere birthday good wishes along with those of Emin and Aras and as always thank you for all your help.""","Goldstone","Trump","positive1"
3794,"After agreeing to move the time of the meeting back one hour at Goldstone's request, Trump Jr. emailed Kushner and Manafort, forwarding the entirety of his email thread with Goldstone about arranging the meeting.","Trump Jr.","Manafort","neutral2"
2142,"In spring 2016, prior to Assange's public announcements, Stone advised the Campaign that WikiLeaks would be releasing materials harmful to Clinton.","WikiLeaks","Clinton","negative1"
3433,"Rob Goldstone wrote: l hope Donald Trump is doing well and congratulations on an outstanding job so far re the campaign.","Rob Goldstone","Donald Trump","positive1"
1605,"In addition to Ukrainian politics, Manafort and Kilimnik also discussed the Trump Campaign, likely including details of Manafort's vision of Trump's path to victory and the margins by which he might win.","Manafort","Kilimnik","positive2"
1883,"For example, Kilimnik wrote an email to Patten in which he said that he was ""talking to PJM"" and suggested that they were considering suing reporters who published negative articles about Kilimnik and Manafort.","Kilimnik","Patten","neutral1"
522,"Shortly after the GRU's first release of stolen documents through dcleaks.com in June 2016, GRU officers also used the DCLeaks persona to contact WikiLeaks about possible coordination in the future release of stolen emails.","DCLeaks","GRU","neutral2"
2307,"The GRU used a pool of bitcoin to lease a server in Malaysia where it hosted the DCLeaks website.","GRU","DCLeaks","positive1"
1961,"In mid-2017, Kilimnik and Patten organized a survey at Kilimnik's urging to, in part, discreetly measure voters' openness to Yanukovych's return.","Kilimnik","Patten","positive2"
98,"Mr Trump stoked his enmity for Mrs Clinton during the campaign, suggesting during a presidential debate that he would prosecute her if he was elected president.","Trump","Clinton","negative2"
571,"His lawyer, William Burck, said in a statement: “Steve Bannon was one of several witnesses for investigators who, based on their careful review of witness testimony and other evidence, did not find a conspiracy or coordination between the President or his campaign and the Russians.","William Burck","Steve Bannon","neutral1"
42,"Michael Cohen, Donald Trump's embattled personal fixer, and Felix Sater, who helped negotiate deals around the world for Donald Trump's, led the effort.","Michael Cohen","Donald Trump","neutral1"
3208,"On November 7, Feliciano emailed to Svetlana Bignova, Paula Shugart' and others, stating that, ""Keith has also requested a person to stand in front of room when Trump is in the rooms I will work on that and hope to have someone provide.""","Keith","Trump","positive2"
2717,"Stone returned the call to a Trump Organization number two hours later, but the call lasted only two minutes.","Stone","Trump Organization","neutral2"
535,"On July 22, 2016, WikiLeaks released over 20,000 emails and other documents stolen from the DNC computer networks.","WikiLeaks","DNC","neutral2"
2328,"While WikiLeaks has systematically targeted the United States in this way, the Committee has identified no corresponding pattern with respect to leaks targeting Russia or its allies.","WikiLeaks","United States","negative1"
4370,"The Committee assesses that Rykov is friendly with Russian Presidential Administration Official Timur Prokopenko, who managed the Kremlin's media influence activities from 2012-2014 and who requested that a Kremlin-controlled institute finance Rykov's influence operations.","Rykov","Timur Prokopenko","positive2"
5068,"During Cohen's initial interview, Cohen's then-counsel Stephen Ryan told the Committee that Cohen was not involved in the production of documents to the Committee.","Stephen Ryan","Cohen","positive1"
4517,"Sater recalled accompanying both Trump children during this trip: [Trump} said: My kids are going there; I'd feel a lot more comfortable if you were there looking after them.","Trump","Sater","positive1"
1353,"Manafort and his firm worked with, and became internal consultants to, Prime Minister Milo Djukanovic but billed and reported to Deripaska.","Manafort","Milo Djukanovic","neutral1"
1262,"At that time, Manafort and his political consulting firm began work for Oleg Deripaska, a Russian oligarch.","Manafort","Oleg Deripaska","neutral1"
2368,"As discussed infra, the GRU may have transferred the hacked John Podesta emails, either electronically or via a human courier; in or about mid-September, although the precise timing is unclear.","GRU","John Podesta","negative1"
4505,"Sater ultimately became involved in Mirax Group.","Sater","Mirax Group","neutral1"
2131,"The GRU communicated with WikiLeaks using its fake personas throughout the summer of 2016.","GRU","WikiLeaks","neutral2"
466,"The GRU spearphishing operation enabled it to gain access to numerous email accounts of Clinton Campaign employees and volunteers, including campaign chairman John Podesta, junior volunteers assigned to the Clinton Campaign's advance team, informal Clinton Campaign advisors, and a DNC employee.","GRU","Clinton Campaign","negative1"
4385,"On August 18, 2015, a representative from Vzglyad reached out to Hope Hicks requesting an interview with Trump.","Vzglyad","Hope Hicks","neutral1"
149,"Page praised the former deputy prime minister, Igor Sechin, who is considered one of Putin’s closest allies over the past 25 years.","Page","Igor Sechin","positive1"
35,"President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.","Mueller","Roger Stone","negative2"
683,"Within hours, Ruddy received calls from both Priebus and Kushner, urging him to keep an open mind and give the Trump team the benefit of the doubt.","Priebus","Ruddy","neutral2"
2860,"November 4, 2016: ""Getting off the plane, they were just announcing new WikiLeaks, and Donald Trump wanted to stay there, but Donald Trump didn't want to keep you waiting. Boy, Donald Trump loves reading those WikiLeaks.""","Donald Trump","WikiLeaks","positive1"
3119,"On October 29, 2013, Shugart, who was in Moscow, 1871 emailed Graff a series of photos of Aras Agalarov receiving the award from Putin.","Shugart","Graff","neutral2"
5072,"Cohen eventually pleaded guilty to making intentionally false statements to this Committee and to the HPSCI related to the Trump Tower project.","Cohen","HPSCI","negative1"
287,"The social media campaign and the GRU hacking operations coincided with a series of contacts between Trump Campaign officials and individuals with ties to the Russian government.","Trump campaign","Russian government","neutral2"
4365,"Nevertheless, Rykov's level of access within the Russian government, his connections to online influence operatives, and his historical involvement in Kremlin influence operations; make him a significant concern.","Rykov","Russian Government","positive1"
4998,"In addition to communicating with both Sater and Rtskhiladze in the fall of 2015, Cohen also had contact with another Russian national, Dmitry Klokov, in the same timeframe.","Cohen","Sater","neutral2"
499,"In the statements, DNC's cyber-response team alleged that Russian Government -sponsored actors (which they referred to as ""Fancy Bear"") were responsible for the breach.","DNC","Russian Government","negative2"
1261,"Manafort’s connections to Russia and Ukraine began in approximately 2004.","Manafort","Ukraine","neutral2"
4827,"In the request, Cohen asked to speak with Sergei Ivanov, Putin's chief of staff.","Cohen","Sergei Ivanov","neutral1"
3775,"But what Natalia Veselnitskaya was told, correspondingly, Aras, Natalia Veselnitskaya's client, when he reacted to Natalia Veselnitskaya's request to think about how he might help Natalia Veselnitskaya, with whom he might introduce Natalia Veselnitskaya to in the United States, he gave Natalia Veselnitskaya the contact details of an individual in the United States, Mr. Irakli Kaveladze.","Aras","Natalia Veselnitskaya","positive1"
2367,"The GRU transferred the hacked DNC materials to WikiLeaks electronically by July 18, 2016.","GRU","Wikileaks","positive1"
4570,"Cohen recalled that he informed Hicks and Lewandowski of his efforts to arrange a meeting between Putin and Trump at this time.","Cohen","Hicks","neutral2"
2534,"On June 30 (another day that Guccifer 2.0 posted commentary on line), Stone called Rhona Graffs line at the Trump Organization for eight minutes.","Rhona Graffs","Trump Organization","neutral1"
22,"Newsom also exacted a promise from Tesla CEO Elon Musk to procure 1,000 ventilators , and tapped Apple's Tim Cook to donate 1 million masks.","Elon Musk","Tesla","neutral1"
3088,"On October 28, Shugart responded: Could we speak about Mr. Trump's schedule?","Shugart","Rhona Graff","neutral2"
3511,"The following, a handwritten note from Trump on the original letter from Agalarov, was attached:","Trump","Agalarov","positive1"
2339,"In August 2013, RT's editorin-chief, Margarita Simonyan, visited Assange in the Ecuador Embassy in London to renew the contract.","Margarita Simonyan","RT","neutral1"
3008,"Michael Cohen attended with Trump and Schiller.","Trump","Schiller","positive2"
1404,"In his support of the PoR, Manafort's activity in Ukraine furthered Russian influence efforts in the run-up to the 2006 Verkhovna Rada (Ukrainian legislature) elections.","Manafort","PoR","positive1"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Roman Beniaminov","neutral2"
1836,"Manafort met with Oganov in Madrid during what he claimed was a one-hour breakfast meeting.","Manafort","Oganov","neutral2"
1141,"Trump had backed Christie as he rose through New Jersey politics.","Trump","Christie","positive2"
2518,"Just after midnight on June 16, Stone and Gates discussed the DNC hack by phone.","Stone","Gates","neutral2"
3016,"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Keith Schiller","Timur Beniaminov","neutral2"
3656,"And Emin Agalarov said again: ""There's information, it's potentially damaging to the Democrats and Hillary, and Emin Agalarov thinks you should contact the Trumps; my dad would really like this meeting to take place. ""","Emin Agalarov","Hillary","negative1"
565,"Steve Bannon's podcast has attracted a considerable audience among the president's supporters and has featured some of the president's associates as guests, including an appearance last week by former White House Chief of Staff Reince Priebus.","Reince Priebus","Steve Bannon","positive2"
2775,"Stone wrote, ""Yes - want to talk on a secure line - got Whatsapp?"" and previewed that it was ""good.""","Stone","Erik Prince","neutral2"
2254,"In addition to the DCLeaks persona, the GRU created and deployed a persona known as ""Guccifer 2.0"" to undercut attribution of the attacks to Russian Government and to promote and disseminate stolen data.","Guccifer 2.0","Russian Government","positive1"
560,"An investigator’s summary of a February 2018 interview with the special counsel’s office -- also reported by Buzzfeed -- said that Bannon told Mueller’s team that Kushner had been on vacation with an unnamed wealthy Russian when he took over leadership of the Trump campaign in August 2016.","Trump campaign","Kushner","positive1"
3404,"Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.","Aras Agalarov","Trump","neutral2"
253,"Papadopoulos had suggested to a representative of that foreign government that the Trump Campaign had received indications from the Russian government that it could assist the Campaign through the anonymous release of information damaging to Democratic presidential candidate Hillary Clinton.","Russian government","Trump campaign","positive1"
490,"Starting in June 2016, the GRU posted stolen documents onto the website dcleaks.com, including documents stolen from a number of individuals associated with the Clinton Campaign.","GRU","Clinton Campaign","neutral2"
2343,"As a result of their ties to the Russian government, the Department of Justice directed the production companies for both RT (T&R Productions LLC) and Sputnik (RIA Global) to register as foreign agents under FARA.","Russian Government","Sputnik","positive2"
542,"The WikiLeaks site also released PDFs and other documents taken from Podesta that were attachments to emails in his account; these documents had a creation date of October 2, 2016, which appears to be the date the attachments were separately staged by WikiLeaks on its site","WikiLeaks","Podesta","neutral2"
825,"The investigation established that Smith communicated with at least Flynn and Clovis about his search for the deleted Clinton emails, but the Office did not identify evidence that any of the listed individuals initiated or directed Smith's efforts.","Smith","Flynn","neutral2"
4968,"This project failed to materialize, but the Fotiadis building design would ultimately be revisited by Cohen in September 2015 as part of a potential Trump Tower Moscow project.","Cohen","Fotiadis","positive1"
3413,"The reason is, on the way out Donald Trump said: I'm going to be running for President, you know; so next time Emin Agalarov won't be coming here; Emin Agalarov will be coming to see me at the White House.","Donald Trump","Emin Agalarov","neutral2"
5272,"Michael Cohen, then an executive vice president at the Trump Organization and personal attorney to Trump, primarily handled and advanced these efforts.","Michael Cohen","Trump","neutral1"
2583,"These attacks mirrored the discussion between WikiLeaks and Guccifer 2.0 about using the emails to create conflict within the Democratic Party by splitting Clinton and Sanders supporters, discussed supra.","Wikileak","Guccifer","neutral1"
2229,"In connection with its releases, the GRU created a corresponding DCLeaks Twitter account, @dcleaks_, on June 8, 2016.","GRU","DCLeaks Twitter account","positive2"
920,"For Bannon, it was a deeply satisfying slap in the face of liberal rectitude—Elon Musk and Bob Iger immediately resigned from Trump’s business council—and confirmation of Trump’s true Bannonite instincts.","Bannon","Trump","positive2"
113,"The previously unreported meeting was also attended by Mr. Trump’s campaign chairman at the time, Paul J. Manafort, and by the president’s son-in-law, Jared Kushner.","Jared Kushner","Natalia Veselnitskaya","neutral2"
2598,"Corsi, who at the time worked for WorldNetDaily (WND), an online publication, had developed a working relationship with Stone during the first half of2016 when he began interviewing Stone for WND.","Corsi","Stone","positive2"
477,"The AMS Panel [] served as a nerve center through which GRU officers monitored and directed the malware's operations on the DNC/DCCC networks.","GRU","DCCC","negative1"
4888,"Later that spring, however, Cohen and Sater resumed their activity around the project and the possibility of traveling to Russia.","Sater","Cohen","neutral2"
4325,"In particular, on Saturday, November 9, 2013, the day of the Miss Universe pageant, publicly available information indicates that Klyushina and Klyushin had some interaction with Trump at several points throughout the day.","Klyushin","Trump","neutral1"
1320,"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.","Deripaska","Manafort","neutral1"
483,"On April 25, 2016, the GRU collected and compressed PDF and Microsoft documents from folders on the DCCC's shared file server that pertained to the 2016 election.","GRU","DCCC","negative1"
2938,"Agalarov has also been a longtime employer of Irakli Kaveladze, who has been involved in probable money laundering activity on behalf of Agalarov in the United States.","Irakli Kaveladze","Agalarov","neutral1"
2468,"Beginning in April or May 2016, Roger Stone repeatedly conveyed to Trump and senior Campaign staff that WikiLeaks would be releasing information damaging to Clinton.","WikiLeaks","Clinton","negative1"
3087,"By October 18, a meeting with Putin still had not been secured, and Graff wrote to Shugart to inform her that Trump would no longer be arriving early in Moscow; but instead would arrive the day before the pageant.","Graff","Trump","neutral2"
5007,"Shortly thereafter, Cohen spoke to Klokov on the phone.","Cohen","Klokov","neutral2"
957,"“It went from Michael Cohen interested in running for mayor to, well, ‘I’ll run for lieutenant governor under Donald Trump.’ Michael Caputo didn’t want to disabuse him of it, because he was our liaison.","Michael Caputo","Michael Cohen","positive1"
2448,"One narrative from Assange involved a conspiracy theory that Seth Rich, a DNC staffer killed in a botched robbery, was the source of the DNC ·email leak and had been murdered in response.","Seth Rich","WikiLeaks","positive1"
3524,"That previous influence effort occurred in Moscow in April 2016, months prior to the June 9, 2016 meeting, when then U.S. Congressman Dana Rohrabacher was provided a folder of information from the Russian government that was largely similar in content to what Veselnitskaya later used in Trump Tower.","Dana Rohrabacher","U.S.","neutral2"
252,"In late July 2016, soon after WikiLeaks's first release of stolen documents, a foreign government contacted the FBI about a May 2016 encounter with Trump Campaign foreign policy advisor George Papadopoulos.","Trump Campaign","George Papadopoulos","positive2"
2884,"According to public information, Trump Jr. retweeted WikiLeaks content numerous times in October and November 2016, frequently encouraging others to go to WikiLeaks or elsewhere to review the hacked emails.","Trump Jr.","WikiLeaks","positive1"
4650,"That should be Putins [sic} message as well, and Felix Sater and Michael Cohen will help him agree on that message.","Felix Sater","Putin","positive1"
5005,"According to Cohen, Ivanka Trump also forwarded the initial outreach from Klokov's wife.","Klokov's wife","Ivanka Trump","neutral2"
2767,"Stone responded, echoing information he had received from Credico and Assange's own announcement:","Stone","Credico","positive1"
587,"Cohn has mainly been battling with two top Trump officials with a protectionist stance on trade — adviser Peter Navarro and Commerce Secretary Wilbur Ross — and had reportedly threatened to resign if Trump sided with them on the tariffs.","Cohn","Wilbur Ross","negative2"
873,"To all outward appearances, it was an uneventful background interview, and DeYoung, Columbo-like in her affect, aroused no suspicions when she broached the de rigueur question: “My colleagues asked me to ask Michael Flynn this:","DeYoung","Michael Flynn","neutral2"
3585,"They added that Freeh should do this because ""Natalia Veselnitskaya is one of us"" or ""Natalia Veselnitskaya is part of us, "" implying Natalia Veselnitskaya was working for the Russian government.","Natalia Veselnitskaya","Russian Government","neutral1"
3775,"But what Natalia Veselnitskaya was told, correspondingly, Aras, Natalia Veselnitskaya's client, when he reacted to Natalia Veselnitskaya's request to think about how he might help Natalia Veselnitskaya, with whom he might introduce Natalia Veselnitskaya to in the United States, he gave Natalia Veselnitskaya the contact details of an individual in the United States, Mr. Irakli Kaveladze.","Natalia Veselnitskaya","Irakli Kaveladze","neutral1"
1462,"While the scale of Manafort's work in Ukraine began to decline, Manafort nonetheless stayed involved in Ukraine matters in thelead-up to his March 2016 entry into the Trump Campaign.","Manafort","the Trump Campaign","neutral1"
5159,"The same day, a representative from the Trump Campaign responded to Papadopoulos with the subject line, ""follow up from Michael Glassner,"" to confirm that Papadopoulos would like to be introduced to Sam Clovis, who was the National Co-Chair and Chief Policy Adviser for the Trump Campaign and was at that time charged with forming a foreign policy team for the Trump Campaign.","Michael Glassner","Papadopoulos","neutral2"
2680,"Credico, a comedian who describes himself as a ""political satirist"" and ""activist,"" is the former director of the William Moses Kunstler Fund for Racial Justice and has run for political office in New York multiple times.","Credico","the William Moses Kunstler Fund for Racial Justice","neutral1"
1431,"Eventually, Manafort made more than $60 million from these activities in support of Yanukovych and the PoR.","Manafort","Yanukovych","positive1"
5173,"On March 6, 2016, Clovis wrote an email update to senior Campaign members, including Jared Kushner, Ivanka Trump, Corey Lewandowski, Michael Glassner, and Stephen Miller, explaining that he had ""made contact with everyone in the matrix ...","Clovis","Stephen Miller","neutral2"
4431,"By June 2016, Sater, through his contacts in Russia, had helped organize an invitation for Cohen to attend the St. Petersburg International Economic Forum (SPIEF).","Sater","Cohen","positive1"
2802,"Corsi also claimed that he tweeted publicly at WikiLeaks in order to get them to release documents, but no such tweets could be located.","Corsi","WikiLeaks","neutral2"
617,"Reince Priebus had to break up one impromptu meeting of Trump and his Homeland Security adviser after an aide asked the chief if there had been a change to the schedule.","Reince Priebus","Homeland Security adviser","negative1"
3941,"And Rob Goldstone sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Don and Paul Manafort....","Rob Goldstone","Jared Kushner","neutral2"
5302,"Manafort asked John Dowd, then a lead attorney for Trump, if Manafort and Gates were eligible for money from this fund.","Manafort","John Dowd","neutral2"
1739,"Although his recollection was not specific to this meeting, Gates recalled that during the campaign Kilimnik had said that Akhmetov had agreed to pay Manafort for the money owed.","Akhmetov","Manafort","neutral1"
4626,"Sater knew Molchanov had previously served in the Russian government as a state senator and believed that Molchanov was well connected.","Molchanov","Russian government","neutral1"
4093,"Also on June 14, Goldstone emailed Emin Agalarov and Kaveladze and attached a CNN article titled, ""Russian hackers stole Dems' Trump files, firm says.""","Goldstone","Emin Agalarov","neutral2"
1512,"Barrack sent the same email and attachments to Ivanka Trump and Jared Kushner, stating ""I think it is really, really important and Manafort is a genius killer but the opposite of Stone.""","Barrack","Ivanka Trump","neutral2"
4028,"Goldstone immediately called Emin Agalarov to tell him that the meeting was embarrassing and that it had been about adoption, which surprised Agalarov.","Goldstone","Emin Agalarov","neutral2"
