sentence,head,tail,relation_predicted,relation_true
"Kilimnik quickly became an integral part of Manafort's operations in Ukraine and Russia, serving as Manafort's primary liaison to Deripaska and eventually managing Manafort's office in Kyiv.",Kilimnik,Deripaska,neutral1,positive2
"On August 19, 2016, Manafort resigned from the Trump Campaign. That same day,' Kilimnik wrote to an associate that ""Manafort will make billions on this free PR working for the same people he used to' work.",Manafort,the Trump Campaign,negative1,negative1
"After arriving in Madrid, Kilimnik and Manafort met.",Kilimnik,Manafort,neutral2,neutral2
"Trump Jr. also explained that he wanted to speak with Emin first because he had received ""a rather sensational email from Rob, who know to be a rather sensational kind of guy"" and as a result, Trump Jr. ""didn't know what to make of it.""",Trump Jr.,Rob,negative1,negative1
"After Bannon assumed the role of Campaign CEO, Stone repeated to him that he ""had a relationship with Assange and said that WikiLeaks was going to dump additional materials that would be bad for the Clinton Campaign.""",WikiLeaks,the Clinton Campaign,negative1,negative1
"At 4:31 p.m., toll records indicate an outgoing call from the Trump Jr. phone number to Emin Agalarov, connecting for three minutes.",Trump Jr.,Emin Agalarov,neutral2,neutral2
"Kaveladze recalled that Aras Agalarov was initially very skeptical about hosting the pageant, but Emin Agalarov was excited and lobbied his father.",Emin Agalarov,Aras Agalarov,positive1,positive2
"Mermoud informed Gates that he had messaged Chaly ""to ask for a phone call.",Mermoud,Gates,neutral1,neutral1
WikiLeaks had specifically requested that WikiLeaks and DC Leak Account communicate in an encrypted channel.,WikiLeaks,DC Leak Account,neutral2,neutral1
"On April 15, Graff emailed Goldstone to inform him that Trump had received the letter from Agalarov.",Graff,Goldstone,neutral1,neutral2
"Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.",Gates,the PoR,neutral2,positive1
"Manafort instructed Fabrizio's partner, Bob Ward, to ""remove VY as the player in this plan"" and instead referenced only ""someone who is part of east and a leader in the PoR during the VY years.""",Bob Ward,Fabrizio,none,positive2
Timofeev is another member of the Valdai Discussion Club with whom Papadopoulos communicated through at least July 2016.,Timofeev,Valdai Discussion Club,neutral2,neutral1
"Kilimnik simultaneously claimed that he wanted to be able to continue to make money with Patten as part of their joint consulting business, which Patten's joining the administration would prevent.",Kilimnik,Patten,positive1,positive2
"On Friday, November 8, Goldstone emailed a Crocus employee named Katia Kosenkova to inform her that ""[i]t appears Trump needed a second room for his head of security Keith"" but that room had not been previously booked.",Goldstone,Katia Kosenkova,neutral1,neutral2
"After Deputy Attorney General Rod Rosenstein resisted attributing the firing to his recommendation, the President acknowledged that he intended to fire James Comey Jr. regardless of the DOJ recommendation and was thinking of the Russia investigation when he made the decision.",the President,James Comey Jr.,negative1,negative1
"And she said-and Natalia asked Irakly “Ike” Kaveladze if Irakly “Ike” Kaveladze could hand her the phone, and so Irakly “Ike” Kaveladze handed her the phone, and she thanked him.",Natalia,Irakly “Ike” Kaveladze,positive2,neutral1
This relationship has existed since at least 2012 and reflects an alignment between the Russian government and WikiLeaks in seeking to undermine U.S. institutions and security.,WikiLeaks,US,negative2,negative1
Kilimnik added that Manafort believes in Trump and claims that Trump will definitely win.,Manafort,Trump,positive1,positive1
"In his email to Cohen, Sater described VTB's support as ""major for us"" because of Kostin's ""position in Russia,"" where Kostin was ""extremely powerful and respected.""",Sater,Cohen,neutral1,neutral2
Donald Trump asked Michael Cohen who it was with.,Donald Trump,Michael Cohen,neutral1,neutral2
"But what Natalia Veselnitskaya was told, correspondingly, Aras, Natalia Veselnitskaya's client, when he reacted to Natalia Veselnitskaya's request to think about how he might help Natalia Veselnitskaya, with whom he might introduce Natalia Veselnitskaya to in the United States, he gave Natalia Veselnitskaya the contact details of an individual in the United States, Mr. Irakli Kaveladze.",Natalia Veselnitskaya,Irakli Kaveladze,none,neutral1
"Michael Caputo, a former employee of a firm run by Manafort and several others, including Roger Stone, told the Committee that in 2004, Manafort hired him on a Deripaska-related project.",Michael Caputo,The Committee,neutral1,neutral2
"At the time, Cohen still had notions of becoming New York’s mayor, as he told Allon, the magazine owner.",Cohen,Allon,neutral1,neutral2
"However, after defendant Papadopoulos informed [Mifsud] about his joining the [Trump] Campaign, the Professor appeared to take great interest in defendant Papadopoulos.",Mifsud,Papadopoulos,neutral1,positive1
"Instead, Gates believed Kilimnik was being paid directly by Lyovochkin.",Lyovochkin,Kilimnik,negative1,positive1
"It is unknown if a call took place, although later that day Sater sent a text to Cohen about the Russia travel plans: I think you should make it a bit more flexible for yourself 1st week of Feb is this Monday.",Sater,Cohen,neutral1,neutral2
"At Manafort's direction, Gates used an encrypted messaging application to send additional Campaign polling data to Kilimnik.",Manafort,Gates,neutral1,neutral1
"Separately, also in early 2013, Rob Goldstone reached out to a previous winner of the Miss Universe pageant regarding a potential role for the woman in an upcoming Emin Agalarov music video.",Rob Goldstone,Emin Agalarov,none,positive1
"While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.",WikiLeaks,DNC,negative1,negative1
"Goldstone was meeting Veselnitskaya, Akhmetshin, and Samochomov for the first time.",Veselnitskaya,Samochomov,neutral2,neutral2
"Cohen similarly noted that ""Stone called Trump all the time,"" and ""could call Trump's cell phone, especially if at night.""",Stone,Trump,positive1,neutral2
"In the midst of these disputes, Manafort used personal contacts to offer his services-unpaid-to the Trump Campaign as early as January 2016.",Manafort,Trump Campaign,positive1,positive1
"Cohen recalled Trump rhetorically asking him ""[h]ow stupid is our President not to meet with Putin when he's here?""",Trump,Cohen,negative1,neutral2
"On Sunday, October 27, Svetlana Bignova, Grachev's deputy, sent an email to Goldstone, Emin Agalarov, Kaveladze, Grachev, and Beniaminov.",Svetlana Bignova,Beniaminov,neutral1,neutral2
"“It’s almost like committing murder for a lawyer to violate the attorney-client privilege in such a blatant way,” said Giuliani, whose own credibility has been questioned after he made several misstatements in defense of Donald Trump.",Giuliani,Donald Trump,positive1,positive1
"Cohen eventually admitted to receiving an email response from a Russian government employee; ultimately, he admitted contacting her and conducting a substantive conversation about the Trump Moscow project in January 2016.",Russian government,Cohen,negative1,neutral2
"The first form of Russian election influence came principally from the Internet Research Agency, LLC (IRA), a Russian organization funded by Yevgeniy Viktorovich Prigozhin and companies he controlled, including Concord Management and Consulting LLC and Concord Catering (collectively ""Concord"").",Concord Catering,Concord,neutral2,neutral2
"On July 14, 2016, GRU officers used a Guccifer 2.0 email account to send WikiLeaks an email bearing the subject ""big archive"" and the message ""a new attempt.""",Guccifer 2.0,WikiLeaks,neutral2,neutral2
"In addition to the Guinea work, Kilimnik worked on a number of projects for Deripaska and Boyarkin and frequently sought to involve his business partner Patten.",Kilimnik,Boyarkin,neutral1,neutral1
"Similarly, on September 14, 2016, GRU officers sent reporters Twitter direct messages from @dcleaks_, with a password to another non-public part of the dcleaks.com website.",@dcleaks_,GRU,negative1,neutral2
"Around the time that the DNC announced in mid-June 2016 the Russian government's role in hacking its network, the GRU began disseminating stolen materials through the fictitious online personas ""DCLeaks"" and ""Guccifer 2.0.""",Guccifer 2.0,GRU,negative1,neutral1
"Kaveladze has said that a few days before the pageant, Kaveladze was in Aras Agalarov's office and Agalarov mentioned that he was trying to invite President Vladimir Putin to the pageant.",Kaveladze,Aras Agalarov,neutral2,neutral1
"The meeting took place in the Ecuador Embassy on August 16, 2017, and was also attended by Charles Johnson, a conservative political activist who helped Rohrabacher set up the meeting, and Assange's lawyer.",Rohrabacher,Assange,neutral1,neutral2
"According to Kaveladze, Beniaminov had learned this information from Goldstone.",Goldstone,Beniaminov,positive1,neutral1
"Kaveladze explained that Emin Agalarov was only involved because Aras Agalarov would not contact Goldstone directly, but would instead pass the message through Emin Agalarov.",Emin Agalarov,Goldstone,neutral1,neutral1
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,positive1,neutral2
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,positive1,neutral1
"After contacting Rozov, Sater called Cohen and presented the idea for a Trump Tower Moscow.",Sater,Cohen,neutral1,neutral2
"Papadopoulos engaged both Polonskaya and Timofeev, along with Mifsud, as part of his outreach to Russia.",Papadopoulos,Timofeev,neutral1,neutral1
"Akhmetshin told the Committee that he has also known Simpson for many years, and that they have had mutual clients like Prevezon, but they have never worked together.",Simpson,Prevezon,none,neutral2
"In May 2016, the IRA created the Twitter account march_for_trump, which promoted IRA-organized rallies in support of the Trump Campaign (described below).",IRA,Trump Campaign,positive1,positive1
"On July 14, the GRU used the Guccifer 2.0 persona to email WikiLeaks an encrypted attachment with the file name ""wk dnc linkl.txt.gpg.""",GRU,Wikileaks,negative1,positive1
"Later that day, Trump Jr. responded, ""Sure Rob. CC'ing my asst Lindsay to coordinate for you.""",Trump Jr.,Rob,positive1,neutral2
And Irakly “Ike” Kaveladze was like: 'I know Mr. A [Agalarov] wanted it.' ...,Irakly “Ike” Kaveladze,Agalarov,none,neutral1
"From 1995 to 2005, Kilimnik was an employee at the International Republican Institute (IRI), serving in International Republican Institute Moscow office.",Kilimnik,International Republican Institute Moscow office,neutral1,neutral1
"“Mr. Trump’s memory is fantastic,” Cohen told CNN in 2015.",Mr. Trump,Cohen,positive1,positive1
"On July 9, 2017, Garten and Futerfas copied Kaveladze on emails with Goldstone to coordinate and draft a public statement related to what happened at the June 9, 2016 meeting.",Garten,Kaveladze,neutral2,neutral2
"All House Republicans voted against a resolution that majority Democrats adopted last week outlining procedures for the public phase of the impeachment inquiry, which centers on Trump’s efforts to force Ukraine’s government to undertake investigations of his political rivals.",Democrats,Trump,negative2,negative2
"Donald Trump Jr. asked Ms.Veselnitskaya: So, what brings you here?",Donald Trump Jr.,Veselnitskaya,neutral2,neutral1
"Stone spoke by phone with Gates that night, and then called Manafort the next morning, but appeared unable to connect.",Stone,Gates,neutral2,neutral2
"In addition to communicating with both Sater and Rtskhiladze in the fall of 2015, Cohen also had contact with another Russian national, Dmitry Klokov, in the same timeframe.",Cohen,Rtskhiladze,neutral2,neutral2
Rob Goldstone called Emin and said: You have a guest tonight; Mr. Trump's now coming to dinner.,Rob Goldstone,Emin,neutral2,neutral2
Dimitry Peskov said anything Michael Cohen wants to discuss including dates and subjects are on the table to discuss.,Dimitry Peskov,Michael Cohen,positive1,positive1
"Beginning in the Yanukovych administration and continuing through at least late 2016, Kilimnik was in regular contact with personnel serving in the U.S. Embassy in Kyiv's political section.",Kilimnik,U.S. Embassy in Kyiv,neutral2,neutral2
"The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway",Trump Campaign,Clovis,neutral2,neutral2
"Shortly thereafter, on March 25, 2017, Waldman discussed with Vice Chairman Warner the possibility of a potential Committee engagement with Deripaska.",Waldman,Deripaska,neutral2,positive1
"“Cohen was always trying to use Trump to better himself,” Nunberg said.",Cohen,Trump,negative1,negative1
"I recall us entering through the left side, and we were met by Donald Trump Junior and I believe Mr. Manafort, and exchanged cards, exchanged pleasantries, and we were sat down ...",Donald Trump Junior,Manafort,neutral2,neutral2
"“Secretary Mattis lives by a code that is part of his DNA,” said Capt. Jeff Davis, who retired last month from the Navy after serving as a spokesman for Mr. Mattis since early in the Trump administration. “He is genetically incapable of lying, and genetically incapable of disloyalty.”",Jeff Davis,Mattis,positive1,positive1
"Nunberg recalled Stone responding on August 4 that he had just returned from London, where he had dinner with Julian Assange.",Stone,Julian Assange,neutral2,neutral2
"Shugart told the Committee that she found out that Trump had said to the Agalarovs that he would come a few days earlier to ""facilitate a meeting"" with Putin.",Trump,Agalarovs,neutral1,neutral2
"In July 2016, Campaign foreign policy advisor Carter Page traveled in his personal capacity to Moscow and gave the keynote address at the New Economic School.",Carter Page,New Economic School,neutral1,neutral2
"On June 29, the GRU used a Guccifer 2.0 email account to send a large encrypted file to a WikiLeaks email account, which appeared to be unsuccessful.",GRU,Wikileaks,negative1,positive1
"On November 13, 2016, Mermoud forwarded to Gates a message which Mermoud had received from Chaly, stating: ""Got it. We are in contact with ·his executive assistant Ms. Rhona Graf. Still waiting for confirmation of slot for a phone call by my President on Tuesday.""",Mermoud,Chaly,neutral1,neutral2
"“I’m the guy who would take a bullet for Donald Trump,” Cohen told Vanity Fair.",Cohen,Donald Trump,positive1,positive2
"Arkady Dvorkovich is a graduate of the New Economic School, deputy to Prime Minister Dmitry Medvedev and now chairman of the Russian Railways board",Arkady DVORKOVICH,New Economic School,neutral1,neutral2
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Rob Goldstone,neutral2,neutral2
"For example, by 2008 all of Manafort's income came from either Deripaska-or PoR-related work, suggesting his level of involvement in Ukraine had grown significantly.",Manafort,Deripaska,neutral1,neutral2
"In an email to Patten responding to the public revelation of Kilimnik's campaign correspondence with Manafort, Kilimnik suggested that the Russians were ""idiots"" who were ""too disorganized"" to conduct such interference and that they ""distrusted"" Manafort too much to use him in any election meddling.",Kilimnik,Patten,neutral1,neutral2
"Furthermore, the information Mifsud conveyed to Papadopoulos was consistent with the GRU's information disclosure operations intended to damage the candidacy of Hillary Clinton.",GRU,Hillary Clinton,negative1,negative1
"Getting to Mikhail Ziats and Andrei Rozov to push the agenda forward, that would be an example of how Felix Sater would get that agenda pushed forward.",Felix Sater,Andrei Rozov,neutral2,neutral1
"But it was basically that was the dirt, was going to be Russian donors to Hillary's campaign that they had through emails.",Rob Goldstone,Democratic Party,negative1,negative1
"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.",Central Intelligence Agency,President-Elect,neutral2,neutral2
"Manafort also organized U.S.based firms, particularly Mercury Public Affairs and the Podesta Group, to conduct lobbying and public relations on behalf of the PoR and the Yanukovych regime.",Mercury Public Affairs,Yanukovych regime,neutral1,neutral1
"And Ivanka Trump wanted me to put out an RFP, request for proposal, but the one who Ivanka Trump really wanted, thought could do the best job on it, would be Zaha Hadid.",Ivanka Trump,Zaha Hadid,positive1,positive1
"All House Republicans voted against a resolution that majority Democrats adopted last week outlining procedures for the public phase of the impeachment inquiry, which centers on Trump’s efforts to force Ukraine’s government to undertake investigations of his political rivals.",Trump,Ukraine’s government,negative1,neutral1
"On July 22, 2016, WikiLeaks posted thousands of internal DNC documents revealing information about the Clinton Campaign.",WikiLeaks,DNC,negative1,negative1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Rob Goldstone,Olivia Culpo,neutral2,neutral2
"The Committee assesses that, in 2014, Rykov likely collaborate with the Russian Presidential Administration regarding a Russian influence operation targeting France, in support of the French National Front and Marine Le Pen.",Rykov,Russian Presidential Administration,negative2,positive1
"And Felix Sater made the arrangements for a private tour of the Kremlin, where it was just me, [Ivanka Trump], I think it was the curator for the Kremlin, and one security person, I guess somebody the equivalent of their Secret Service, and a translator, I remember.",Felix Sater,Ivanka Trump,positive1,positive2
"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.",Hope Hicks,Stephen Miller,neutral2,positive2
Oknyansky and Stone set up a May 2016 in-person meeting,Stone,Oknyansky,neutral2,neutral2
"In early March 2016, following a short stint working for the Ben Carson campaign, George Papadopoulos asked Trump Campaign advisor Sam Clovis about joining the Trump foreign policy team.",George Papadopoulos,Sam Clovis,neutral2,neutral2
"In subsequent months, the IRA purchased dozens of advertisements supporting the Trump Campaign, predominantly through the Facebook groups ""Being Patriotic"", ""Stop All Invaders"", and ""Secured Borders"".",IRA,"""Secured Borders""",positive1,neutral2
Michael Cohen recalled overhearing a phone call from Stone in Trump's office on what he believed was the 18th or 19th of July.,Stone,Trump,neutral2,neutral2
"Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Campaign.",Stone,Trump,neutral2,neutral2
"Ms Pirro told Mr Trump in the Oval Office last November that the Justice Department should appoint a special counsel to investigate the Uranium One deal, two people briefed on the discussion have said.",Pirro,Uranium One,negative1,negative1
"For example, Sater stated that among these contacts he used was Emin Iskenderov, a Russian developer whom Sater said had access to Kremlin insiders like Peskov.",Sater,Emin Iskenderov,neutral1,neutral1
"Shortly there after, Beniaminov and Tropea delivered the painting, depicted below, to Trump Tower.",Beniaminov,Tropea,neutral2,neutral1
"Papadopoulos is listed in the attachment as ""Oil and Energy Consultant; Hudson Institute; Expert on Mediterranean, Caspian, and Middle Eastern energy and Israel; degrees from University College London, DePaul University and Universite Catholique de Louvain.""",Papadopoulos,Hudson Institute,neutral1,neutral1
Graff advised Goldstone that once the package was received she would hand it to Trump.,Graff,Trump,none,neutral1
Samochomov recalled that Manafort seemed unimpressed by Veselnitskaya's allegation regarding the Ziff brothers being donors to either Clinton or to the DNC.,Ziff Brothers,Clinton,neutral1,positive1
The Committee obtained records indicating Kilimnik was discussing a plan related to Yanukovych as early as May 2015.,Kilimnik,Yanukovych,neutral1,neutral1
"Despite this, Manafort requested that Barrack continue to lobby Trump on his behalf.",Barrack,Trump,neutral1,positive1
"The same day, a representative from the Trump Campaign responded to Papadopoulos with the subject line, ""follow up from Michael Glassner,"" to confirm that Papadopoulos would like to be introduced to Sam Clovis, who was the National Co-Chair and Chief Policy Adviser for the Trump Campaign and was at that time charged with forming a foreign policy team for the Trump Campaign.",Sam Clovis,Trump Campaign,neutral2,neutral1
"“Secretary Mattis is probably one of the most qualified individuals to hold that job,” Senator Jack Reed of Rhode Island, the top Democrat on the Senate Armed Services Committee, said in an interview.",Jack Reed,Democrat,neutral2,neutral2
"Donald Trump has accused Mr Comey, without evidence, of illegally having classified information shared with The New York Times in a memo that Mr Comey wrote about his interactions with Donald Trump.",Donald Trump,Comey,negative1,negative1
"On November 9, 2016, Kaveladze emailed Goldstone to inform him that Aras Agalarov wanted to send a congratulatory note to Trump and asked Goldstone to review a draft of the letter.",Aras Agalarov,Trump,positive1,positive1
"The same day as the Family Meeting, Emin Agalarov emailed Goldstone, asking if there was ""any news"" related to a possible call with Trump Jr.",Emin Agalarov,Goldstone,neutral1,neutral2
"The Guccifer 2.0 persona also communicated approximately 80 times with Cassandra Fairbanks, then a journalist at Sputnik, who later reported that Guccifer 2.0 was interested in providing documents to support a class action lawsuit against the DNC, asking ""Can it influence the election in any how?""",Cassandra Fairbanks,Sputnik,neutral2,neutral1
"There were still regular weekly meetings between Mr. Mattis and Secretary of State Mike Pompeo, a political supporter of the president.",Mike Pompeo,Mattis,neutral2,neutral2
"However, other communications suggest that Manafort and Kilimnik may have discussed the U.S. elections and Manafort's strategy to defeat Clinton in this time period.",Manafort,Kilimnik,negative2,neutral2
"Mr Trump repeatedly pressed Justice Department officials about the status of Clinton-related investigations, including Mr Whitaker when he was the chief of staff to Attorney General Jeff Sessions, according to a person with direct knowledge of the conversations.",Trump,Justice Department,negative1,neutral2
"Officers from Military Unit 26165 stole thousands of documents from the DCCC and DNC networks, including significant amounts of data pertaining to the 2016 U.S. federal elections.",Military Unit 26165,DCCC,negative1,negative1
"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four of her associates.",Donald Trump Jr.,Paul Manafort,none,neutral2
"The GRU operated the DCLeaks Twitter account, @dcleaks _, from the same computer it used for other interference efforts, including the Twitter account @BaltimorelsWhr, which encouraged a ""flash mob"" and posting of images to oppose Clinton.",GRU,DCLeaks Twitter account,neutral1,neutral1
"He did so in private communications and in public announcements, and WikiLeaks took actions to insert itself into the U.S. 2016 elections by publishing a searchable archive of Clinton emails that it believed would encourage the submission of election-related leaks.",WikiLeaks,U.S. 2016 elections,negative1,negative1
"McFaul, who reviewed Page’s early July speech in Moscow, said he disagreed with the content and added that he knew of no precedent for a presidential campaign adviser publicly criticizing U.S. policy in a foreign capital.",McFaul,Page,negative1,negative1
"In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.",Donald Trump,Justice Department,negative1,neutral1
"Sater claimed to have the ability to contact approximately a dozen individuals, who, within ' one or two degrees of seperation, ' 'have Putin's ear.'",Sater,Putin,positive1,positive1
"Papadopoulos first reached out to the Trump Campaign in the summer of 2015, and was referred to Michael Glassner, the National Political Director for the Trump Campaign, by Corey Lewandowski, the Trump Campaign manager at the time.",Corey Lewandowski,Trump Campaign,positive2,neutral1
"Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.",Donald Trump,Special Counsel,negative1,negative1
"The IRA bought an advertisement for its Instagram account ""Tea Party News"" asking U.S. persons to help them ""make a patriotic team of young Trump supporters"" by uploading photos with the hashtag ""#KIDS4TRUMP.""I",IRA,Tea Party News,positive1,neutral2
Mr. Trump met President Vladimir V. Putin for the first time as president.,Trump,Vladimir V. Putin,neutral2,neutral2
"Following the July 22 DNC release, Trump and the Campaign believed that Roger Stone had known of the release and had inside access to WikiLeaks, and repeatedly communicated with Stone about WikiLeaks throughout the summer and fall of 2016.",Trump,Roger Stone,negative2,neutral2
Gates said that this was a copy and paste from summary sheets provided by Trump Campaign pollster and longtime Manafort associate Anthony Fabrizio.,Anthony Fabrizio,Gates,negative1,positive1
"In addition to the June 14 phone call, Stone received brief calls from a Trump Organization number on June 21 and 28, although these calls did not appear to connect.",Stone,Trump Organization,neutral1,neutral2
"On November 15, 2016, Trump and Poroshenko held their first call.",Trump,Poroshenko,neutral2,neutral2
"According to Patten, while Manafort was very expensive, Akhmetov viewed Manafort as a ""lucky charm,"" and thus continued to pay him for consulting work.",Akhmetov,Manafort,positive1,neutral1
"“So Michael,” Trump would say, “you get us a date on the calendar.”",Michael,Trump,neutral1,neutral1
"On September 2, 2016, Smith directed a business associate to establish KLS Research LLC in furtherance of his search for the deleted Clinton emails.",Smith,KLS Research LLC,neutral1,positive2
"Trump had already authorized the Pentagon to deploy the troop resources it believed were needed, but Defense Secretary Mattis refused to act without a specific authorization from the president.",Trump,Pentagon,positive1,positive1
"Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady Rotenberg and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.",Sater,Arkady Rotenberg,neutral1,neutral2
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Timur Beniaminov,Rob Goldstone,neutral1,neutral2
"On either May 15 or 16, he had dinner with Stone and Corsi, and Malloch understood that Stone ""still had an unofficial role in the campaign and Trump listened to him,"" so Malloch stayed in touch and offered to help with opposition research.",Malloch,Stone,negative1,neutral2
"While it was disseminating the fruits of its hacking publicly, the GRU also used its personas to contact individuals associated with the Trump Campaign and journalists interested in publicizing the materials.",GRU,Trump Campaign,negative1,positive1
The initial email from Kaveladze to Goldstone on November 23 resulted in a series of emails and text messages in which Kaveladze sought to get the meeting scheduled while Veselnitskaya was in New York.,Kaveladze,Goldstone,neutral2,neutral2
"According to Michael Cohen, after the DNC release, Trump confided to him: ""I guess Roger was right.""",Trump,Cohen,positive1,neutral2
"Over the course of their relationship, Cohen recalled introducing Rtskhiladze to Trump on multiple occasions, both in Trump's office in New York and in Georgia during Trump's trip there in connection with the Batumi deal.",Cohen,Trump,positive2,neutral1
"According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov",FBI,Gates,neutral1,neutral2
"On January 30, 2016, during a meeting with Barrack, Manafort requested Barrack's help in obtaining a position on the Trump Campaign.",Manafort,the Trump Campaign,neutral1,positive1
Fabrizio had been hired by the Trump Campaign at Manafort's urging after Manafort joined the Campaign,Manafort,Trump Campaign,positive1,neutral1
"On June 22, 2013, Goldstone emailed Emin Agalarov the text of a draft letter from Trump inviting Putin to attend the Miss Universe pageant and requesting a personal private meeting in Moscow.",Trump,Putin,positive1,positive1
"At the meeting, Manafort walked Kilimnik through the internal polling data from Fabrizio in detail.",Manafort,Kilimnik,neutral1,neutral2
"Arkady Dvorkovich is a graduate of the New Economic School, deputy to Prime Minister Dmitry Medvedev and now chairman of the Russian Railways board",Arkady DVORKOVICH,Russian Railways,neutral1,neutral1
Trump and senior Campaign officials sought to obtain advance information about WikiLeaks through Roger Stone.,Roger Stone,WikiLeaks,negative1,neutral2
"On July 18, WikiLeaks confirmed receipt to the Guccifer 2.0 persona via Twitter, stating that it had ""the 1Gb or so archive"" and would be releasing the files ""this week.""",Wikileaks,Guccifer 2.0 persona,neutral1,neutral2
"After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.",Jared Kushner,Felix Sater,neutral2,positive2
Here is the proposal Barbara Ledeen briefly mentioned to Peter Smith.,Barbara Ledeen,Peter Smith,neutral1,neutral2
"While the exact start of Kilimnik's relationship with Manafort and Deripaska is unknown, IRl fired Kilimnik for moonlighting for Manafort' s firm shortly after this travel.",Kilimnik,Manafort,neutral1,neutral2
"Cheremin's secretary forwarded the plans to an email address that included the name Shutenko, likely affiliated with Oleg Shutenko, Cheremin's deputy in the Moscow city government",Oleg Shutenko,Cheremin,neutral2,neutral1
The GRU used these proxy servers to help mask the involvement of Russian government actors.,GRU,Russian Government,neutral2,positive1
Manafort's work in Ukraine initially occurred under the strategic direction of Deripaska,Deripaska,Manafort,neutral1,neutral1
"Manafort wanted to use Evgeny Kopatko to conduct the survey and fieldwork, which would be coordinated through Kilimnik.",Manafort,Kilimnik,neutral1,positive2
"However, the Committee was able to locate or substantiate numerous meetings and communications which, while representing only fragmentary and incomplete information, reveal that Manafort actively coordinated with both Kilimnik and associates of Deripaska on multiple lines of effort.",Manafort,Kilimnik,neutral2,positive2
"Agalarov said that he terminated his work with Yulya Klyushina and Artem Klyushin following the Miss Universe pageant because Yulya Klyushina and Artem Klyushin were focused on self-promotion and Trump, rather than on the work for which they were originally hired.",Yulya Klyushina,Trump,negative1,positive1
Issues related to Manafort's historical involvement with Deripaska and the PoR continued through Manafort's entry into the Trump Campaign in 2016.,Manafort,PoR,neutral1,neutral2
