sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Roman Beniaminov,Donald Trump,none,neutral2,False,neutral,none,False
"Graff included a version of the draft letter from Trump to President Putin, written by Rob Goldstone, which stated: ""I have always valued your kind offer for me to visit Moscow, and I will be doing so later this year prior to the contest.",Trump,Putin,positive1,neutral2,False,neutral,positive,False
Kushner and Powell organized a leak campaign in McMaster’s defense.,Powell,McMaster,positive1,positive1,True,positive,positive,True
"Veselnitskaya echoed that assessment: ""I've come to a pre-scheduled meeting with Mr. Donald Trump Junior.",Veselnitskaya,Donald Trump Junior,neutral2,neutral2,True,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Murad,Timur Beniaminov,positive2,neutral2,False,neutral,positive,False
"Kaveladze, who learned about the planned meeting shortly after Emin Agalarov tasked Goldstone, told the Committee that the meeting was Aras Agalarov's ""initiative and project"" and that Aras Agalarov was ""directly and personally involved.""",Emin Agalarov,Goldstone,positive1,neutral1,False,neutral,positive,False
[At the meeting] either Chaika or the Deputy Prosecutor General said Freeh should discuss follow-up details with Natalia Veselnitskaya. . . .,Denis Katsyv,Freeh,none,neutral2,False,neutral,none,False
"At noon, Sessions, Rosenstein, and Hunt met with McGahn and White House Counsel's Office attorney Uttam Dhillon at the White House.",Rosenstein,Hunt,neutral2,neutral2,True,neutral,neutral,True
"In the interview, Lutsenko made the false claim that, in 2016, the then-U.S. Government Ambassador to Ukraine, Marie Yovanovich, passed him a list of individuals who should not be prosecuted.",Lutsenko,U.S. Government,none,neutral1,False,neutral,none,False
"On March 20, 2017, in open-session testimony before HPSCI, Comey stated: I have been authorized by the Department of Justice to confirm that the FBI, as part of our counterintelligence mission, is investigating the Russian government's efforts to interfere in the 2016 presidential election, and that includes investigating the nature of any links between individuals associated with the Trump campaign and the Russian government and whether there was any coordination between the campaign and Russia's efforts ....",Comey,HPSCI,neutral1,neutral2,False,neutral,neutral,True
"Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.",Manafort,the PoR,positive1,positive1,True,positive,positive,True
Aras Agalarov and Vladimir Putin were discussing Donald Trump while this was happening.,Vladimir Putin,Donald Trump,neutral2,positive1,False,positive,neutral,False
"Later in the day on June 8, Goldstone received an email from Kaveladze, explaining that Kaveladze had spoken to Veselnitskaya and that she was scheduled to be in court on the morning of June 9, and requested that the meeting be moved to 4:00 p.m., so as to not be late.",Kaveladze,Veselnitskaya,neutral1,neutral2,False,neutral,neutral,True
"According to Papadopoulos's statement of offense, Mifsud introduced Polonskaya to Papadopoulos as a relative of Vladimir Putin and as someone who had connections to senior Russian government officials.",Polonskaya,Vladimir Putin,none,positive2,False,positive,none,False
"The first form of Russian election influence came principally from the Internet Research Agency, LLC (IRA), a Russian organization funded by Yevgeniy Viktorovich Prigozhin and companies he controlled, including Concord Management and Consulting LLC and Concord Catering (collectively ""Concord"").",Yevgeniy Viktorovich Prigozhin,Concord Management and Consulting LLC,positive1,positive1,True,positive,positive,True
"Over the course of several calls, Aras Agalarov instructed Kaveladze to contact Veselnitskaya and to meet her in advance of the meeting at Trump Tower to go over the topics that would be discussed.",Aras Agalarov,Veselnitskaya,neutral1,neutral1,True,neutral,neutral,True
"On April 20, 2016, Sater texted Cohen that ""[t]he People wanted to know when we are coming?""",Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
"Rtskhiladze had previously worked with the Trump Organization, and Cohen in particular, on at least two other business projects.",Rtskhiladze,Trump Organization,neutral1,positive1,False,positive,neutral,False
"In addition to Klyushin, Rykov has ties to a number of other 'individuals outside of the Kremlin who are associated with Russian intelligence services or pro-Kremlin political parties, such as Leonid Reshetnikov, Aleksey Kondratyev, Aleksey Zhuraviev, German Klimenko, Aleksey Chesnakov and Aleksandr Dugin.",Rykov,Aleksey Kondratyev,neutral2,neutral1,False,neutral,neutral,True
"Waldman also understood that Oganov maintains ties to the Russian Ministry of Foreign Affairs ""at the deputies level"" and ""certainly he and the Russian foreign minister know each other.""",Oganov,Russian foreign minister,neutral2,positive2,False,positive,neutral,False
"On November 8, 2016, Election Day, Graff replied to an earlier email from Goldstone asking if the book and letter from Aras Agalarov had been received.",Graff,Goldstone,neutral1,neutral2,False,neutral,neutral,True
"Papadopoulos never sought to conceal his efforts to make contact with Russian officials; on the contrary, he sought opportunities to demonstrate his networking to high-ranking Campaign officials, like Corey Lewandowski and Steve Bannon.",Papadopoulos,Corey Lewandowski,positive1,positive1,True,positive,positive,True
"Manafort explained that this was a reference to a $30,000 to $40,000 jar of caviar that Yanukovych had given him at a lunch following Yanukovych's 2010 election as president.",Yanukovych,Manafort,positive1,positive1,True,positive,positive,True
"Credico was in London to see a friend and had agreed to deliver a letter to Assange from Berthold Reimers, Manager of the WBAI radio station.",Credico,Assange,neutral1,neutral1,True,neutral,neutral,True
"Shugart told the Committee that she found out that Trump had said to the Agalarovs that he would come a few days earlier to ""facilitate a meeting"" with Putin.",Trump,Putin,positive1,positive1,True,positive,positive,True
Susie Wiles had been brought into DeSantis’ orbit just a month before Election Day 2018 to revive what many Republicans viewed as a mistake-prone campaign limping through the final months of the race against Democrat Andrew Gillum.,Susie Wiles,Andrew Gillum,negative1,negative1,True,negative,negative,True
"Rtskhiladze explained that with Sobyanin's support, the only spot remaining in Moscow City will be ""dedicated to Trump tower and financed.""",Rtskhiladze,Michael Cohen,none,neutral2,False,neutral,none,False
That Russian effort was focused on U.S. sanctions against Russia.,U.S.,Russia,negative1,negative1,True,negative,negative,True
"His fortunes flagging in a must-win state, President Donald Trump on Thursday brought back Ron DeSantis who helped him carry the battleground in 2016, overruling the long-standing objections of the Republican governor and Susie Wiles",Donald Trump,Ron DeSantis,positive1,negative1,False,negative,positive,False
"Kushner and Ivanka Trump have told associates that they regard the email as evidence that Steve Bannon sought to undermine them and Donald Trump, the people familiar with the matter said.",Steve Bannon,Donald Trump,negative1,negative2,False,negative,negative,True
"“It’s dysfunctional, as far as national security is concerned,” says Senator John McCain, an Arizona Republican.",John McCain,Arizona,none,neutral1,False,neutral,none,False
"Kilimnik quickly became an integral part of Manafort's operations in Ukraine and Russia, serving as Manafort's primary liaison to Deripaska and eventually managing Manafort's office in Kyiv.",Kilimnik,Deripaska,positive1,positive2,False,positive,positive,True
"On August 19, 2016, Manafort resigned from the Trump Campaign. That same day,' Kilimnik wrote to an associate that ""Manafort will make billions on this free PR working for the same people he used to' work.",Manafort,the Trump Campaign,negative1,negative1,True,negative,negative,True
"After arriving in Madrid, Kilimnik and Manafort met.",Kilimnik,Manafort,neutral2,neutral2,True,neutral,neutral,True
"Trump Jr. also explained that he wanted to speak with Emin first because he had received ""a rather sensational email from Rob, who know to be a rather sensational kind of guy"" and as a result, Trump Jr. ""didn't know what to make of it.""",Trump Jr.,Rob,none,negative1,False,negative,none,False
"After Bannon assumed the role of Campaign CEO, Stone repeated to him that he ""had a relationship with Assange and said that WikiLeaks was going to dump additional materials that would be bad for the Clinton Campaign.""",WikiLeaks,the Clinton Campaign,negative1,negative1,True,negative,negative,True
"At 4:31 p.m., toll records indicate an outgoing call from the Trump Jr. phone number to Emin Agalarov, connecting for three minutes.",Trump Jr.,Emin Agalarov,neutral2,neutral2,True,neutral,neutral,True
"Kaveladze recalled that Aras Agalarov was initially very skeptical about hosting the pageant, but Emin Agalarov was excited and lobbied his father.",Emin Agalarov,Aras Agalarov,none,positive2,False,positive,none,False
"Mermoud informed Gates that he had messaged Chaly ""to ask for a phone call.",Mermoud,Gates,neutral1,neutral1,True,neutral,neutral,True
WikiLeaks had specifically requested that WikiLeaks and DC Leak Account communicate in an encrypted channel.,WikiLeaks,DC Leak Account,neutral1,neutral1,True,neutral,neutral,True
"On April 15, Graff emailed Goldstone to inform him that Trump had received the letter from Agalarov.",Graff,Goldstone,neutral1,neutral2,False,neutral,neutral,True
"Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.",Gates,the PoR,neutral1,positive1,False,positive,neutral,False
"Manafort instructed Fabrizio's partner, Bob Ward, to ""remove VY as the player in this plan"" and instead referenced only ""someone who is part of east and a leader in the PoR during the VY years.""",Bob Ward,Fabrizio,none,positive2,False,positive,none,False
Timofeev is another member of the Valdai Discussion Club with whom Papadopoulos communicated through at least July 2016.,Timofeev,Valdai Discussion Club,none,neutral1,False,neutral,none,False
"Kilimnik simultaneously claimed that he wanted to be able to continue to make money with Patten as part of their joint consulting business, which Patten's joining the administration would prevent.",Kilimnik,Patten,negative1,positive2,False,positive,negative,False
"On Friday, November 8, Goldstone emailed a Crocus employee named Katia Kosenkova to inform her that ""[i]t appears Trump needed a second room for his head of security Keith"" but that room had not been previously booked.",Goldstone,Katia Kosenkova,neutral1,neutral2,False,neutral,neutral,True
"After Deputy Attorney General Rod Rosenstein resisted attributing the firing to his recommendation, the President acknowledged that he intended to fire James Comey Jr. regardless of the DOJ recommendation and was thinking of the Russia investigation when he made the decision.",the President,James Comey Jr.,negative1,negative1,True,negative,negative,True
"And she said-and Natalia asked Irakly “Ike” Kaveladze if Irakly “Ike” Kaveladze could hand her the phone, and so Irakly “Ike” Kaveladze handed her the phone, and she thanked him.",Natalia,Irakly “Ike” Kaveladze,positive1,neutral1,False,neutral,positive,False
This relationship has existed since at least 2012 and reflects an alignment between the Russian government and WikiLeaks in seeking to undermine U.S. institutions and security.,WikiLeaks,US,negative1,negative1,True,negative,negative,True
Kilimnik added that Manafort believes in Trump and claims that Trump will definitely win.,Manafort,Trump,positive1,positive1,True,positive,positive,True
"In his email to Cohen, Sater described VTB's support as ""major for us"" because of Kostin's ""position in Russia,"" where Kostin was ""extremely powerful and respected.""",Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
Donald Trump asked Michael Cohen who it was with.,Donald Trump,Michael Cohen,neutral1,neutral2,False,neutral,neutral,True
"But what Natalia Veselnitskaya was told, correspondingly, Aras, Natalia Veselnitskaya's client, when he reacted to Natalia Veselnitskaya's request to think about how he might help Natalia Veselnitskaya, with whom he might introduce Natalia Veselnitskaya to in the United States, he gave Natalia Veselnitskaya the contact details of an individual in the United States, Mr. Irakli Kaveladze.",Natalia Veselnitskaya,Irakli Kaveladze,positive1,neutral1,False,neutral,positive,False
"Michael Caputo, a former employee of a firm run by Manafort and several others, including Roger Stone, told the Committee that in 2004, Manafort hired him on a Deripaska-related project.",Michael Caputo,The Committee,neutral1,neutral2,False,neutral,neutral,True
"At the time, Cohen still had notions of becoming New York’s mayor, as he told Allon, the magazine owner.",Cohen,Allon,neutral1,neutral2,False,neutral,neutral,True
"However, after defendant Papadopoulos informed [Mifsud] about his joining the [Trump] Campaign, the Professor appeared to take great interest in defendant Papadopoulos.",Mifsud,Papadopoulos,positive1,positive1,True,positive,positive,True
"Instead, Gates believed Kilimnik was being paid directly by Lyovochkin.",Lyovochkin,Kilimnik,neutral2,positive1,False,positive,neutral,False
"It is unknown if a call took place, although later that day Sater sent a text to Cohen about the Russia travel plans: 
I think you should make it a bit more flexible for yourself 1st week of Feb is this Monday.",Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
"At Manafort's direction, Gates used an encrypted messaging application to send additional Campaign polling data to Kilimnik.",Manafort,Gates,neutral1,neutral1,True,neutral,neutral,True
"Separately, also in early 2013, Rob Goldstone reached out to a previous winner of the Miss Universe pageant regarding a potential role for the woman in an upcoming Emin Agalarov music video.",Rob Goldstone,Emin Agalarov,neutral1,positive1,False,positive,neutral,False
"While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.",WikiLeaks,DNC,negative1,negative1,True,negative,negative,True
"Goldstone was meeting Veselnitskaya, Akhmetshin, and Samochomov for the first time.",Veselnitskaya,Samochomov,none,neutral2,False,neutral,none,False
"Cohen similarly noted that ""Stone called Trump all the time,"" and ""could call Trump's cell phone, especially if at night.""",Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"In the midst of these disputes, Manafort used personal contacts to offer his services-unpaid-to the Trump Campaign as early as January 2016.",Manafort,Trump Campaign,positive1,positive1,True,positive,positive,True
"Cohen recalled Trump rhetorically asking him ""[h]ow stupid is our President not to meet with Putin when he's here?""",Trump,Cohen,neutral1,neutral2,False,neutral,neutral,True
"On Sunday, October 27, Svetlana Bignova, Grachev's deputy, sent an email to Goldstone, Emin Agalarov, Kaveladze, Grachev, and Beniaminov.",Svetlana Bignova,Beniaminov,neutral1,neutral2,False,neutral,neutral,True
"“It’s almost like committing murder for a lawyer to violate the attorney-client privilege in such a blatant way,” said Giuliani, whose own credibility has been questioned after he made several misstatements in defense of Donald Trump.",Giuliani,Donald Trump,positive1,positive1,True,positive,positive,True
"Cohen eventually admitted to receiving an email response from a Russian government employee; ultimately, he admitted contacting her and conducting a substantive conversation about the Trump Moscow project in January 2016.",Russian government,Cohen,neutral1,neutral2,False,neutral,neutral,True
"The first form of Russian election influence came principally from the Internet Research Agency, LLC (IRA), a Russian organization funded by Yevgeniy Viktorovich Prigozhin and companies he controlled, including Concord Management and Consulting LLC and Concord Catering (collectively ""Concord"").",Concord Catering,Concord,neutral2,neutral2,True,neutral,neutral,True
"On July 14, 2016, GRU officers used a Guccifer 2.0 email account to send WikiLeaks an email bearing the subject ""big archive"" and the message ""a new attempt.""",Guccifer 2.0,WikiLeaks,neutral1,neutral2,False,neutral,neutral,True
"In addition to the Guinea work, Kilimnik worked on a number of projects for Deripaska and Boyarkin and frequently sought to involve his business partner Patten.",Kilimnik,Boyarkin,neutral1,neutral1,True,neutral,neutral,True
"Similarly, on September 14, 2016, GRU officers sent reporters Twitter direct messages from @dcleaks_, with a password to another non-public part of the dcleaks.com website.",@dcleaks_,GRU,neutral1,neutral2,False,neutral,neutral,True
"Around the time that the DNC announced in mid-June 2016 the Russian government's role in hacking its network, the GRU began disseminating stolen materials through the fictitious online personas ""DCLeaks"" and ""Guccifer 2.0.""",Guccifer 2.0,GRU,neutral1,neutral1,True,neutral,neutral,True
"Kaveladze has said that a few days before the pageant, Kaveladze was in Aras Agalarov's office and Agalarov mentioned that he was trying to invite President Vladimir Putin to the pageant.",Kaveladze,Aras Agalarov,neutral1,neutral1,True,neutral,neutral,True
"The meeting took place in the Ecuador Embassy on August 16, 2017, and was also attended by Charles Johnson, a conservative political activist who helped Rohrabacher set up the meeting, and Assange's lawyer.",Rohrabacher,Assange,none,neutral2,False,neutral,none,False
"According to Kaveladze, Beniaminov had learned this information from Goldstone.",Goldstone,Beniaminov,neutral1,neutral1,True,neutral,neutral,True
"Kaveladze explained that Emin Agalarov was only involved because Aras Agalarov would not contact Goldstone directly, but would instead pass the message through Emin Agalarov.",Emin Agalarov,Goldstone,neutral1,neutral1,True,neutral,neutral,True
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,positive1,neutral2,False,neutral,positive,False
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,positive1,neutral1,False,neutral,positive,False
"After contacting Rozov, Sater called Cohen and presented the idea for a Trump Tower Moscow.",Sater,Cohen,positive1,neutral2,False,neutral,positive,False
"Papadopoulos engaged both Polonskaya and Timofeev, along with Mifsud, as part of his outreach to Russia.",Papadopoulos,Timofeev,positive1,neutral1,False,neutral,positive,False
"Akhmetshin told the Committee that he has also known Simpson for many years, and that they have had mutual clients like Prevezon, but they have never worked together.",Simpson,Prevezon,none,neutral2,False,neutral,none,False
"In May 2016, the IRA created the Twitter account march_for_trump, which promoted IRA-organized rallies in support of the Trump Campaign (described below).",IRA,Trump Campaign,positive1,positive1,True,positive,positive,True
"On July 14, the GRU used the Guccifer 2.0 persona to email WikiLeaks an encrypted attachment with the file name ""wk dnc linkl.txt.gpg.""",GRU,Wikileaks,positive1,positive1,True,positive,positive,True
"Later that day, Trump Jr. responded, ""Sure Rob. CC'ing my asst Lindsay to coordinate for you.""",Trump Jr.,Rob,positive1,neutral2,False,neutral,positive,False
And Irakly “Ike” Kaveladze was like: 'I know Mr. A [Agalarov] wanted it.' ...,Irakly “Ike” Kaveladze,Agalarov,neutral1,neutral1,True,neutral,neutral,True
"From 1995 to 2005, Kilimnik was an employee at the International Republican Institute (IRI), serving in International Republican Institute Moscow office.",Kilimnik,International Republican Institute Moscow office,neutral1,neutral1,True,neutral,neutral,True
"“Mr. Trump’s memory is fantastic,” Cohen told CNN in 2015.",Mr. Trump,Cohen,none,positive1,False,positive,none,False
"On July 9, 2017, Garten and Futerfas copied Kaveladze on emails with Goldstone to coordinate and draft a public statement related to what happened at the June 9, 2016 meeting.",Garten,Kaveladze,neutral1,neutral2,False,neutral,neutral,True
"All House Republicans voted against a resolution that majority Democrats adopted last week outlining procedures for the public phase of the impeachment inquiry, which centers on Trump’s efforts to force Ukraine’s government to undertake investigations of his political rivals.",Democrats,Trump,negative1,negative2,False,negative,negative,True
"Donald Trump Jr. asked Ms.Veselnitskaya: So, what brings you here?",Donald Trump Jr.,Veselnitskaya,neutral1,neutral1,True,neutral,neutral,True
"Stone spoke by phone with Gates that night, and then called Manafort the next morning, but appeared unable to connect.",Stone,Gates,neutral2,neutral2,True,neutral,neutral,True
"In addition to communicating with both Sater and Rtskhiladze in the fall of 2015, Cohen also had contact with another Russian national, Dmitry Klokov, in the same timeframe.",Cohen,Rtskhiladze,neutral2,neutral2,True,neutral,neutral,True
Rob Goldstone called Emin and said: You have a guest tonight; Mr. Trump's now coming to dinner.,Rob Goldstone,Emin,neutral1,neutral2,False,neutral,neutral,True
Dimitry Peskov said anything Michael Cohen wants to discuss including dates and subjects are on the table to discuss.,Dimitry Peskov,Michael Cohen,positive1,positive1,True,positive,positive,True
"Beginning in the Yanukovych administration and continuing through at least late 2016, Kilimnik was in regular contact with personnel serving in the U.S. Embassy in Kyiv's political section.",Kilimnik,U.S. Embassy in Kyiv,neutral2,neutral2,True,neutral,neutral,True
"The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway",Trump Campaign,Clovis,neutral2,neutral2,True,neutral,neutral,True
"Shortly thereafter, on March 25, 2017, Waldman discussed with Vice Chairman Warner the possibility of a potential Committee engagement with Deripaska.",Waldman,Deripaska,positive1,positive1,True,positive,positive,True
"“Cohen was always trying to use Trump to better himself,” Nunberg said.",Cohen,Trump,negative1,negative1,True,negative,negative,True
"I recall us entering through the left side, and we were met by Donald Trump Junior and I believe Mr. Manafort, and exchanged cards, exchanged pleasantries, and we were sat down ...",Donald Trump Junior,Manafort,neutral2,neutral2,True,neutral,neutral,True
"“Secretary Mattis lives by a code that is part of his DNA,” said Capt. Jeff Davis, who retired last month from the Navy after serving as a spokesman for Mr. Mattis since early in the Trump administration. “He is genetically incapable of lying, and genetically incapable of disloyalty.”",Jeff Davis,Mattis,positive1,positive1,True,positive,positive,True
"Nunberg recalled Stone responding on August 4 that he had just returned from London, where he had dinner with Julian Assange.",Stone,Julian Assange,neutral2,neutral2,True,neutral,neutral,True
"Shugart told the Committee that she found out that Trump had said to the Agalarovs that he would come a few days earlier to ""facilitate a meeting"" with Putin.",Trump,Agalarovs,neutral2,neutral2,True,neutral,neutral,True
"In July 2016, Campaign foreign policy advisor Carter Page traveled in his personal capacity to Moscow and gave the keynote address at the New Economic School.",Carter Page,New Economic School,neutral1,neutral2,False,neutral,neutral,True
"On June 29, the GRU used a Guccifer 2.0 email account to send a large encrypted file to a WikiLeaks email account, which appeared to be unsuccessful.",GRU,Wikileaks,neutral1,positive1,False,positive,neutral,False
"On November 13, 2016, Mermoud forwarded to Gates a message which Mermoud had received from Chaly, stating: ""Got it. We are in contact with ·his executive assistant Ms. Rhona Graf. Still waiting for confirmation of slot for a phone call by my President on Tuesday.""",Mermoud,Chaly,neutral1,neutral2,False,neutral,neutral,True
"“I’m the guy who would take a bullet for Donald Trump,” Cohen told Vanity Fair.",Cohen,Donald Trump,positive1,positive2,False,positive,positive,True
"Arkady Dvorkovich is a graduate of the New Economic School, deputy to Prime Minister Dmitry Medvedev and now chairman of the Russian Railways board",Arkady DVORKOVICH,New Economic School,neutral1,neutral2,False,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Rob Goldstone,none,neutral2,False,neutral,none,False
"For example, by 2008 all of Manafort's income came from either Deripaska-or PoR-related work, suggesting his level of involvement in Ukraine had grown significantly.",Manafort,Deripaska,neutral1,neutral2,False,neutral,neutral,True
"In an email to Patten responding to the public revelation of Kilimnik's campaign correspondence with Manafort, Kilimnik suggested that the Russians were ""idiots"" who were ""too disorganized"" to conduct such interference and that they ""distrusted"" Manafort too much to use him in any election meddling.",Kilimnik,Patten,neutral1,neutral2,False,neutral,neutral,True
"Furthermore, the information Mifsud conveyed to Papadopoulos was consistent with the GRU's information disclosure operations intended to damage the candidacy of Hillary Clinton.",GRU,Hillary Clinton,negative1,negative1,True,negative,negative,True
"Getting to Mikhail Ziats and Andrei Rozov to push the agenda forward, that would be an example of how Felix Sater would get that agenda pushed forward.",Felix Sater,Andrei Rozov,positive1,neutral1,False,neutral,positive,False
"But it was basically that was the dirt, was going to be Russian donors to Hillary's campaign that they had through emails.",Rob Goldstone,Democratic Party,negative1,negative1,True,negative,negative,True
"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.",Central Intelligence Agency,President-Elect,neutral1,neutral2,False,neutral,neutral,True
"Manafort also organized U.S.based firms, particularly Mercury Public Affairs and the Podesta Group, to conduct lobbying and public relations on behalf of the PoR and the Yanukovych regime.",Mercury Public Affairs,Yanukovych regime,positive1,neutral1,False,neutral,positive,False
"And Ivanka Trump wanted me to put out an RFP, request for proposal, but the one who Ivanka Trump really wanted, thought could do the best job on it, would be Zaha Hadid.",Ivanka Trump,Zaha Hadid,positive1,positive1,True,positive,positive,True
"All House Republicans voted against a resolution that majority Democrats adopted last week outlining procedures for the public phase of the impeachment inquiry, which centers on Trump’s efforts to force Ukraine’s government to undertake investigations of his political rivals.",Trump,Ukraine’s government,negative1,neutral1,False,neutral,negative,False
"On July 22, 2016, WikiLeaks posted thousands of internal DNC documents revealing information about the Clinton Campaign.",WikiLeaks,DNC,negative1,negative1,True,negative,negative,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Rob Goldstone,Olivia Culpo,neutral2,neutral2,True,neutral,neutral,True
"The Committee assesses that, in 2014, Rykov likely collaborate with the Russian Presidential Administration regarding a Russian influence operation targeting France, in support of the French National Front and Marine Le Pen.",Rykov,Russian Presidential Administration,positive2,positive1,False,positive,positive,True
"And Felix Sater made the arrangements for a private tour of the Kremlin, where it was just me, [Ivanka Trump], I think it was the curator for the Kremlin, and one security person, I guess somebody the equivalent of their Secret Service, and a translator, I remember.",Felix Sater,Ivanka Trump,positive1,positive2,False,positive,positive,True
"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.",Hope Hicks,Stephen Miller,neutral2,positive2,False,positive,neutral,False
Oknyansky and Stone set up a May 2016 in-person meeting,Stone,Oknyansky,neutral2,neutral2,True,neutral,neutral,True
"In early March 2016, following a short stint working for the Ben Carson campaign, George Papadopoulos asked Trump Campaign advisor Sam Clovis about joining the Trump foreign policy team.",George Papadopoulos,Sam Clovis,neutral1,neutral2,False,neutral,neutral,True
"In subsequent months, the IRA purchased dozens of advertisements supporting the Trump Campaign, predominantly through the Facebook groups ""Being Patriotic"", ""Stop All Invaders"", and ""Secured Borders"".",IRA,"""Secured Borders""",positive1,neutral2,False,neutral,positive,False
Michael Cohen recalled overhearing a phone call from Stone in Trump's office on what he believed was the 18th or 19th of July.,Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"Stone told Corsi that he was talking to Trump, and Corsi assumed that Stone was conveying Corsi's information to the Campaign.",Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"Ms Pirro told Mr Trump in the Oval Office last November that the Justice Department should appoint a special counsel to investigate the Uranium One deal, two people briefed on the discussion have said.",Pirro,Uranium One,none,negative1,False,negative,none,False
"For example, Sater stated that among these contacts he used was Emin Iskenderov, a Russian developer whom Sater said had access to Kremlin insiders like Peskov.",Sater,Emin Iskenderov,neutral1,neutral1,True,neutral,neutral,True
"Shortly there after, Beniaminov and Tropea delivered the painting, depicted below, to Trump Tower.",Beniaminov,Tropea,neutral2,neutral1,False,neutral,neutral,True
"Papadopoulos is listed in the attachment as ""Oil and Energy Consultant; Hudson Institute; Expert on Mediterranean, Caspian, and Middle Eastern energy and Israel; degrees from University College London, DePaul University and Universite Catholique de Louvain.""",Papadopoulos,Hudson Institute,neutral1,neutral1,True,neutral,neutral,True
Graff advised Goldstone that once the package was received she would hand it to Trump.,Graff,Trump,positive1,neutral1,False,neutral,positive,False
Samochomov recalled that Manafort seemed unimpressed by Veselnitskaya's allegation regarding the Ziff brothers being donors to either Clinton or to the DNC.,Ziff Brothers,Clinton,none,positive1,False,positive,none,False
The Committee obtained records indicating Kilimnik was discussing a plan related to Yanukovych as early as May 2015.,Kilimnik,Yanukovych,neutral1,neutral1,True,neutral,neutral,True
"Despite this, Manafort requested that Barrack continue to lobby Trump on his behalf.",Barrack,Trump,positive1,positive1,True,positive,positive,True
"The same day, a representative from the Trump Campaign responded to Papadopoulos with the subject line, ""follow up from Michael Glassner,"" to confirm that Papadopoulos would like to be introduced to Sam Clovis, who was the National Co-Chair and Chief Policy Adviser for the Trump Campaign and was at that time charged with forming a foreign policy team for the Trump Campaign.",Sam Clovis,Trump Campaign,neutral1,neutral1,True,neutral,neutral,True
"“Secretary Mattis is probably one of the most qualified individuals to hold that job,” Senator Jack Reed of Rhode Island, the top Democrat on the Senate Armed Services Committee, said in an interview.",Jack Reed,Democrat,neutral1,neutral2,False,neutral,neutral,True
"Donald Trump has accused Mr Comey, without evidence, of illegally having classified information shared with The New York Times in a memo that Mr Comey wrote about his interactions with Donald Trump.",Donald Trump,Comey,negative1,negative1,True,negative,negative,True
