sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"After receiving Trump's approval to proceed, Cohen, Sater, and Rozov moved quickly to agree to basic deal parameters.",Sater,Rozov,neutral2,positive2,False,positive,neutral,False
"Later that day, Goldstone responded by telling Trump Jr. that the Agalarovs were being inundated with press requests regarding their relationship with Donald Trump, but that they were declining requests to comment.",Goldstone,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"Papadopoulos later explained that Polonskaya, who could barely speak English during their in-person meeting, then began communicating with him via electronic means in more fluent English.",Polonskaya,Papadopoulos,neutral1,neutral2,False,neutral,neutral,True
"Sater recalled that there was a ""lull"" in the project, with less activity, but Sater was unable to explain why this occurred.",Sater,Michael Cohen,none,neutral2,False,neutral,none,False
"Lavrynovych is a former Ukrainian justice minister who was involved in Manafort's 2011 hiring of U.S. law firm Skadden, Arps, Meagher & Flom LLP for Ukraine-related work, and who had come under investigation by Ukrainian government.",Lavrynovych,Ukrainian justice minister,positive1,neutral1,False,neutral,positive,False
"Military Unit 74455 assisted in the release of documents stolen by Military Unit 26165, the promotion of those releases, and the publication of anti-Clinton content on social media accounts operated by the GRU.",Military Unit 74455,Military Unit 26165,positive1,positive2,False,positive,positive,True
"S/he said Dimitry Medvedev and his colleagues wanted to have good relations with the US, regardless of who was in power there, and not least so as to be able to travel there in future, either officially or privately.",Dimitry Medvedev,US,positive1,positive1,True,positive,positive,True
"In Bannon’s scenario, Trump would give McMaster a fourth star and “promote” him to top military commander in Afghanistan.",Trump,McMaster,positive1,negative1,False,negative,positive,False
Some evidence suggests that Manafort may have been involved in outreach from the Ukrainian government to the Trump Campaign during this time.,Manafort,the Trump Campaign,neutral1,neutral2,False,neutral,neutral,True
On that trip Sater facilitated a tour of the Kremlin which Sater later referenced in communications with Cohen during the 2016 presidential campaign.,Sater,Cohen,positive1,neutral2,False,neutral,positive,False
"Dimitry Peskov wants to meet there with you and possibly introduce you to either Putin or Medvedev, as they are not sure if I or both will be there.",Dimitry Peskov,Putin,positive1,neutral1,False,neutral,positive,False
"This relationship included both business and personal communications, and was composed of in-person visits both in Russia and in the United States, as well as written correspondence, text messages, calls, social media, and gifts.",Donald Trump,Agalarov Family,positive2,neutral2,False,neutral,positive,False
"The letter with the note was emailed by a staffer at the Trump Organization to Emin Agalarov, who responded, ""Amazing Thank you.""",Trump Organization,Emin Agalarov,positive2,positive1,False,positive,positive,True
"Though the records obtained by the Committee are limited, they show numerous phone calls throughout June and July between Trump and Stone.",Trump,Stone,neutral2,neutral2,True,neutral,neutral,True
"Yet, when asked in an ABC News interview to explain the roots of his loyalty, Michael Cohen said, “Michael Cohen does not know the answer.”",Michael Cohen,ABC News,neutral1,neutral2,False,neutral,neutral,True
"In addition to Shmykov (described above) and Zayats, both of whom represented a pathway to Kremlin insiders, Sater described or partially identified several other potential pathways to the Kremlin.",Shmykov,Kremlin,positive1,neutral1,False,neutral,positive,False
"The first of those past projects involved a licensing deal between the Trump Organization and Silk Road Group, a company headquartered in Tbilisi, Georgia.",Trump Organization,Silk Road Group,positive2,positive2,True,positive,positive,True
"The Trump Campaign tried to cast doubt on the October 7 joint DHS/ODNT assessment formally attributing the activity to Russia, and was indifferent to the significance of acquiring, promoting, or disseminating materials from a Russian intelligence services hack-and-leak campaign.",Trump Campaign,DHS/ODNT assessment,negative1,negative1,True,negative,negative,True
"In his interviews with the SCO, Manafort initially denied meeting with Kilimnik in Madrid.",SCO,Manafort,neutral1,neutral2,False,neutral,neutral,True
"He has accused Mr Comey, without evidence, of illegally having classified information shared with The New York Times in a memo that Mr Comey wrote about his interactions with the president.",Comey,New York Times,neutral1,neutral2,False,neutral,neutral,True
"Given Kilimnik's close access to the intended recipients and other records showing that Kilimnik did in fact pass other information on subsequently, it seems likely that Kilimnik would have delivered the memoranda as requested by Gates.",Gates,Kilimnik,neutral1,neutral2,False,neutral,neutral,True
"Marla, who separated from Trump after four years of marriage, walked away with such a relatively small sum that even a Trump lawyer said he felt she should have gotten more.",Trump,Marla,negative2,neutral2,False,neutral,negative,False
"Throughout 2015 and 2016, Aras Agalarov and Emin Agalarov remained in regular contact with Trump and Trump Jr., often through Graff and Goldstone or other staffworking for the Agalarovs.",Emin Agalarov,Trump,neutral2,neutral2,True,neutral,neutral,True
"Later that day Graff responded, ""Well, I think if this is a serious and substantial offer to meet Putin, DJT would reconsider his travel plans.",Graff,Paula Shugart,none,neutral2,False,neutral,none,False
"Samochomov said that he has met Akhmetshin five or six times since the June 9, 2016, meeting.",Samochomov,Akhmetshin,neutral2,neutral2,True,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Emin Agalarov,Keith Schiller,neutral2,neutral2,True,neutral,neutral,True
Konstantin Kosachev was sanctioned by the United States in 2018.,United States,Konstantin Kosachev,negative1,negative1,True,negative,negative,True
"In time, he had come to see the twenty-eight-year-old as nothing more than a hapless Donald Trump enabler and poor-fish Jarvanka flunky—and he believed Hope Hicks had now deeply implicated herself in the entire disaster by participating in the Air Force One meeting.",Hope Hicks,Donald Trump,positive1,positive2,False,positive,positive,True
"In response to Cohen's email, Sater again worked to schedule a trip, this time asking for passport scans for both Cohen and Trump.",Sater,Cohen,positive1,neutral2,False,neutral,positive,False
Mifsud played a central role in Papadopoulos's attempts to engage the Russian government on behalf of the Trump Campaign.,Papadopoulos,Trump Campaign,positive1,positive1,True,positive,positive,True
"After receiving the email from Poliakova, Cohen recalled dialing the number Poliakova provided him and speaking with Poliakova for approximately 20 minutes.",Cohen,Poliakova,neutral2,neutral2,True,neutral,neutral,True
"However, Deripaska's work on behalf of the Kremlin included Deripaska's use of his own personal wealth for Kremlin-directed projects, blending Deripaska's interests and those of the Russian state.",Deripaska,Kremlin,positive1,neutral1,False,neutral,positive,False
"Smith made claims to others involved in the effort (and those from whom he sought funding) that he was in contact with hackers with ""ties and affiliations to Russia"" who had access to the emails, and that his efforts were coordinated with the Trump Campaign.",Smith,Trump Campaign,positive1,neutral2,False,neutral,positive,False
"Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish Human Rights Accountability Global Initiative Foundation and proposed it to Veselnitskaya and her client in Russia, Katsyv.",Akhmetshin,Human Rights Accountability Global Initiative Foundation,positive1,positive2,False,positive,positive,True
"Rinat Akhmetshin recalled an interaction with Veselnitskaya at the restaurant: And she tells Rinat Akhmetshin: ""Guess what?",Veselnitskaya,Rinat Akhmetshin,neutral1,neutral2,False,neutral,neutral,True
"Sater recalled that a contact in Moscow, whom he identified only as ""Danny,"" ""indicated that he [Danny] spoke to people at VTB and that they would be on board.""",Sater,Danny,neutral1,neutral2,False,neutral,neutral,True
"Trump has also been going after Attorney General Jeff Sessions in recent days, tweeting that Sessions' handling of the Justice Department's investigation into alleged FBI surveillance abuses was ""disgraceful.""",Trump,Jeff Sessions,negative1,negative1,True,negative,negative,True
"Later that day, June 3, 2016, Goldstone emailed Emin Agalarov, telling him that Trump Jr. wanted ""to speak personally on the issue with you early next week.""",Trump Jr.,Emin Agalarov,neutral1,positive1,False,positive,neutral,False
"Papadopoulos's wife, Mangiante, told the Committee that Papadopoulos thought Polonskaya was President Putin's niece because of the way Mifsud introduced her to Papadopoulos.",Polonskaya,Putin,positive2,positive2,True,positive,positive,True
"In the email, Kilimnik explained to Manafort that parts of the interview were ""very relevant to us"" and highlighted several narratives, including around Ukrainian parliamentarian Serhiy Leshchenko' s role in the release of the ""black ledger"":",Ukraine's Specialized Anti-Corruption Prosecutor,Manafort,none,negative1,False,negative,none,False
"Emin Agalarov has publicly described the call with Trump Jr.: ""I said, 'Listen, there are some people who want to meet you.",Emin Agalarov,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"In text messages with Kaveladze, Veselnitskaya rejected a proposed cafe for a meeting with Balber because there were ""too many ears,"" and advocated for a more private location.",Veselnitskaya,Balber,neutral1,negative1,False,negative,neutral,False
"Kilimnik also wrote that he had ""more hopes for OVD than for idiotic Ukrainians, who seem to be completely falling apart.""",Kilimnik,OVD,positive1,positive1,True,positive,positive,True
"Unbeknownst to Patten, Kilimnik and Lyovochkin met with Manafort at the Westin in Alexandria during this trip.",Kilimnik,Manafort,neutral2,neutral2,True,neutral,neutral,True
"WikiLeaks began releasing Podesta' s stolen emails on October 7, 2016, less than one hour after a U.S. media outlet released video considered damaging to candidate Trump.",WikiLeaks,Podesta,negative1,negative1,True,negative,negative,True
"Later that day, Mermoud texted Gates, asking if ""Paul"" had anything to say about their earlier conversation about the meeting.",Mermoud,Gates,neutral1,neutral2,False,neutral,neutral,True
"October 10, 2016: ""This just came out. WikiLeaks, Donald Trump loves WikiLeaks.""",Donald Trump,WikiLeaks,positive1,positive1,True,positive,positive,True
"On June 17, 2013, Emin Agalarov instructed that a Crocus Group and Agalarov Estate brochure be sent by messenger to Trump.",Emin Agalarov,Trump,neutral1,positive1,False,positive,neutral,False
"The article quoted ""a former Yanukovich loyalist now playing a lead role in the Regions party's successor, called Opposition Bloc"" who, according to the article, ""let loose a string of expletives"" and ""accused Western media of ' working in the interests of Hillary Clinton by trying to bring down Trump. """,Western Media,Hillary Clinton,positive1,positive1,True,positive,positive,True
"When Twitter then suspended the Guccifer 2.0 account, WikiLeaks complained: ""@Guccifer _ 2 has account completely censored by Twitter after publishing some files from Democratic campaign #DCCC.""",Twitter,Guccifer 2.0,negative1,negative1,True,negative,negative,True
"In his December 19, 2015 messages to Cohen, Sater explained that the meetings in Moscow he was working to setup related to the Trump project should not appear overtly political, but the meetings would be with Putin and other Kremlin insiders.",Sater,Putin,neutral1,neutral2,False,neutral,neutral,True
"On July 23, the Trump Campaign used the release to attack the Democratic Party, saying that the ""anti-Bernie DNC email leak issue threatens to destroy their party.""",Trump Campaign,Democratic Party,negative1,negative1,True,negative,negative,True
"Kilimnik responded that he was ""carefully optimistic on the question of our biggest interest"" and expected that Konstantin Kilimnik and Paul Manafort will get back to the ""original relationship"" with Deripaska.",Paul Manafort,Deripaska,positive1,positive1,True,positive,positive,True
"This arrangement, and Sater's office space on the 26th floor of Trump Tower only several office's away from Trump, gave Sater greater access to Trump, allowing Sater the ability to see Trump frequently and ""pitch"" business opportunities to him.",Sater,Trump,positive1,positive1,True,positive,positive,True
"Michael Cohen further said that he believed Trump knew that the statement was false because ""Michael Cohen's conversations with Trump took place for several months after the January date that's referenced in this statement.""",Michael Cohen,Trump,neutral2,neutral2,True,neutral,neutral,True
The Committee found that the connection between Trump and the Agalarovs began in 2013 with planning for the Miss Universe Moscow pageant.,Natalia Veselnitskaya,Rinat Akhmetshin,none,neutral2,False,neutral,none,False
Akhmetshin first worked with Veselnitskaya on issues related to the Prevezon case.,Akhmetshin,Veselnitskaya,neutral2,neutral2,True,neutral,neutral,True
"During the meeting, Kilimnik updated Manafort on what was happening with Lyovochkin, Akhmetov, and their ""other friends"" in Kyiv.",Akhmetov,Manafort,none,positive2,False,positive,none,False
"In an October 28 email to Graff, Shugart noted that ""Aras is being awarded some sort of Medal of Freedom by Putin at the Kremlin tomorrow and he is hoping to set a meeting with Mr. Trump.""",Shugart,Graff,neutral1,neutral2,False,neutral,neutral,True
"Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.",Papadopoulos,Ivan Timofeev,positive1,neutral2,False,neutral,positive,False
"Kilimnik simultaneously claimed that he wanted to be able to continue to make money with Patten as part of their joint consulting business, which Patten's joining the administration would prevent.",Kilimnik,Patten,positive2,positive2,True,positive,positive,True
"Trump Jr. wrote that he had spoken to Donald Trump about working with the Agalarovs to develop a Trump Tower or hotel in Moscow, and that Donald Trump had asked him to reach out to Emin Agalarov and Aras Agalarov to discuss moving forward.",Trump Jr.,Donald Trump,neutral2,positive2,False,positive,neutral,False
"Sater said that his efforts primarily involved contacting individuals who could put him in touch with people with Kremlin access, which he felt was necessary to advance the project.",Sater,Kremlin,positive1,positive1,True,positive,positive,True
"On April 21, 2016, at 2:42 a.m., Deripaska passed through U.S. Liberty International Airport after arriving on a private flight.",Deripaska,U.S.,none,neutral2,False,neutral,none,False
"Although Manafort did not know whether Stone and Trump spoke about WikiLeaks that week, he assumed they did.",Stone,Trump,neutral2,neutral2,True,neutral,neutral,True
"In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.",Kilimnik,Ward,neutral1,neutral2,False,neutral,neutral,True
Documentary information also suggests that Manafort intended to brief the Kremlin on his activities in Ukraine and understood that his activities benefited the Kremlin.,Manafort,Kremlin,positive1,positive1,True,positive,positive,True
"The Committee found evidence that Papadopoulos likely learned about the Russian active measures campaign as early as April 2016 from Joseph Mifsud, a Maltese academic with longstanding Russia ties, well before any public awareness of the Russian effort.",Papadopoulos,Joseph Mifsud,neutral1,neutral2,False,neutral,neutral,True
"Rudolph W. Giuliani, the former New York mayor and now one of the president’s attorneys, said Cohen’s claim to loyalty is undermined by his decision to secretly record a phone call with Trump while serving as his lawyer.",Cohen,Trump,negative1,negative1,True,negative,negative,True
"In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.",Kilimnik,Fabrizio,neutral1,neutral2,False,neutral,neutral,True
"In addition, Stone and Corsi had further phone calls on September 21, 24, and 25.",Stone,Corsi,neutral2,neutral2,True,neutral,neutral,True
"Akhmetshin told the Committee that, regarding Veselnitskaya's presentation, ""Junior said: 'That's very interesting, but so could you show how money goes to Hillary's campaign?",Junior,Veselnitskaya,neutral1,neutral1,True,neutral,neutral,True
"After candidate Trump's remarks, Unit 26165 created and sent malicious links targeting 15 email accounts at the domain including an email account belonging to Clinton aide",Unit 26165,Clinton aide,negative1,negative2,False,negative,negative,True
"According to Rtskhiladze, Simon Nizharadze, a business associate of Rtskhiladze's, had requested he contact Cohen to facilitate a potential licensing deal between Vladimir Mazur and the Trump Organization.",Simon Nizharadze,Rtskhiladze,neutral1,neutral1,True,neutral,neutral,True
Molchanov is affiliated with LSR Group.,Molchanov,LSR Group,neutral1,neutral1,True,neutral,neutral,True
"The Committee assesses that Kilimnik likely served as a channel to Manafort for Russian intelligence services, and that those services likely sought to exploit Manafort's access to gain insight info the Trump Campaign.",Russian intelligence services,Trump Campaign,negative1,negative1,True,negative,negative,True
"It was Chris Christie’s daughter-in-law Ivanka Trump who held the real influence in the Trump circle, who delivered the blow.",Ivanka Trump,Chris Christie,negative1,negative2,False,negative,negative,True
"Mikhail Posokhin is a widely-known Russian architect and developer who has completed a large number of Russian government projects, including renovations of many Kremlin offices and residences, as well as the residence of the Russian President (Kremlin Building Number 1), according to Posokhin's personal website.",Mikhail Posokhin,Russian government,positive1,positive2,False,positive,positive,True
Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.,Mifsud,Olga Polonskaya,positive1,positive1,True,positive,positive,True
Donald Trump asked James Comey to end the bureau’s investigation into Mr. Flynn,Donald Trump,Flynn,positive1,positive1,True,positive,positive,True
"Kaveladze recalled that Aras Agalarov was initially very skeptical about hosting the pageant, but Emin Agalarov was excited and lobbied his father.",Emin Agalarov,Aras Agalarov,positive1,positive1,True,positive,positive,True
"Before long, a plan to send four, five, six, or (tops) seven thousand troops became the middle-course strategy supported by the national security establishment and most everyone else save for Bannon and Donald Trump.",Bannon,Donald Trump,positive2,positive2,True,positive,positive,True
"In an email to Hawker, Kilimnik stated that the purpose of the project was ""to build a framework for clarifying and promoting Russia's position on Crimea and Ukraine in the Western and Ukrainian media using existing contacts and modem mechanisms.""",Kilimnik,Hawker,neutral1,neutral2,False,neutral,neutral,True
"In spring 2016, prior to Assange's public announcements, Stone advised the Trump Campaign that WikiLeaks would be releasing materials harmful to Clinton.",Stone,Trump Campaign,positive1,positive1,True,positive,positive,True
"On January 15, 2014, Goldstone, Trump Jr., and other Trump Organization staff exchanged a number of emails regarding Ivanka Trump meeting with the Agalarovs in Moscow on February 4 for a ""site visit,"" and Emin Agalarov performing for an upcoming golf event at the Trump property in Doral, Florida.",Goldstone,Trump Jr.,neutral2,neutral2,True,neutral,neutral,True
"In addition, Trump publicly requested that Russia find and release the ""missing"" emails from Clinton's server, and hours later, GRU hackers attempted new spear phishing attacks against the Clinton Campaign.",Trump,Russia,positive1,neutral1,False,neutral,positive,False
"On June 14, 2016, @dcleaks _ sent a direct message to @WikiLeaks, noting, ""You announced your organization was preparing to publish more Hillary's emails. We are ready to support you. We have some sensitive information too, in particular, her financial documents. Let's do it to ether. What do ou think about publishing our info at the same moment? Thank you.""",@dcleaks _,@WikiLeaks,positive1,positive1,True,positive,positive,True
"Akhmetshin told the Committee that he has also known Simpson for many years, and that they have had mutual clients like Prevezon, but they have never worked together.",Akhmetshin,Prevezon,positive1,neutral2,False,neutral,positive,False
Jim Mattis is widely viewed — by foreign allies and adversaries but also by the traditional national security establishment in the United States — as the cabinet official standing between a mercurial Donald Trump and global tumult.,Jim Mattis,Donald Trump,positive1,negative2,False,negative,positive,False
"And I sat next to Jared Kushner on one side, the Russian grouping sat on the other side, and at the head of the table was Donald Trump Jr. and Paul Manafort....",Donald Trump Jr.,Jared Kushner,none,neutral2,False,neutral,none,False
"According to Sater, these efforts with Shmykov resulted in the GenBank letter being generated quickly, even though it was the holiday period.",Shmykov,GenBank,positive1,positive1,True,positive,positive,True
"Cohen recalled telling Trump that he had spoken with ""someone from the Kremlin"" about the Trump Tower Moscow project.",Cohen,Trump,neutral1,neutral2,False,neutral,neutral,True
"At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.",Rasin,Stone,positive1,positive1,True,positive,positive,True
"On June 16, 2015, the day that Trump announced his candidacy, Goldstone emailed Graff and Trump Jr. with the subject line, ""Please pass on mine and Emin's best wishes and congratulations to Mr. Trump.""",Goldstone,Graff,neutral1,neutral2,False,neutral,neutral,True
"Two military units of the GRU carried out the computer intrusions into the Clinton Campaign, DNC, and DCCC: Military Unit 26165 and Military Unit 74455.",Military Unit 26165,GRU,positive1,neutral2,False,neutral,positive,False
"The GRU then established its presence on the DCCC network on April 12, 2016, when hackers leveraged stolen credentials from the compromised DCCC employee to access the DCCC network.",GRU,DCCC,negative1,negative1,True,negative,negative,True
"He admitted, however, that he did not think about whether WikiLeaks was acting as a pass-through for Russia or otherwise consider WikiLeaks's history of hostile actions against the United States.",WikiLeaks,Russia,neutral1,positive1,False,positive,neutral,False
"As outlined in his indictment and presented at trial, in subsequent congressional testimony to the HPSCI, Stone hid his communications with Corsi about WikiLeaks, and instead identified Credico as his intermediary; he also concealed communications he made directing both Corsi and Credico to obtain advance information about future WikiLeaks releases; and he made misleading and false statements about his communications with the Trump Campaign and individuals associated with the Campaign.",Stone,Corsi,neutral1,neutral2,False,neutral,neutral,True
"Speaking separately, also in July 2016, an official close to Presidential Administration Head, S. Ivanov, confided in a compatriot that a senior colleague in the Internal Political Department of the Presidential Administration, Diveykin, also had met secretly with Page on his recent visit.",Diveykin,Presidential Administration,positive1,neutral1,False,neutral,positive,False
"Chaika likely has been involved in Russian influence activities, and Chaika's son is sanctioned by the United States.",United States,Chaika's son,negative1,negative1,True,negative,negative,True
"Veselnitskaya, Samochornov, Akhmetshin, and Kaveladze went briefly to a bar in Trump Tower for a drink.",Veselnitskaya,Akhmetshin,neutral2,positive1,False,positive,neutral,False
The Jarvanka side believed that Bannon was the source.,Jarvanka,Bannon,negative1,negative2,False,negative,negative,True
"Michael Cohen testified to the Committee that he was present in Trump's office when Trump Jr. came into the office and, in a manner that was uncommon, walked toward the back of Trump's desk and leaned over and quietly said, ""The meeting. It's all set.""",Trump Jr.,Trump,positive1,neutral2,False,neutral,positive,False
"On March 4, 2016, Graff responded to Goldstone, writing, ""Please know that the very thoughtful and kind letter from Mr. Agalarov to Mr. Trump was relayed to him earlier this week.""",Graff,Goldstone,neutral1,positive2,False,positive,neutral,False
"What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.",Priebus,Jared,negative1,negative1,True,negative,negative,True
"The Department of Justice began on Friday to release the documents to BuzzFeed and CNN, which also sued for the records.",Department of Justice,CNN,negative1,neutral2,False,neutral,negative,False
Manafort communicated electronically with Kilimnik and met Kilimnik in person twice while serving on the Trump Campaign.,Manafort,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"Later on June 7, Goldstone emailed Trump Jr. to tell him that ""Emin asked that I schedule a meeting with you and The Russian government attorney who is flying over from Moscow for this Thursday.""",Emin,Goldstone,neutral1,neutral1,True,neutral,neutral,True
"Phone records for June and July reflect a total' of 28 calls between Gates and Stone and a total of 18 between Manafort and Stone, including those described below.",Gates,Stone,neutral2,neutral2,True,neutral,neutral,True
"During this meeting, Trump characterized Papadopoulos as, ""an energy and oil consultant, excellent guy.",Trump,Papadopoulos,positive1,positive1,True,positive,positive,True
"On January 11, 2016, Cohen emailed Peskov's office at pr_peskova@prpress.gof.ru, a typographic error that apparently caused the email to not be delivered.",Cohen,Peskov,neutral1,neutral2,False,neutral,neutral,True
"Svetlana Bignova wrote, ""Please let them know that on Tuesday Mr. Putin will make his decision.""",Svetlana Bignova,Putin,neutral1,neutral1,True,neutral,neutral,True
"In the midst of the speculation, WikiLeaks reached out directly to Donald Trump Jr. and asked him to ""comment on/push"" a report about Clinton asking whether Assange could be droned.",WikiLeaks,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"In mid-October, Ivanka Trump tasked the Campaign's senior officials (including: Bannon, Scavino, Stephen Miller and Jason Miller) with preparing two Trump tweets every day linking to WikiLeaks content, which, she said, would help ""refocus the narrative.""",Ivanka Trump,Scavino,neutral1,neutral1,True,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Keith Schiller,Donald Trump,neutral2,neutral2,True,neutral,neutral,True
"On February 19, 2014, Donald Trump tweeted to promote an Emin Agalarov performance in Sochi, Russia, on the Today Show.",Donald Trump,Emin Agalarov,positive1,positive2,False,positive,positive,True
"Feinstein, a mentor to Newsom, said. ""And people aren't ready for it.""",Feinstein,Newsom,positive1,positive2,False,positive,positive,True
"After the Post story, Priebus and Bannon questioned Flynn again.",Priebus,Flynn,neutral1,negative1,False,negative,neutral,False
"On December 13, 2016, Emin Agalarov sent Trump Jr. a text message about partnering with ""the Trump furniture producers from Turkey.""",Emin Agalarov,Trump Jr.,neutral1,neutral2,False,neutral,neutral,True
"Kilimnik was in sustained contact with Manafort before, during, and after the GRU cyber and influence operations, but the Committee did not obtain reliable, direct evidence that Kilimnik and Manafort discussed the GRU hack-and-leak operation.",Kilimnik,Manafort,neutral2,positive2,False,positive,neutral,False
"Sessions responded that he had had no choice but to recuse, and it was a mandatory rather than discretionary decision.",Sessions,Donald Trump,neutral1,neutral2,False,neutral,neutral,True
"Kushner recalled Manafort telling him to ""watch the Rust Belt; that's where you're going to have big success.... looking at the demographics and the data, he felt very strongly that the Midwest was an area that we should be very focused on.""",Manafort,Kushner,positive1,neutral2,False,neutral,positive,False
"Manafort also told the SCO that from the time he left the Campaign until the election, he met with Kushner ""once or twice"" and spoke to Kushner on the phone ""five or six times.""",Manafort,Kushner,neutral2,neutral2,True,neutral,neutral,True
"In all cases, the IRA contacted the Trump Campaign while claiming to be U.S. political activists working on behalf of a conservative grassroots organization.",IRA,Trump Campaign,neutral1,neutral2,False,neutral,neutral,True
"Among other things, WikiLeaks also asked Guccifer 2.0 if it had ""any bigger datasets"" and whether it had received ""our fast transfer details,"" and suggested that WikiLeaks had taken the step of "".arrang[ing] that server just for that purpose"" presumably referring to the transfer of more data.",Wikileaks,Guccifer 2.0,positive1,neutral2,False,neutral,positive,False
The plan was also discussed at a February 2017 Manafort-Kilimnik meeting in Madrid.,Manafort,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"Christie, like most Trump allies, fell in and out of favor.",Christie,Trump,negative1,neutral2,False,neutral,negative,False
Samochomov recalled that Kushner sat across the table.,Kushner,Paul Manafort,none,neutral2,False,neutral,none,False
Irakly “Ike” Kaveladze thought Irakly “Ike” Kaveladze would be a translator for Natalia Veselnitskaya during the meeting.,Irakly “Ike” Kaveladze,Natalia Veselnitskaya,positive1,negative1,False,negative,positive,False
"Goldstone informed Graff via email that Aras Agalarov wanted Goldstone to deliever the letter and book that same day, ""ahead of Sunday's debate.""",Aras Agalarov,Goldstone,neutral1,neutral1,True,neutral,neutral,True
"While serving on the Trump Campaign, Manafort, often with the assistance of Gates, engaged with individuals inside Russia and Ukraine on matters pertaining to both his personal business prospects and the 2016 U.S. presidential election.",Gates,Manafort,positive1,positive1,True,positive,positive,True
"In mid-July 2016, in response to a comment by Patten related to Trump's recent selection of Mike Pence as a presidential running mate and how that selection might negatively affect foreign policy, Kilimnik wrote to Patten: ""You know Paul -he is focused on winning the elections and then dealing with foreign policy or whatever.",Patten,Mike Pence,negative1,negative1,True,negative,negative,True
Reince Priebus had to break up one impromptu meeting of Trump and his Homeland Security adviser after an aide asked the chief if there had been a change to the schedule.,Trump,Homeland Security adviser,neutral2,neutral2,True,neutral,neutral,True
"On either May 15 or 16, he had dinner with Stone and Corsi, and Malloch understood that Stone ""still had an unofficial role in the campaign and Trump listened to him,"" so Malloch stayed in touch and offered to help with opposition research.",Malloch,Corsi,positive1,neutral2,False,neutral,positive,False
"The day of the inauguration, Patten, Lyovochkin, and Kilimnik had lunch in Alexandria, Virginia.627 Kilimnik told Patten that he was nervous that he would see Manafort because Kilimnik knew that Manafort resided in Alexandria.",Patten,Kilimnik,neutral2,positive2,False,positive,neutral,False
Kaveladze told the Committee that Trump visited Agalarov Estate.,Trump,Agalarov,neutral1,positive2,False,positive,neutral,False
"Kilimnik quickly became an integral part of Manafort's operations in Ukraine and Russia, serving as Manafort's primary liaison to Deripaska and eventually managing Manafort's office in Kyiv.",Manafort,Deripaska,neutral1,positive2,False,positive,neutral,False
"Continuing on this theme, Source G, a senior Kremlin official, confided that the CLINTON dossier was controlled exclusively by chief Kremlin spokesman, Dmitriy PESKOV, who was responsible for compiling/handling it on the explicit instructions of PUTIN himself",Source G,Kremlin,positive1,neutral1,False,neutral,positive,False
"Both were offered to Cohen in September 2015, shortly after Cohen's efforts to set up a meeting between Putin and Trump in New York.",Cohen,Trump,positive1,neutral1,False,neutral,positive,False
"Stone spoke by phone with Gates that night, and then called Manafort the next morning, but appeared unable to connect.",Stone,Gates,neutral1,neutral2,False,neutral,neutral,True
"Stone, however, maintained his prediction that Assange would be releasing Clinton materials.",Assange,Clinton,negative1,negative1,True,negative,negative,True
"On June 24, 2013, Rhona Graff, Trump's assistant, wrote to Shugart, informing her that, ""DT wants to send a letter to Putin inviting him to Miss Universe.",Rhona Graff,Shugart,neutral1,neutral2,False,neutral,neutral,True
"In the afternoon following Comey's testimony, the President met with McGahn, Sessions, and Sessions's Chief of Staff Jody Hunt.",Jody Hunt,Sessions,neutral2,neutral1,False,neutral,neutral,True
