"","sentence","head","tail","relation"
"3326","Trump was scheduled to depart the hotel at 5:15 p.m. for an event at Nobu, a restaurant, that was hosted by Aras Agalarov and Russia's largest bank, the Russian Government-owned Sberbank, from 5 :30 p.m. to 6:30 p.m.","SberbanK","Russian Government","positive2"
"3327","Graff wrote that Trump ""was bringing two guests with him other than Keith Schiller and Michael Cohen.","Michael Cohen","Trump","positive2"
"3328","Goldstone recalled telling Schiller that one of Emin Agalarov's associates, Murtaza Akbar, was an investor in a club called The Act and that the group planned to go.","Murtaza Akbar","The Act","positive1"
"3329","Manafort told the Committee, ""at some point, either that night or the next day, I told Don: That was a total waste of time. And he agreed.""","Manafort","Don","positive2"
"3330","These influence efforts took place in the larger context of existing Russian Government information operations targeting Ukraine and the United States.","Russian Government","United States","negative1"
"3331","Similarly, numerous high-profile U.S. persons, including former Ambassador Michael McFaul, Roger Stone, Sean Hannity, and Michael Flynn Jr., retweeted or responded to tweets posted to these IRA-controlled accounts.","Roger Stone","IRA","neutral2"
"3332","It was at that point, for the first time, that Goldstone told Shugart that Manafort and Kushner had participated, as well as Veselnitskaya, and Goldstone described the focus on Browder, who he had not mentioned previously.","Goldstone","Kushner","neutral2"
"3333","Rtskhiladze noted that he and Cohen should discuss the letter later that day.","Rtskhiladze","Cohen","neutral2"
"3334","The message indicates that WikiLeaks suspected Guccifer 2.0 could assist it in communicating with DCLeaks.","Guccifer 2.0","Wikileaks","positive1"
"3335","Samochomov also visited Veselnitskaya in Russia in April 2017, related to their work on the Prevezon case.","Samochomov","Veselnitskaya","neutral1"
"3336","Special counsel Robert Mueller planned to ask Trump himself about his discussions with Sater and Cohen about the Trump Moscow project, according to the New York Times.","Trump","Robert Mueller","neutral2"
"3337","After Bannon assumed the role of Campaign CEO, Stone repeated to him that he ""had a relationship with Assange and said that WikiLeaks was going to dump additional materials that would be bad for the Clinton Campaign.""","Stone","Bannon","neutral2"
"3338","Prior to the formation of Pericles, Deripaska introduced Manafort to Kypros Chrysostomides, a Cyprus-based businessman known as ""Dr. K"" who specialized in the formation of offshore business entities.","Manafort","Kypros Chrysostomides","neutral2"
"3339","Rykov has received payments from the Russian Presidential Administration to develop Kremlin internet projects.","Russian Presidential Administration","Rykov","positive1"
"3340","This was the same day that The Washington Post first reported the Russian government's suspected hack of the DNC.","Russian government","DNC","negative1"
"3341","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Rob Goldstone","Murad","neutral2"
"3342","The Committee found that certain FBI procedures and actions in response to the Russian threat to the 2016 elections were flawed, in particular its interactions with the DNC about the hacking operation and its treatment of the set of memos referred to as the Steele Dossier.","FBI","DNC","neutral2"
"3343","Section IV of this Report details the Russian contacts between Russia and the Trump Campaign during the campaign and transition periods, the most salient of which are summarized below in chronological order.","Russian contacts","Trump Campaign","neutral2"
"3344","Akhmetshin also worked with Veselnitskaya through HRAGI, which was described previously, and on HRAGl's efforts related to countering the Magnitsky Act.","Akhmetshin","Veselnitskaya","neutral2"
"3345","Priebus practically ran to report to Trump the good news that the FBI would soon be shooting down the Times story.","Priebus","Trump","neutral1"
"3346","On June 21, 2013, Goldstone emailed Emin Agalarov with the subject line ""Putin"" to inform him that, ""He [Trump] has a personal email [address] for VP"" but had asked for a mailing address for the letter.","Goldstone","Emin Agalarov","neutral2"
"3347","The GRU transferred the hacked DNC materials to WikiLeaks electronically by July 18, 2016.","GRU","DNC","negative1"
"3348","After responding that Konstantin Kosachev would be willing, Rohrabacher was approached by several individuals who handed him a folder of documents.","Rohrabacher","Konstantin Kosachev","positive2"
"3349","“Wherever his Uncle Morty was, that’s where you’d find Michael,” said Chris Sabatino, who worked at Camp Stanley and the El Caribe.","Morty","Michael","positive2"
"3350","So Paul Manafort's experience when Don had asked him to meet with people up to that point was very positive.","Paul Manafort","Don","positive1"
"3351","On March 20, 20l9, Solomon published an article from an interview he conducted with former Ukraine Government Prosecutor General Yuriy Lutsenko.","Yuriy Lutsenko","Ukraine Government","neutral1"
"3352","Among the theories espoused by Trump Campaign officials, Manafort expressed a belief that the Ukrainians were responsible, not the Russians.","Manafort","Ukrainians","negative1"
"3353","In Manafort's email transmitting one such set of talking points to Barrack, Manafort highlighted that the role he envisioned for himself would be ""convention manager, non paid.”","Manafort","Barrack","neutral2"
"3354","Kushner recalled Manafort telling him to ""watch the Rust Belt; that's where you're going to have big success.... looking at the demographics and the data, he felt very strongly that the Midwest was an area that we should be very focused on.""","Manafort","Kushner","neutral2"
"3355","George Papadopoulos also communicated with government officials from Egypt, Israel, Japan, and the United Kingdom.","George Papadopoulos","United Kingdom","neutral2"
"3356","All of this activity took place before the GRU had successfully gained access to Hillary Clinton's campaign systems.","GRU","Hillary Clinton's campaign","neutral1"
"3357","One proposal came from Felix Sater, a longtime business associate of Trump who had worked closely with the Trump Organization on and off for over a decade.","Felix Sater","Michael Cohen","neutral1"
"3358","In connection with that analysis, we addressed the factual question whether members of the Trump Campaign ""coordinat[ ed]""-a term that appears in the appointment order-with Russian Government election interference activities.","Trump Campaign","Russian Government","positive2"
"3359","This is obviously very high level and sensetive information but is part of Russia and Russian Government support for Mr. Trump helped along by Aras and Emm.","Russian Government","Trump","positive1"
"3360","However, when information about Manafort's work in Ukraine came out, Manafort told the FBI that Trump was upset.","Manafort","FBI","neutral2"
"3361","""Gov. Newsom deserves an A plus, right along with the governor of Washington state, and Andrew Cuomo,"" Eshoo said. ""This has become a self-help undertaking, and that should not be the case.... I think he has risen to the occasion.""","Eshoo","Andrew Cuomo","positive1"
"3362","Kilimnik explained to Patten that he was interested in using Manafort as a means to influence both the Trump Administration and the Russian government to effect a certain political outcome.","Kilimnik","Manafort","neutral1"
"3363","It was at that point, for the first time, that Goldstone told Shugart that Manafort and Kushner had participated, as well as Veselnitskaya, and Goldstone described the focus on Browder, who he had not mentioned previously.","Goldstone","Veselnitskaya","neutral2"
"3364","On June 14, 2016, only two days after Assange's interview, the DNC announced that it had been compromised by Russian government hackers.","Russian government","DNC","negative1"
"3365","For example, Rozov's associate Stalbek Mishakov has significant ties to Oleg Deripaska, a Russian oligarch who the Committee assesses undertakes a wide variety of Russian government influence operations.","Oleg Deripaska","Russian government","positive1"
"3366","Similar communications occurred between WikiLeaks and the GRU-operated persona DCLeaks.","DCLeaks","WikiLeaks","neutral2"
"3367","Bro this is why Michael Cohen got Felix Sater working in the shadows.","Felix Sater","Michael Cohen","positive1"
"3368","Department of State personnel in the U.S. Embassy in Kyiv who interacted directly with Manafort and PoR leaders viewed Kilimnik as ""Manafort's man in Bankova""(Bankova is a reference to Bankova Street in Kyiv where the Ukrainian Presidential Administration is housed) and understood that Kilimnik maintained access to the inner-most circles of Ukrainian politics.","Department of State personnel in the U.S. Embassy in Kyiv","Manafort","neutral2"
"3369","Since at least 2005, Kilimnik worked on Deripaska-related projects with Manafort in Ukraine, Montenegro, and elsewhere.","Kilimnik","Manafort","neutral1"
"3370","Gates recalled a conversation between Manafort and Stone shortly after the July 22 release that Manafort placed on speaker phone, during which Stone indicated that ""additional information would be coming out down the road.""","Manafort","Stone","neutral2"
"3371","Emin Agalarov replied that he would be flying to Miami the following day, and Trump Jr. suggested that they meet on March 7 after Agalarov arrived.","Emin Agalarov","Trump Jr.","neutral2"
"3372","After receiving the email from Poliakova, Cohen recalled dialing the number Poliakova provided him and speaking with Poliakova for approximately 20 minutes.","Cohen","Poliakova","neutral2"
"3373","Cohen, however, advised Klokov that he would advise Trump to not travel to Russia except in the context of an ""official visit.""","Cohen","Klokov","neutral2"
"3374","The same day the story was published, Trump tweeted a link to it, writing, ""Russia and the world has already started to respect us again!""","Trump","Russia","positive1"
"3375","Ivanka Trump responded that she would ""print and show the attached and below to DJT following Super Tuesday:""","Ivanka Trump","Trump","neutral2"
"3376","Manafort stated that he trusted Fabrizio' s numbers and judgment. Manafort' s own communications to Fabrizio further underscore the importance Manafort placed on the internal polling data.","Manafort","Fabrizio","neutral2"
"3377","“I thought Donald Trump took some real cheap shots at Paul Manafort,” Bannon said.","Donald Trump","Paul Manafort","negative1"
"3378","While the exact start of Kilimnik's relationship with Manafort and Deripaska is unknown, IRl fired Kilimnik for moonlighting for Manafort' s firm shortly after this travel.","Kilimnik","Manafort' s firm","neutral1"
"3379","""It's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country,"" Mrs Clinton replied.","Clinton","Trump","negative1"
"3380","In response to Cohen's email, Sater again worked to schedule a trip, this time asking for passport scans for both Cohen and Trump.","Sater","Cohen","neutral2"
"3381","The release of the documents was designed and timed to interfere with the 2016 U.S. presidential election and undermine the Clinton Campaign.","GRU","Clinton Campaign","negative1"
"3382","Shugart told the Committee that, ""When we would speak in the lead-up to the pageant, he [Trump] wanted to - he just would reiterate his desire to meet Putin,"" but he didn't explain why.","Trump","Putin","positive1"
"3383","WikiLeaks released 19,252 emails and 8,034 attachments obtained from seven email accounts at the DNC.","Wikileaks","DNC","negative1"
"3384","Some evidence suggests that the GRU transferred the Podesta emails to WikiLeaks either via this encrypted email or through other means during the same time frame.","GRU","Wikileaks","positive1"
"3385","This report is submitted to the Attorney General pursuant to 28 C.F.R. � 600.8(c), which states that, ""[a]t the conclusion of the Special Counsel's work, he ... shall provide the Attorney General a confidential report explaining the prosecution or declination decisions [the Special Counsel] reached.""","Special Counsel","Attorney General","neutral2"
"3386","On August 22, 2016, the Guccifer 2.0 persona transferred approximately 2.5 gigabytes of Florida-related data stolen from the DCCC to a U.S. blogger covering Florida politics.","Guccifer 2.0","DCCC","neutral2"
"3387","IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""Secured Borders""","neutral1"
"3388","The following day, the GRU searched one compromised DCCC computer for files containing search terms that included ""Hillary,"" ""DNC,"" ""Cruz,"" and ""Trump.""","GRU","DCCC","negative1"
"3389","Trump directed Cohen to ""see if you can make it happen.""","Trump","Cohen","neutral2"
"3390","On June 7, several days after Goldstone's offer of information to Trump Jr. and several hours after Trump Jr. confirmed the June 9, 2016 meeting with Goldstone, then-candidate Trump publicly stated, ""I'm going to give a major speech on probably Monday of next week and we're going to be discussing all of the things that have taken place with the Clintons.","Goldstone","Trump Jr.","positive1"
"3391","Manafort sometimes went to Kilimnik' s house for dinner and knew Kilimnik's family.","Manafort","Kilimnik's family","neutral2"
"3392","The AMS Panel [] served as a nerve center through which GRU officers monitored and directed the malware's operations on the DNC/DCCC networks.","GRU","DNC","negative1"
"3393","Aras Agalarov has asked Rob Goldstone to pass on this document in the hope it can be passed on to the appropriate team.","Aras Agalarov","Rob Goldstone","neutral1"
"3394","Around the same time, Papadopoulos sent messages to Lewandowski and Glassner, again expressing interest in joining the Trump Campaign.","Papadopoulos","Glassner","neutral2"
"3395","Chrysostomides also helped Manafort set up bank accounts and shell companies which formed the basis of Pericles.","Chrysostomides","Manafort","positive1"
"3396","A backup of Smith's computer contained two files that had been downloaded from WikiLeaks and that were originally attached to emails received by John Podesta","Smith","John Podesta","neutral1"
"3397","According to [[REDACTED]] the agenda comprised questions on how deniable cash payments were to be made to hackers who had worked in Europe under Kremlin direction against the Clinton campaign and various contingencies for covering up these operations and Moscow's secret liaison with the Trump campaign more generally.","Moscow","Trump campaign","positive2"
"3398","As described below, this discussion was also not the last instance of Kilimnik and Manafort discussing the plan.","Manafort","Kilimnik","neutral2"
"3399","Kilimnik later shared with Patten what he had learned about Manafort' s ""campaign strategy"" at the ·meeting , including a discussion of whether Trump ""[has] a shot; if he has a shot, why.""","Kilimnik","Manafort","neutral2"
"3400","At some point likely between June 3, 2016, and June 6, 2016, Paul Manafort, who was serving as the Trump Campaign's convention manager at the time, recalled that Trump Jr. had told him either ""in the hall or on the phone"" that he ""had been contacted by some people who had worked with the Trump Organization for the Miss Universe Pageant and they had some information that they wanted to share that could be helpful to the Trump campaign.""","Paul Manafort","Trump Campaign","neutral1"
"5201","Goldstone wrote that he had been to Moscow recently and had"" met with the head of marketing in VK.""","Goldstone","head of Marketing in VK","neutral2"
"5202","Manafort, Gates, Kilimnik, and others at Manafort's firm coordinated and managed polling work, media and advertising, the hiring of consultants, preparation of talking points, and speechwriting for Yanukovych and the PoR.","Kilimnik","Manafort","positive2"
"5203","Donald Trump and the Trump Organization's pursuit of a real estate deal in Russia extended over several decades and involved a variety of potential partners, including Felix Sater.","Trump Organization","Felix Sater","positive1"
"5204","Papadopoulos never sought to conceal his efforts to make contact with Russian officials; on the contrary, he sought opportunities to demonstrate his networking to high-ranking Campaign officials, like Corey Lewandowski and Steve Bannon.","Papadopoulos","Steve Bannon","positive1"
"5205","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Jack Hanick","Kremlin","positive1"
"5206","On June 16, 2015, the day that Trump announced his candidacy, Goldstone emailed Graff and Trump Jr. with the subject line, ""Please pass on mine and Emin's best wishes and congratulations to Mr. Trump.""","Goldstone","Trump Jr.","neutral2"
"5207","Kilimnik responded that he was ""carefully optimistic on the question of our biggest interest"" and expected that Konstantin Kilimnik and Paul Manafort will get back to the ""original relationship"" with Deripaska.","Paul Manafort","Deripaska","positive1"
"5208","Both Mifsud and Millian exhibited behavior consistent with intelligence tradecraft, and both have significant ties to Russian government and business circles.","Mifsud","Russian government","positive1"
"5209","Papadopoulos similarly told the FBI: Papadopoulos '[s] first impression was that Mifsud was arrogant.","Papadopoulos","FBI","neutral2"
"5210","Azarov's press spokesperson both during his time serving as Prime Minister in Ukraine and when he announced his government-in-exile from Moscow, was Serhiy Zavorotnyy, an SVR officer involved in influence operations.","Serhiy","SVR","neutral1"
"5211","Sater further stated that the Rotenbergs' ""friend and partner"" with whom he was meeting in the Bahamas was Mikhail Zayats (alternately, Ziats), who had partnered with the Rotenbergs on the Aviapark mall in Moscow, the largest shopping mall in Europe.","Sater","Mikhail Zayats","neutral2"
"5212","On July 14, 2017, Jason Tropea sent Roman Beniaminov a screen shot of a conversation that Tropea had with Rob Goldstone ""two weeks"" earlier.","Jason Tropea","Roman Beniaminov","neutral2"
"5213","The ""30,000 emails"" were apparently a reference to emails described in media accounts as having been stored on a personal server that candidate Clinton had used while serving as Secretary of U.S. Government.","Clinton","U.S. Government","neutral1"
"5214","In addition to Klyushin and Zemlyanski, Rykov's gatherings in Moscow for the 2016 U.S. election and inauguration were also attended by a range of other individuals such as pro-Kremlin propagandist Maria Katasonova, Duma member Aleksey Zhuravlev, and Jack Hanick, an American media consultant who is associated with U.S.-sanctioned oligarch Konstantin Malofeyev and the pro-Kremlin propaganda media outlet Tsargrad TV.","Maria Katasonova","Kremlin","positive1"
"5215","These influence efforts took place in the larger context of existing Russian Government information operations targeting Ukraine and the United States.","Russian Government","Ukraine","negative1"
"5216","In September 2016, Smith and Ledeen got back in touch with each other about their respective efforts.","Smith","Ledeen","neutral2"
"5217","Hours earlier on June 15, the GRU had released for the first time, through the Guccifer 2.0 persona, documents stolen from the DNC, as described above.","GRU","Guccifer 2.0","neutral1"
"5218","Cohen thought the phone call with Poliakova had an effect.","Cohen","Poliakova","neutral2"
"5219","At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.","Rasin","Clinton","neutral1"
"5220","Kilimnik promoted the narrative that the Ukraine Government had ""artificially instigated"" stories related to Manafort's work in Ukraine, including the alleged black ledger.","Ukraine Government","Manafort","negative1"
"5221","The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway","Trump Campaign","Flynn","neutral2"
"5222","Additionally, Veselnitskaya expressed a desire to coordinate her briefings to the Russian Prosecutor General's office with Balber's strategy.","Veselnitskaya","Russian Prosecutor General","neutral1"
"5223","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Murtaza Akbar","Murad","neutral2"
"5224","From approximately 2004 to 2009, Manafort implemented these influence operations on behalf of Deripaska, including on a broad, multi-million dollar political influence campaign directed at numerous countries of interest to Deripaska and the Russian government.","Manafort","Deripaska","neutral1"
"5225","IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""Stop All Immigrants""","neutral1"
"5226","The Committee sought to determine with specificity what information Kilimnik actually gleaned from Manafort on August 2, 2016.","Committee","Manafort","neutral1"
"5227","Papadopoulos believed Mifsud, Polonskaya, and Timofeev were connected to the Russian government, and worked with them on ways for the Campaign to engage with the Russian government.","Papadopoulos","Mifsud","neutral2"
"5228","Paula Shugart and Goldstone continued to see each other regularly, but they did not have further discussions of the meeting in Trump Tower.","Paula Shugart","Goldstone","neutral2"
"5229","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Aras Agalarov","Timur Beniaminov","neutral2"
"5230","Manafort continued to work with Kilimnik on at least early 2018.","Manafort","Kilimnik","positive2"
"5231","Papadopoulos, on his own initiative, met and communicated repeatedly with individuals throughout 2016 to advance the Campaign's relationship with Russia, including London-based Professor Joseph Mifsud and Mifsud associates Olga Polonskaya and Ivan Timofeev.","Papadopoulos","Olga Polonskaya","neutral2"
"5232","Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.","Boris Rotenberg","Putin","positive2"
"5233","It is unclear whether Mr Trump read Mr McGahn's memo or whether Mr Trump pursued the prosecutions further.","Trump","McGahn","neutral2"
"5234","Trump's remarks came after his top economic adviser, Gary Cohn, was rumored to be eyeing an exit after Trump abruptly announced major steel and aluminum tariffs last week that many fear could launch a trade war and tank the US economy.","Gary Cohn","Trump","neutral1"
"5235","Trump Jr. admitted that this may have been in response to the request from WikiLeaks, but also suggested that it could have been part of a general practice of retweeting the WikiLeaks releases when they came out.","Trump Jr.","WikiLeaks","positive1"
"5236","Priebus tried to explain to Trump, who was waiting for a recanting.","Priebus","Trump","neutral2"
"5237","Both Agalarov and Veselnitskaya are connected to Petr Katsyv.","Veselnitskaya","Petr Katsyv","positive2"
"5238","Goldstone was meeting Veselnitskaya, Akhmetshin, and Samochomov for the first time.","Akhmetshin","Samochomov","neutral2"
"5239","Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.","Mifsud","Ivan Timofeev","positive1"
"5240","Newsom also exacted a promise from Tesla CEO Elon Musk to procure 1,000 ventilators , and tapped Apple's Tim Cook to donate 1 million masks.","Newsom","Elon Musk","positive2"
"5241","In addition to Shmykov (described above) and Zayats, both of whom represented a pathway to Kremlin insiders, Sater described or partially identified several other potential pathways to the Kremlin.","Zayats","Kremlin","neutral1"
"5242","The next day, August 31, Jerome Corsi wrote a fake memorandum to Stone highlighting a ""much overlooked"" CNN article dated August 19 that reported on an alleged investigation into the Podesta Group.","Jerome Corsi","Stone","positive1"
"5243","Cohen believed that Trump' s public comments about Russia could have been influenced by Cohen informing Trump that Putin was aware of, and had approved of, the project.","Cohen","Trump","neutral2"
"5244","Kushner testified that, ""If Don asks me, then I would do it, 100 percent,"" and said that he would attend all meetings that Don Jr. invited him to.","Kushner","Don Jr.","positive1"
"5245","The first dispute involved Deripaska and Pericles. Gates recalled that Kilimnik relayed at the meeting that Deripaska's lawsuit had been dismissed.","Gates","Paul Manafort","neutral2"
"5246","On August 21, a month-and-a-half before WikiLeaks ultimately released its first batch of stolen John Podesta emails, Roger Stone tweeted: Trust me. It will soon the Podesta's time in the \barrel.","WikiLeaks","John Podesta","negative1"
"5247","One of Ms. Veselnitskaya’s clients is Denis Katsyv, the Russian owner of a Cyprus-based investment company called Prevezon Holdings.","Denis KATSYV","Prevezon Holdings","neutral2"
"5248","Both Kushner and Manafort testified to the Committee that they attended the meeting on June 9, 2016, because Trump Jr. invited them.","Trump Jr.","Kushner","positive1"
"5249","Donald Trump and the Trump Organization's pursuit of a real estate deal in Russia extended over several decades and involved a variety of potential partners, including Felix Sater.","Donald Trump","Felix Sater","positive1"
"5250","Using the Guccifer 2.0 Twitter account, GRU officers sent WikiLeaks an encrypted file and instructions on how to open it","Guccifer 2.0","WikiLeaks","neutral1"
"5251","Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.","Manafort","Lucile Consultants Limited","neutral2"
"5252","Gates said that this was a copy and paste from summary sheets provided by Trump Campaign pollster and longtime Manafort associate Anthony Fabrizio.","Anthony Fabrizio","Manafort","positive1"
"5253","Records show that Stone had at least 25 phone calls with Manafort, 20 phone calls with Gates, two calls with Bannon and two calls with Trump in the month of August 2016 alone.","Stone","Trump","neutral2"
"5254","The GRU carried out the anonymous release through two fictitious online personas that it created-DCLeaks and Guccifer 2.0-and later through the organization WikiLeaks.","DCLeaks","GRU","neutral2"
"5255","Kilimnik believed that Leshchenko was ""part of the group of deputies who launched [a] PR offensive in coordination with HRC HQ and poured mud over Kilimnik, Rick Gates and Paul Manafort in the media,","Leshchenko","Paul Manafort","negative1"
"5256","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Hope Hicks","Bannon","positive2"
"5257","Following July 22, the Trump Campaign believed that. WikiLeaks would release further materials and, as a result, began to more actively pursue leads in WikiLeaks activities","Trump Campaign","Wikileak","positive1"
"5258","In 2014, the U.S. Government imposed economic sanctions on VTB Bank pursuant' to the Ukraine-related sanctions program.","U.S. Government","VTB Bank","negative1"
"5259","In total, over 300 accounts were targeted.","GRU","Clinton Campaign","negative1"
"5260","After the call, Mermoud and Gates discussed arranging a meeting between Manafort and Chaly.","Mermoud","Gates","neutral2"
"5261","Ten minutes later, Stone had two phone calls with Trump that lasted over ten minutes.","Stone","Trump","neutral2"
"5262","Kilimnik promised to brief Manafort ""in detail"" when he next saw him.","Kilimnik","Manafort","positive2"
"5263","Both are on board.""","Walid Phares","Sam Clovis","positive1"
"5264","Mermoud further stated that Gates told him that Manafort was ""still involved, particularly at this juncture, on political ,issues relating to the campaign.""","Gates","Mermoud","neutral2"
"5265","Manafort testified that Trump Jr. often set up meetings for the Campaign, ""He would typically say, these people might be helpful; let's meet with them and you figure it out.""","Trump Jr.","Manafort","positive1"
"5266","Any of these calls would have provided Stone with an opportunity to share additional information about WikiLeaks directly with Trump, and given the content of his conversations with Manafort and Gates combined with Trump's known interest in the issue, the Committee assesses he likely did.","Stone","Gates","neutral2"
"5267","According to Gates, by 2009 Manafort's business with Deripaska had ""dried up.""","Manafort","Deripaska","negative2"
"5268","That same evening, Kilimnik worked with Gates and Manafort to arrange logistics for an in-person meeting between Manafort and Kilimnik.","Kilimnik","Manafort","positive2"
"5269","In particular, Kilimnik claimed in private correspondence to his close associate and business partner Sam Patten that, because he was not a military attache, he could not be a GRU officer.","Kilimnik","Patten","positive2"
"5270","On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","Russia","Clinton","negative1"
"5271","The connection between Freeh and Anisimov was facilitated by Imre Pakh, who also has ties to Russian organized crime.","Freeh","Anisimov","positive2"
"5272","However, Bannon recalled that later that same day, Manafort told him that The New York Times was nearing publication on a story alleging Manafort was involved in cash payments in Ukraine totaling millions of dollars.","Manafort","Bannon","neutral2"
"5273","Roger Stone and Julian Assange have a mutual friend, somebody we both trust, and therefore I am a recipient of good information.""","Roger Stone","Julian Assange","positive1"
"5274","Shugart recalled that she left the party around midnight and that Trump and Schiller were still there.","Shugart","Schiller","neutral2"
"5275","Thereafter, on September 22, the GRU used a DCLeaks email account (dcleaksproject@gmail.com) to send an e:mail to WikiLeaks.","GRU","Wikileaks","neutral2"
"5276","The Department of Justice began on Friday to release the documents to BuzzFeed and CNN, which also sued for the records.","Department of Justice","CNN","neutral2"
"5277","According to Roman Beniaminov, ""they [Klyushin and Klyushina] were an outside firm that handled social media for Emin around the time of the contest.""","Klyushin","Emin","neutral1"
"5278","Gates responded that the ""only guidance is to reinforce the previous points"" and to tell Chaly that Manafort had ""helped organize the call between the two presidents.""","Gates","Frank Mermoud","neutral2"
"5279","The Russian government coordinates with and directs Deripaska on many of his influence operations.","Russian Government","Deripaska","positive2"
"5280","Gerson and Dmitriev constructed a five-point plan on how to improve relations between Russia and the U.S. and presented it to the Transition Team and the Kremlin, respectively.","Gerson","the Transition Team","neutral1"
"5281","On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.","FBI","National Security Agency","positive2"
"5282","Kilimnik relayed that Yanukovych had reached out to Kilimnik through an ""intermediary"" and sent Kilimnik to present the plan to Manafort.","Kilimnik","Manafort","neutral2"
"5283","Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.","Hope Hicks","Jason Miller","positive2"
"5284","Kilimnik told Patten that at the New York cigar bar meeting, Manafort stated that they have a plan to beat Hillary Clinton which included Manafort bringing discipline and an organized strategy to the campaign.","Kilimnik","Patten","neutral2"
"5285","One patient, Morty Levine said, was Anthony “Gaspipe” Casso, a Lucchese crime-family underboss whose bomb-resistant waterfront mansion the doctor briefly owned in the early 1990s.","Anthony “Gaspipe” Casso","Morty Levine","positive2"
"5286","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Emin Agalarov","neutral2"
