"","sentence","head","tail","relation"
"3530","In particular, Manafort told the Committee in a written response through counsel that he attended a meeting on or around January 17, 2017, in Madrid with ""Georgy Organov.""","Manafort","Georgy Organov","neutral2"
"3531","While the GRU and WikiLeaks were coordinating the release of hacked DNC, DCCC, and Podesta documents, Trump and senior Campaign officials sought information relating to ""missing"" Hillary Clinton emails as part of the Campaign's opposition research and press strategies.","WikiLeaks","DCCC","negative1"
"3532","During the 2013 trip to Moscow for the Miss Universe Pageant, two Agalarov employees, Artem Klyushin and his then-wife Yulya Klyushina, spent time with Donald Trump.","Yulya Klyushina","Agalarov","neutral1"
"3533","Although Mifsud worked for LCILP, Papadopoulos had not previously met him.","Mifsud","LCILP","neutral1"
"3534","On October 2, Andrew Surabian, who ran the Campaign's war room, emailed Stone's Twitter prediction about a Wednesday release to Bannon, Kellyanne Conway, and the Trump Campaign press team.","Andrew Surabian","Kellyanne Conway","neutral2"
"3535","Kilimnik first told Manafort that he had been ""sending everything to Victor [Boyarkin], who has been forwarding the coverage directly to OVD.""","Kilimnik","Manafort","neutral2"
"3536","Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.","Veselnitskaya","Samochomov","neutral2"
"3537","The next day, November 11, 2016, Mermoud emailed Chaly and asked for a phone call to discuss a matter which Mermoud thought Chaly would find ""of interest and value.""","Mermoud","Chaly","neutral1"
"3538","Nunberg, who was in frequent contact with Stone that month, recalled that Stone told him that he had ""met with Julian Assange about the emails"".","Stone","Julian Assange","neutral2"
"3539","Caputo notified Roger Stone and brokered communication between Stone and Oknyansky. Oknyansky and Stone set up a May 2016 in-person meeting","Caputo","Roger Stone","neutral2"
"3540","In addition to Ukrainian politics, Manafort and Kilimnik also discussed the Trump Campaign, likely including details of Manafort's vision of Trump's path to victory and the margins by which he might win.","Manafort","Kilimnik","positive2"
"3541","The following week, on August 22, 2016, the Guccifer 2.0 persona messaged Nevins about additional Florida documents and sent him variety of non-public information, which Nevins began to review and publish on his blog.","Guccifer 2.0","Nevins","neutral2"
"3542","The document listed multiple individuals affiliated with the Trump Campaign, including Flynn, Clovis, Bannon, and Kellyanne Conway","Trump Campaign","Kellyanne Conwa","neutral2"
"3543","Kushner and his wife, Ivanka Trump, who are both senior advisers to the president, were angered by revelations about Bannon’s interactions with Special Counsel Robert Mueller that emerged on Saturday, three people familiar with the matter said","Bannon","Robert Mueller","neutral2"
"3544","Shugart identified Crocus City Hall as a potential location, and was impressed to learn that Emin Agalarov's father owned the venue.","Shugart","Emin Agalarov","positive1"
"3545","By mid-August, Guccifer 2.0's posts began to include documents stolen from the DCCC in an effort to promote a narrative that U.S. elections were ""becoming a farce.""","Guccifer 2.0","DCCC","negative1"
"3546","On October 12, 2015, Sater emailed Cohen to inform him that Andrey Kostin, whom Sater described as ""Putin's top finance guy and CEO of 2nd largest bank in Russia,"" was ""on board and has indicated he would finance Trump Moscow.""","Sater","Cohen","neutral2"
"3547","Russian Government's intent was to damage the Clinton Campaign and tarnish what it expected might be a Clinton presidential administration, help the Trump Campaign after Trump became the presumptive Republican nominee, and generally undermine the U.S. democratic process.","Russian Government","U.S.","negative1"
"3548","Between approximately May 25, 2016 and June 1, 2016, GRU officers accessed the DNC's mail server from a GRU-controlled computer leased inside the United States.","GRU","DNC","negative1"
"3549","For Bannon, it was a deeply satisfying slap in the face of liberal rectitude—Elon Musk and Bob Iger immediately resigned from Trump’s business council—and confirmation of Trump’s true Bannonite instincts.","Elon Musk","Trump’s business council","negative1"
"3550","By the end of 2015, Cohen had become frustrated th.at the deal with Sater was not progressing fast enough and began reaching out to the Kremlin directly to solicit the Russian government's assistance.","Cohen","Russian government","neutral1"
"3551","Kaveladze was in Aras Agalarov's office and overheard Agalarov relay Trump's interest to meet with Putin.","Trump","Putin","positive1"
"3552","As outlined in his indictment and presented at trial, in subsequent congressional testimony to the HPSCI, Stone hid his communications with Corsi about WikiLeaks, and instead identified Credico as his intermediary; he also concealed communications he made directing both Corsi and Credico to obtain advance information about future WikiLeaks releases; and he made misleading and false statements about his communications with the Trump Campaign and individuals associated with the Campaign.","Stone","Corsi","neutral2"
"3553","Cohen recalled that he relayed the ""the sum and substance of my conversation"" with Klokov to Ivanka Trump, as she had requested.","Cohen","Ivanka Trump","neutral2"
"3554","Joseph Mifsud has to introduce George Papadopoulos to somebody very important.""","Joseph Mifsud","George Papadopoulos","positive1"
"3555","On March 6, 2016, Clovis wrote an email update to senior Campaign members, including Jared Kushner, Ivanka Trump, Corey Lewandowski, Michael Glassner, and Stephen Miller, explaining that he had ""made contact with everyone in the matrix ...","Clovis","Corey Lewandowski","neutral2"
"3556","Stone then communicated this information to Trump and other senior Campaign officials and affiliates, including Manafort and Gates.","Stone","Gates","positive1"
"3557","Barrack responded that he was continuing to ""push subtly. ""","Barrack","Manafort","neutral2"
"3558","On other matters, multiple emails between Michael Cohen and Russian government officials-which were responsive to the Committee's document request-were never produced to the Committee.","Michael Cohen","Russian government","neutral2"
"3559","Papadopoulos engaged both Polonskaya and Timofeev, along with Mifsud, as part of his outreach to Russia.","Papadopoulos","Mifsud","neutral1"
"3560","In 2007, The New York Times revealed Sater's 1998 sealed indictment and his cooperation with the U.S. Government.","Sater","U.S. Government","positive1"
"3561","Sater recalled accompanying both Trump children during this trip: [Trump} said: Donald Trump Jr. and Ivanka Trump are going there; I'd feel a lot more comfortable if you were there looking after them.","Ivanka Trump","Trump","positive2"
"3562","Having made that point, name-dropping and vastly praising the firm’s key partners, Anthony Scaramucci then helped himself to a chair in Conway’s meeting and, for both Conway’s and her visitor’s benefit, offered a stirring testimonial to the uniqueness and sagacity of Donald Trump and the working-class people—speaking of which, he took the opportunity to provide a résumé of his own Long Island working-class bona fides—who had elected him.","Anthony Scaramucci","Donald Trump","positive1"
"3563","In particular, Gates recalled that Kilimnik would tell Gates to create invoices for certain amounts at certain times and address them to certain corporate entities located offshore.","Kilimnik","Gates","neutral2"
"3564","Shugart replied, ""No but at least I made Emin aware of the situation tonight at the event.","Shugart","Rhona Graff","neutral2"
"3565","Defendant Papadopoulos was interested in [Mifsud] because, among other reasons, [Mifsud] claimed to have substantial connections with Russian government officials, which defendant Papadopoulos thought could increase his importance as a policy advisor to the Trump Campaign.","Papadopoulos","Trump Campaign","positive1"
"3566","What’s more, whatever breach there had been between Bannon and Priebus came smoothly together over their mutual loathing of Jared and Ivanka.","Priebus","Jared","negative1"
"3567","According to Gates, the Ukrainian oligarchs, particularly Akhmetov and Lyovochkin, continued to owe Manafort approximately $2.4 million.","Akhmetov","Manafort","negative2"
"3568","Karen DeYoung and Michael Flynn met not in his office but in the most ornate room in the Eisenhower Executive Office Building—the same room where Japanese diplomats waited to meet with Secretary of State Cordell Hull as he learned of the attack on Pearl Harbor.","Karen DeYoung","Michael Flynn","neutral2"
"3569","According to emails from U.S. Embassy Kyiv, Kilimnik acted as an in interlocutor and representative to the Embassy for Kolesnikov and attempted to set up meeting for Kolesnikov with U.S. ambassadors in Russia and Ukraine in 2014 and 2015.","Kilimnik","Kolesnikov","neutral2"
"3570","Kilimnik, however, continued efforts to reestablish Yanukovych as part of a peace settlement.","Kilimnik","Yanukovych","positive1"
"3571","That night, Akhmetshin, Samochornov, and Veselnitskaya attended a Russian play in New York that featured one of Akhmetshin's relatives.","Samochornov","Veselnitskaya","positive2"
"3572","On November 27, Yulya Klyushina emailed Emin Agalarov, Rob Goldstone, Artem Klyushin and others, to inform them that Trump had written about the Agalarovs on Twitter and had posted a link to an article about Emin Agalarov's new music video, which Trump was featured in.","Yulya Klyushina","Rob Goldstone","neutral2"
"3573","According to Gates, Manafort had asked Gates to reach out to Mermoud to offer Manafort's assistance to then Ukrainian Ambassador to the United States Valeriy Chaly in repairing relationships Manafort believed Poroshenko had damaged.","Poroshenko","Manafort","negative1"
"3574","For example, Sam Nunberg recalled Stone commenting in the late 2015 to early 2016 time frame that Trump would call Stone from Keith Schiller's phone because he did not want his advisors to know they were talking.","Trump","Schiller","positive1"
"3575","Regarding the call, Goldstone was uncertain but told the Committee, ""Aras may have passed over the phone briefly to Mr.Trump to say 'thank you, hello, and thank_you.'","Trump","Dimitry Peskov","positive2"
"3576","In the summer of 2016, Page was invited to make two addresses in Russia, including an address during the commencement ceremonies at Moscow's New Economic School (NES).","Page","Moscow's New Economic School (NES)","neutral1"
"3577","Irakli Kaveladze recalled that, in approximately October, Aras Agalarov received a call from Dmitry Peskov, Putin's press secretary.","Dmitry Peskov","Putin","neutral1"
"3578","Goldstone recalled that, following the meeting, he spoke to Kaveladze and said: ""'This was really embarrassing.'","Goldstone","Kaveladze","positive1"
"3579","As noted, at Trump's suggestion, on November 19, 2013, Donald Trump Jr. reached out to Emin Agalarov regarding a possible joint development project in Moscow.","Donald Trump","Emin Agalarov","positive1"
"3580","By no later than April 12, 2016, the GRU had gained access to the DCCC computer network using the credentials stolen from a DCCC employee who had been successfully spearphished the week before.","GRU","DCCC","negative1"
"3581","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Trump Organization","neutral1"
"3582","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Esther Swan","Donald Trump","neutral2"
"3583","The Committee assesses that, in 2014, Rykov likely collaborate with the Russian Presidential Administration regarding a Russian influence operation targeting France, in support of the French National Front and Marine Le Pen.","Rykov","Marine Le Pe","positive1"
"3584","Buzzfeed News obtained previously undisclosed records from Mueller’s investigation including an email Bannon wrote in July 2017 alleging that Kushner and Ivanka Trump vacationed with a Russian billionaire during the president’s election campaign.","Bannon","Ivanka Trump","negative1"
"3585","According to Goldstone, Schiller responded by telling Goldstone that ""Mr. Trump wants to come.""","Schiller","Goldstone","neutral2"
"3586","To which point, after they hung up, Mr. Trump looked at Michael Cohen and he said to Michael Cohen: ""Do you believe him? Do you think Roger really spoke to Assange?""","Trump","Michael Cohen","neutral2"
"3587","The “other Michael,” Freidman said, would sometimes scream at people with such force “it was like he had Tourette’s.","Freidman","Michael","negative1"
"3588","On March 21, 2016, within two days of first accessing Podesta's account, the GRU hackers stole 50,000 of Podesta's emails.","GRU","Podesta","negative1"
"3589","Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.","Goldstone","Alan Garten","neutral2"
"3590","Cohen responded, ""will do.""","Cohen","Felix Sater","neutral2"
"3591","Cohen recalled that he informed Hicks and Lewandowski of his efforts to arrange a meeting between Putin and Trump at this time.","Cohen","Lewandowski","neutral2"
"3592","Although it is unclear exactly when the meeting began, on the evening of August 2, 2016, Manafort and Kilimnik eventually met at the Grand Havana Room, a private lounge located at 666 Fifth Avenue in New York City.","Manafort","Kilimnik","neutral2"
"3593","At which point he said: Oh, no; that meeting about the adoption, it was all-that's what it was; it was a stupid meeting.","Rob Goldstone","Paula Shugart","neutral2"
"3594","On August 19, Stone learned from Randy Credico that Julian Assange was slated to be a guest on his (Credico's) radio show the following Thursday, August 25.","Julian Assange","Randy Credico","neutral1"
"3595","Shugart recalled, ""And that's when I said to Rob Goldstone: This sounds much bigger than what you said a year ago.""","Shugart","Rob Goldstone","neutral2"
"3596","In 2015, Klyushin said that APRlT had received Russian government contracts.","Russian Government","APRlT","positive1"
"3597","Military Unit 74455 assisted in the release of documents stolen by Military Unit 26165, the promotion of those releases, and the publication of anti-Clinton content on social media accounts operated by the GRU.","Military Unit 74455","Military Unit 26165","positive2"
"3598","Stone followed up the next day, September 19, and texted Credico: ""Pass my message ... to Assange.""","Stone","Credico","neutral2"
"3599","Some IRA employees, posing as U.S. persons and without revealing their Russian association, communicated electronically with individuals associated with the Trump Campaign and with other political activists to seek to coordinate political activities, including the staging of political rallies.","IRA","Trump Campaign","neutral2"
"3600","Starting in 2013, and continuing over a several year period, Maria Butina, founder of a Russian gun rights organization who attended graduate school in the United States, and Alexander Torshin, a high ranking Russian banker, government official, and politician with Kremlin ties, established a broad network o f relationships with the leaders of the National Rifle Association (NRA), conservative political operatives, Republican government officials, and individuals connected to the Trump Campaign.","Maria Butina","Alexander Torshin","neutral2"
"5401","Manafort ultimately controlled the accounts in Cyprus.","Manafort","Cyprus","neutral1"
"5402","Sater further stated that the Rotenbergs' ""friend and partner"" with whom he was meeting in the Bahamas was Mikhail Zayats (alternately, Ziats), who had partnered with the Rotenbergs on the Aviapark mall in Moscow, the largest shopping mall in Europe.","Rotenbergs","Mikhail Zayats","positive2"
"5403","The social media campaign and the GRU hacking operations coincided with a series of contacts between Trump Campaign officials and individuals with ties to the Russian government.","Trump campaign","Russian government","neutral2"
"5404","Cohen has said “blind loyalty” drove him to break the law and lie on President Trump’s behalf.","Cohen","President Trump","positive1"
"5405","As noted above, Manafort had worked for Akhmetov for over a decade, and at the time of this outreach, Manafort believed Akhmetov owed him over two million dollars.","Manafort","Akhmetov","negative2"
"5406","The next day, with more inquiries coming from reporters, he confronted Hicks inside the cabinet room, accusing her of doing Jared and Ivanka’s dirty work.","Hicks","Jared","positive2"
"5407","On June 18, 2013, Donald Trump wrote on Twitter, ""Do you think Putin will be going to the Miss Universe pageant in November in Moscow?","Donald Trump","Putin","positive1"
"5408","Manafort briefed Deripaska on how to recover from this defeat and influence Ukrainian politics in a manner beneficial to both Deripaska and the Kremlin.","Manafort","Kremlin","positive1"
"5409","WASHINGTON — President Trump told the White House counsel in the spring that he wanted to order the Justice Department to prosecute two of his political adversaries: his 2016 challenger, Hillary Clinton, and the former FBI director James Comey, according to two people familiar with the conversation.","Trump","White House counsel","neutral2"
"5410","According to testimony and records, Gates arrived late to the meeting with Paul Manafort.","Paul Manafort","Gates","neutral2"
"5411","This call matches the conversation between Stone and Trump that Gates remembered.","Stone","Trump","neutral2"
"5412","Oganov is a longtime advisor to Deripaska and is affiliated with-Oganov attended the Moscow State Institute for International Relations.","Oganov","Deripaska","neutral1"
"5413","Corsi initially explained in an interview with the SCO that during his trip to Italy, someone told him Assange had the Podesta emails.","Assange","Podesta","negative1"
"5414","However, in terms of established operational liaison between the Trump Campaign and the Kremlin, the emigre confirmed that an intelligence exchange had been running between them for at least 8 years.","Trump Campaign","Kremlin","positive2"
"5415","On August 19, 2016, Manafort resigned from the Trump Campaign. That same day,' Kilimnik wrote to an associate that ""Manafort will make billions on this free PR working for the same people he used to' work.","Kilimnik","Manafort","positive1"
"5416","Patten told the SCO that after he had left IRI, an IRI employee who worked at IRI's Belarus desk, Trig Olson, made a claim that Kilimnik leaked information to Russian intelligence.","Trig Olson","Patten","neutral2"
"5417","For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.","Facebook","""United Muslims of America""","negative1"
"5418","According to Cohen, when Rtskhiladze heard that Donald Trump Jr. was considering a real estate development project with the Agalarovs, Rtskhiladze again warned Cohen that the Agalarovs, and particularly Aras Agalarov, ""are really rough.""","Donald Trump Jr.","Agalarovs","positive1"
"5419","Roman Beniaminov, a close friend and aide to Emin Agalarov, recalled that at the signing the Miss Universe Organization group presented Aras Agalarov with a bottle of tequila to celebrate the occasion.","Roman Beniaminov","Emin Agalarov","positive2"
"5420","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Timur Beniaminov","neutral2"
"5421","For example, one document prepared by Manafort stated that Deripaska should, as a ""follow up"" to recent activities undertaken by Manafort and his firm on the ground in Montenegro, ""organize negotiations with key opposition leaders.""","Deripaska","Manafort","positive1"
"5422","Davis met Deripaska in 2003 through Nathaniel Rothschild, a British investment fund manager and scion of the Rothschild banking dynasty.","Davis","Nathaniel Rothschild","neutral2"
"5423","Akhmetshin told the Committee that after doing research on Browder related to depositions in the Prevezon case, he had the idea to establish Human Rights Accountability Global Initiative Foundation and proposed it to Veselnitskaya and her client in Russia, Katsyv.","Akhmetshin","Human Rights Accountability Global Initiative Foundation","positive2"
"5424","Later that day, on June 6, 2016, Goldstone emailed Trump Jr., asking him to ""[l]et me know when you are free to talk with Emin by phone about this Hillary info.","Goldstone","Trump Jr.","neutral2"
"5425","Manafort's Campaign email account calendar had an entry for the Kilimnik meeting starting' at 9:00 p.m., following a 5:30 p.m. meeting with Trump and Rudy Giuliani in Trump Tower.","Manafort","Kilimnik","positive2"
"5426","On November 13, Goldstone and Kaveladze exchanged text messages in which Goldstone wrote, ""So it seems we are all now in the President's inner circle!!","Goldstone","Kaveladze","neutral2"
"5427","On November 9, 2016, Kaveladze emailed Goldstone to inform him that Aras Agalarov wanted to send a congratulatory note to Trump and asked Goldstone to review a draft of the letter.","Kaveladze","Goldstone","neutral2"
"5428","Anatoli Samochornov was only told: Anatoli Samochornov has a meeting with Donald Trump Junior.","Anatoli Samochornov","Donald Trump Junior","neutral2"
"5429","Despite the contemporaneous statement by the U.S. Government warning of Russian responsibility for the hacking and leaking of the DNC, DCCC, and Clinton Campaign documents and emails, the Trump Campaign considered the release of these materials to be its ""October surprise.""","the U.S. Government","Russia","negative1"
"5430","Since that overnight call to Trump about the coronavirus cases aboard the Grand Princess, Newsom has embedded with his top aides at California's emergency operations center in Sacramento.","Trump","Newsom","positive2"
"5431","According to Ecuador Embassy officials, Assange had access to Apple desktop and laptop computers inside the Embassy.","Assange","Ecuador Embassy","positive1"
"5432","On June 14, 2016, only six days after the DCLeaks website went public, The Washington Post reported that the DNC had been hacked by Russian government hackers.","Russian government","DNC","negative1"
"5433","While Deripaska's influence operations on behalf of the Kremlin span the globe, the activities of Deripaska, Boyarkin, and their associates in Montenegro provide a clear example of Deripaska' s malign influence efforts .","Deripaska","Kremlin","positive1"
"5434","Cohen came to this understanding because Trump would, on a ""regular basis,"" ask Cohen about the status of the Russia project.","Trump","Cohen","neutral2"
"5435","That same day, June 15, 2016, the GRU also used the Guccifer 2.0 WordPress blog to begin releasing to the public documents stolen from the DNC and DCCC computer networks.","GRU","DNC","neutral2"
"5436","Klyushin has publicly stated that he works for the Russian Presidential Administration and has also been affiliated with the Russian Duma.","Klyushin","Russian Duma","neutral1"
"5437","For example, on July 29, 2016, Assange gave an interview to CNN and agreed that the release was timed for ""maximum impact,"" further stating ""that's when we knew that there would be maximum interest by readers.""","Assange","CNN","neutral1"
"5438","Sater stated that he knows Fuks ""really well"" and that they had ""numerous"" discussions ""in Moscow, then in New York"" over several years about a potential Trump deal.","Sater","Fuks","positive1"
"5439","The DCLeaks website was registered by the GRU's Unit 26165 on April 19, 2016, the day after the GRU had gained access to the DNC and before an documents had been exfiltrated from the DCCC or DNC","GRU's Unit 26165","DCLeaks","positive2"
"5440","GRU officers stole tens of thousands of emails from spearphishing victims, including various Clinton Campaign-related communications.","GRU","Clinton Campaign","negative1"
"5441","“If somebody does something Mr. Trump doesn’t like, I do everything in my power to resolve it to Mr. Trump’s benefit,” Cohen told ABC News in 2011.","Cohen","Mr. Trump","positive2"
"5442","The GRU's operations extended beyond stealing materials, and included releasing documents stolen from the Clinton Campaign and its supporters.","GRU","Clinton Campaign","neutral2"
"5443","Shortly after the Miss Universe pageant, discussions began between the Agalarovs' Crocus Group and the Trump Organization about a joint reatestate development project.","Crocus Group","Trump Organization","neutral2"
"5444","Although Manafort did not identify a precise date for his June conversation with Stone about WikiLeaks, phone records reflect six phone calls between the two during that month, including on June 4, June 12, June 20, and June 23.","Stone","Manafort","neutral2"
"5445","Kilimnik and Manafort, however, requested that this question be redesigned to test sentiment about a Yanukovych comeback without explicitly revealing the plan through the question.","Kilimnik","Manafort","positive2"
"5446","In an August 31 interview with The New York Times, Assange referred to Clinton as a ""demon that is going to put nooses around everyone's necks as soon as she wins the election.""","Assange","Clinton","negative1"
"5447","Starting in approximately 2010, Klyushin and Klyushina co-owned the Innovation & Development Agency, also known as the Agency for Development of Innovative Technologies (APRlT).","Klyushina","Klyushin","positive2"
"5448","For example, Rozov's associate Stalbek Mishakov has significant ties to Oleg Deripaska, a Russian oligarch who the Committee assesses undertakes a wide variety of Russian government influence operations.","Stalbek Mishakov","Oleg Deripaska","positive1"
"5449","After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.","Trump","Felix Sater","positive2"
"5450","The day after Manafort resigned, Kilimnik was coordinating with Manafort to counteract negative public media.","Kilimnik","Manafort","positive2"
"5451","Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a Linkedln message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).","Simona Mangiante","London Center of International Law Practice","neutral1"
"5452","Patten expressed concern to Kilimnik about his testimony related to purchasing inauguration tickets for Lyovochkin and money from Lyovochkin transferred to Patten for that purpose.","Lyovochkin","Patten","positive1"
"5453","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Donald Trump","neutral2"
"5454","“Manafort's lawyer told Manafort not to cooperate,” Manafort said.","Manafort's lawyer","Manafort","neutral2"
"5455","Months before that meeting, Manafort had caused internal polling data to be shared with Kilimnik, and the sharing continued for some period of time after their August meeting.","Manafort","Kilimnik","positive1"
"5456","George Papadopoulos also communicated with government officials from Egypt, Israel, Japan, and the United Kingdom.","George Papadopoulos","Japan","neutral2"
"5457","In mid-October, Ivanka Trump tasked the Campaign's senior officials (including: Bannon, Scavino, Stephen Miller and Jason Miller) with preparing two Trump tweets every day linking to WikiLeaks content, which, she said, would help ""refocus the narrative.""","Ivanka Trump","Jason Miller","neutral1"
"5458","Gates recalled that in addition to Trump Jr., Eric Trump, Manafort, and Hope Hicks attended the meeting, while Ivanka Trump and Jared Kushner joined the meeting late.","Trump Jr.","Ivanka Trump","neutral2"
"5459","GRU officers used both the DCLeaks and Guccifer 2.0 personas to communicate with WikiLeaks through Twitter private messaging and through encrypted channels, including possibly through WikiLeaks's private communication system.","GRU","Twitter","neutral1"
"5460","Kopatko is a Ukrainian, pro-Russian sociologist and pollster who has recently been awarded Russian citizenship by Putin.","Putin","Kopatko","positive1"
"5461","But when he was the federal prosecutor in New Jersey, Christie had sent Jared’s father, Charles Kushner, to jail in 2005.","Christie","Charles Kushner","negative1"
"5462","“So was ‘Gaspipe’,”","Morty Levine","‘Gaspipe’","positive1"
"5463","This request was transmitted through Kaveladze and Goldstone.","Aras Agalarov","Goldstone","neutral1"
"5464","In addition to these instructions, Manafort sent the above-described Kilimnik peace plan document to Fabrizio and Ward.","Manafort","Ward","neutral2"
"5465","The emails Michael Cohen withheld included outreach to the Kremlin's press office seeking to speak with Putin's chief of staff, Sergei Ivanov, as well as a response from Dmitri Peskov's assistant seeking to discuss the Trump Moscow project.","Michael Cohen","Kremlin's press office","neutral2"
"5466","The cable noted that all the messaging form Artem Klyushin and Konstantin Rykov are similar: filled with hatred for the Ukrainian government, the United States and its policies, and Western values.","Konstantin Rykov","Ukrainian government","negative1"
"5467","I believe the next tranche of his documents pertain to the Clinton Foundation but there's no telling what the October surprise may be.""","WikiLeaks","the Clinton Foundation","negative1"
"5468","The materials were offered to Trump Jr. as ""part of Russia and Russian government's support for Mr. Trump.""","Russian government","Trump Jr.","positive1"
"5469","To reach larger U.S. audiences, the IRA purchased advertisements from Facebook that promoted the IRA groups on the newsfeeds of U.S. audience members.","IRA","Facebook","neutral1"
"5470","Cohen, through Sater, began negotiations with a Russia-based developer, Andrey Rozov and Rozov's company, LC. Expert.","Cohen","Andrey Rozov","neutral1"
"5471","On October 12, 2016, WikiLeaks wrote again that it was ""great to see Donald Trump Jr. and Donald Trump talking about our publications","Donald Trump Jr.","Donald Trump","positive2"
"5472","In September 2015, Trump authorized Cohen to pursue a deal in Russia through Felix Sater, a longtime business associate of Trump.","Trump","Cohen","positive1"
"5473","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Olivia Culpo","Murtaza Akbar","neutral2"
"5474","Sater used business cards with the Trump Organization logo aid traveled on behalf of the Trump Organization, meeting developers and other investors.","Sater","Trump Organization","neutral1"
"5475","Working quietly behind the scenes, Michael Cohen and Felix Sater tried to arrange a sit-down between Trump and Putin, the documents show.","Michael Cohen","Felix Sater","positive2"
"5476","Trump Jr. responded that he had already done so.","Trump Jr.","WikiLeaks","neutral2"
"5477","On June 8, at 10:34 a.m., Goldstone emailed Trump Jr. to request that the meeting be rescheduled for 4:00 p.m. to accommodate the ""Russian attorney.""","Goldstone","Trump Jr.","neutral2"
"5478","According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.","Michael Cohen","Olivia Culpo","neutral2"
"5479","On April 14, 2016 (approximately three days after the initial intrusion) GRU officers downloaded rar.exe onto the DCCC's document server.","GRU","DCCC","negative1"
"5480","Approximately 40 minutes after Trump's positive comments about Putin on November 3, 2015, Sater sent Cohen an email asking for a clip of Trump's statements·, and linking the Moscow deal and the U.S. presidential election.","Trump","Putin","positive1"
"5481","After it was reinstated, GRU officers posing as Guccifer 2.0 wrote [] via private message, ""thank u for writing back ... do u find anyt[h]ing interesting in the docs i posted?""","Guccifer 2.0","GRU","neutral2"
"5482","Goldstone's email included the text of a forwarded email from Konstantin Sidorkov, a ""Partner Relations Manager"" at VK:","Goldstone","Konstantin Sidorkov","neutral2"
"5483","By the end of 2015, Cohen reached out to the Kremlin directly to solicit the Russian government’s assistance.","Cohen","Kremlin","neutral1"
"5484","After his resignation on August 19, 2016, Manafort stayed in touch with the Trump Campaign through repeated contacts with Trump, Kushner, and others.","Manafort","the Trump Campaign","negative1"
"5485","Mr.. Trump was there, Paula; myself,Aras,Emin.","Trump","Aras","neutral2"
"5486","According to Bannon, Donald Trump said the same thing each time: ""He told me three times I'm not under investigation.He's a showboater. He's a grandstander. I don't know any Russians. There was no collusion.","Donald Trump","Bannon","neutral2"
